"Time (s)","X (µT)","Y (µT)","Z (µT)"
4.021452000E0,-5.229964256E-1,2.083452606E1,-2.882212448E1
4.031391000E0,-6.320471764E-1,2.081274796E1,-2.875700378E1
4.041330000E0,-6.320471764E-1,2.081274796E1,-2.875700378E1
4.051269000E0,-7.088220119E-1,2.083390427E1,-2.872832870E1
4.061208000E0,-5.582656860E-1,2.085229492E1,-2.883812332E1
4.071147000E0,-5.026879311E-1,2.093119049E1,-2.871432114E1
4.081086000E0,-6.093473434E-1,2.088539886E1,-2.863579559E1
4.091025000E0,-6.217250824E-1,2.082790375E1,-2.876992416E1
4.100964000E0,-6.243526936E-1,2.095079422E1,-2.875397873E1
4.110903000E0,-6.730437279E-1,2.080162048E1,-2.869143295E1
4.120842000E0,-8.182647228E-1,2.084760284E1,-2.882141113E1
4.130781000E0,-7.314202785E-1,2.078663635E1,-2.868390274E1
4.140720000E0,-6.649389267E-1,2.066638184E1,-2.870826340E1
4.150659000E0,-6.598701477E-1,2.080101395E1,-2.872609329E1
4.160598000E0,-7.495760918E-1,2.088569260E1,-2.864123154E1
4.170537000E0,-7.417261600E-1,2.091183472E1,-2.872618103E1
4.180476000E0,-6.117966175E-1,2.092200470E1,-2.865370941E1
4.190415000E0,-7.203385830E-1,2.098928070E1,-2.841987228E1
4.200354000E0,-7.342236042E-1,2.098706436E1,-2.854936981E1
4.210293000E0,-7.129049301E-1,2.085455704E1,-2.854375458E1
4.220232000E0,-7.732064724E-1,2.090304947E1,-2.868497086E1
4.230171000E0,-8.260533810E-1,2.089894867E1,-2.877643204E1
4.240110000E0,-7.465178967E-1,2.079719162E1,-2.864126587E1
4.250049000E0,-7.876198292E-1,2.087276077E1,-2.875263214E1
4.259987000E0,-7.756302357E-1,2.079138565E1,-2.875914383E1
4.269926000E0,-6.935353279E-1,2.086531067E1,-2.871504211E1
4.279865000E0,-8.461143970E-1,2.090655518E1,-2.876934814E1
4.289804000E0,-7.854120731E-1,2.080907059E1,-2.843770981E1
4.299743000E0,-7.003254890E-1,2.088150024E1,-2.835225296E1
4.309682000E0,-7.003254890E-1,2.088150024E1,-2.835225296E1
4.319621000E0,-6.584796906E-1,2.097381210E1,-2.847119141E1
4.329560000E0,-5.717954636E-1,2.094943237E1,-2.841624069E1
4.339499000E0,-7.139205933E-1,2.098651886E1,-2.856348801E1
4.349438000E0,-7.017884254E-1,2.085905457E1,-2.840841675E1
4.359377000E0,-6.644196510E-1,2.086638641E1,-2.845481110E1
4.369316000E0,-7.258622646E-1,2.082069397E1,-2.857388687E1
4.379255000E0,-7.874064445E-1,2.090497208E1,-2.862434769E1
4.389194000E0,-8.146922588E-1,2.089462662E1,-2.839036179E1
4.399133000E0,-8.106253147E-1,2.088069916E1,-2.856257629E1
4.409072000E0,-6.499850750E-1,2.084391403E1,-2.852545166E1
4.419011000E0,-6.669230461E-1,2.084681320E1,-2.869683456E1
4.428950000E0,-6.406440735E-1,2.076992798E1,-2.872430038E1
4.438889000E0,-6.896114349E-1,2.086765289E1,-2.875422287E1
4.448828000E0,-7.908651829E-1,2.088540268E1,-2.867985535E1
4.458767000E0,-6.463916302E-1,2.079333496E1,-2.878043365E1
4.468706000E0,-7.058966160E-1,2.105191803E1,-2.867715073E1
4.478645000E0,-8.520121574E-1,2.093865204E1,-2.871628571E1
4.488584000E0,-6.510009766E-1,2.093442917E1,-2.852670288E1
4.498523000E0,-6.452820301E-1,2.074587631E1,-2.859023285E1
4.508462000E0,-6.672766209E-1,2.074127960E1,-2.863213348E1
4.518401000E0,-7.194819450E-1,2.086400986E1,-2.860266495E1
4.528340000E0,-7.687690258E-1,2.087918091E1,-2.866931534E1
4.538279000E0,-8.489692211E-1,2.096318436E1,-2.868567657E1
4.548218000E0,-7.394714355E-1,2.093887711E1,-2.893631363E1
4.558157000E0,-8.138322830E-1,2.083607483E1,-2.857606125E1
4.568096000E0,-9.270069599E-1,2.101684952E1,-2.864150620E1
4.578035000E0,-9.270069599E-1,2.101684952E1,-2.864150620E1
4.587974000E0,-1.025925159E0,2.098210526E1,-2.879730225E1
4.597913000E0,-7.654922009E-1,2.091224670E1,-2.873490524E1
4.607852000E0,-8.167951107E-1,2.097522736E1,-2.854791641E1
4.617791000E0,-7.859203815E-1,2.108506393E1,-2.858752823E1
4.627730000E0,-8.699300289E-1,2.119941711E1,-2.845957947E1
4.637669000E0,-7.913496494E-1,2.131859207E1,-2.865573883E1
4.647608000E0,-7.770628929E-1,2.108649826E1,-2.877952194E1
4.657547000E0,-8.860099316E-1,2.109275055E1,-2.886315155E1
4.667486000E0,-8.312613964E-1,2.110994339E1,-2.871451569E1
4.677424000E0,-9.176347256E-1,2.107173920E1,-2.874435425E1
4.687363000E0,-8.858144283E-1,2.098240280E1,-2.877115250E1
4.697302000E0,-1.060714483E0,2.107755661E1,-2.881267548E1
4.707241000E0,-9.674820900E-1,2.089015961E1,-2.861976242E1
4.717180000E0,-1.039879084E0,2.092107391E1,-2.850288773E1
4.727119000E0,-1.161631346E0,2.069705582E1,-2.858914185E1
4.737058000E0,-1.038241625E0,2.077426910E1,-2.870857239E1
4.746997000E0,-9.630291462E-1,2.076995850E1,-2.894036102E1
4.756936000E0,-1.070955753E0,2.089081573E1,-2.868098068E1
4.766875000E0,-1.157409668E0,2.090806198E1,-2.920330429E1
4.776814000E0,-1.234150171E0,2.090715408E1,-2.903030014E1
4.786753000E0,-1.211213827E0,2.096830750E1,-2.908181381E1
4.796692000E0,-1.200636148E0,2.096042252E1,-2.915396118E1
4.806631000E0,-1.175531626E0,2.092022324E1,-2.905690765E1
4.816570000E0,-1.223021030E0,2.087407684E1,-2.914655685E1
4.826509000E0,-1.248577356E0,2.073479843E1,-2.908734131E1
4.836448000E0,-1.215734720E0,2.075472641E1,-2.889770889E1
4.846386875E0,-1.160343647E0,2.064064026E1,-2.887299347E1
4.856325875E0,-1.160343647E0,2.064064026E1,-2.887299347E1
4.866264875E0,-1.164227724E0,2.084901047E1,-2.898124313E1
4.876203875E0,-1.073103905E0,2.071513367E1,-2.900016403E1
4.886142875E0,-1.141799927E0,2.066943359E1,-2.891825485E1
4.896081875E0,-1.127741098E0,2.056282425E1,-2.896057892E1
4.906020875E0,-1.143989086E0,2.052397537E1,-2.894030380E1
4.915959875E0,-1.247774124E0,2.067018509E1,-2.876829147E1
4.925898875E0,-1.170019150E0,2.067354965E1,-2.881436920E1
4.935837875E0,-1.206038952E0,2.055974960E1,-2.885158539E1
4.945776875E0,-1.184055567E0,2.059020233E1,-2.866719818E1
4.955715875E0,-1.183158636E0,2.042755508E1,-2.878705978E1
4.965654875E0,-1.284564018E0,2.043810272E1,-2.868631744E1
4.975593875E0,-1.223007679E0,2.053250504E1,-2.878143311E1
4.985532875E0,-1.224318266E0,2.046087646E1,-2.904649353E1
4.995471875E0,-1.123205423E0,2.034764099E1,-2.909998322E1
5.005410875E0,-1.063076973E0,2.032132721E1,-2.907889938E1
5.015349875E0,-1.194563150E0,2.036920547E1,-2.921662903E1
5.025288875E0,-1.271075487E0,2.038270950E1,-2.895161057E1
5.035227875E0,-1.184215784E0,2.032461548E1,-2.910587692E1
5.045166875E0,-1.230208397E0,2.045629883E1,-2.906727982E1
5.055105875E0,-1.197494984E0,2.038649750E1,-2.893461609E1
5.065044875E0,-1.163022995E0,2.023743057E1,-2.913812256E1
5.074983875E0,-1.273462534E0,2.030324554E1,-2.907339096E1
5.084922875E0,-1.228821039E0,2.027451324E1,-2.926953125E1
5.094861875E0,-1.253808498E0,2.036653519E1,-2.925379944E1
5.104800875E0,-1.234809160E0,2.021364975E1,-2.900500107E1
5.114738875E0,-1.290837049E0,2.012252045E1,-2.906491089E1
5.124677875E0,-1.290837049E0,2.012252045E1,-2.906491089E1
5.134616875E0,-1.278456211E0,2.022154999E1,-2.921424103E1
5.144555875E0,-1.237916231E0,2.007171631E1,-2.928158569E1
5.154494875E0,-1.147935867E0,1.996469116E1,-2.930114746E1
5.164433875E0,-1.132303715E0,1.982261276E1,-2.962759018E1
5.174372875E0,-1.138999939E0,1.976275635E1,-2.927356720E1
5.184311875E0,-1.171699762E0,1.967661285E1,-2.955330658E1
5.194250875E0,-1.087030649E0,1.964914703E1,-2.956861496E1
5.204189875E0,-1.007348776E0,1.956032181E1,-2.978093338E1
5.214128875E0,-7.997756004E-1,1.922959137E1,-2.959552383E1
5.224067875E0,-6.784224510E-1,1.911556244E1,-2.966069031E1
5.234006875E0,-6.136033535E-1,1.909018326E1,-3.006274796E1
5.243945875E0,-5.799055099E-1,1.898432159E1,-3.000707245E1
5.253884875E0,-5.032143593E-1,1.889844513E1,-3.008571625E1
5.263823875E0,-4.474930763E-1,1.865486526E1,-2.992722321E1
5.273762875E0,-4.289817810E-1,1.860097504E1,-3.008507538E1
5.283701875E0,-5.884463787E-1,1.842021561E1,-3.018222046E1
5.293640875E0,-6.581413746E-1,1.818814468E1,-3.028177261E1
5.303579875E0,-5.683588982E-1,1.836526108E1,-3.006081772E1
5.313518875E0,-5.540494919E-1,1.800928879E1,-3.009744263E1
5.323457875E0,-6.644418240E-1,1.788433075E1,-3.030472565E1
5.333396875E0,-6.117420197E-1,1.783774185E1,-3.023316574E1
5.343335875E0,-7.479295731E-1,1.776932144E1,-3.075560760E1
5.353274875E0,-6.381232738E-1,1.758339310E1,-3.068180847E1
5.363213875E0,-5.671699047E-1,1.734535980E1,-3.076850510E1
5.373152875E0,-4.007015228E-1,1.720368195E1,-3.096546555E1
5.383091875E0,-5.208835602E-1,1.701495361E1,-3.102851868E1
5.393030875E0,-5.159220695E-1,1.697339249E1,-3.100051880E1
5.402969875E0,-5.159220695E-1,1.697339249E1,-3.100051880E1
5.412908875E0,-5.461771488E-1,1.687253189E1,-3.117467117E1
5.422847875E0,-4.627990723E-1,1.659429550E1,-3.130548477E1
5.432786875E0,-4.341130257E-1,1.651641846E1,-3.144773865E1
5.442725875E0,-4.998717308E-1,1.639287567E1,-3.137271118E1
5.452664875E0,-4.790167809E-1,1.637949371E1,-3.152623367E1
5.462603875E0,-5.627779961E-1,1.618579102E1,-3.147079849E1
5.472542875E0,-3.608198166E-1,1.604449844E1,-3.146691132E1
5.482481875E0,-3.764667511E-1,1.582569122E1,-3.148713303E1
5.492420875E0,-3.663802147E-1,1.567110062E1,-3.157554626E1
5.502359875E0,-3.812150955E-1,1.561443710E1,-3.141004944E1
5.512298875E0,-4.820656776E-1,1.563431168E1,-3.146056747E1
5.522237875E0,-3.649311066E-1,1.554744339E1,-3.164345551E1
5.532176875E0,-2.562623024E-1,1.524702835E1,-3.180985260E1
5.542115875E0,-3.067126274E-1,1.511456680E1,-3.195031357E1
5.552054875E0,-2.286238670E-1,1.512419891E1,-3.188665390E1
5.561993875E0,-1.878418922E-1,1.502166367E1,-3.183200073E1
5.571932875E0,6.447362900E-2,1.466113663E1,-3.178018188E1
5.581871875E0,9.623432159E-2,1.468824387E1,-3.193674088E1
5.591809875E0,9.616851807E-3,1.449052048E1,-3.192789459E1
5.601748875E0,1.097016335E-1,1.438266754E1,-3.193340302E1
5.611687875E0,1.372370720E-1,1.418070984E1,-3.238454437E1
5.621626875E0,4.700469971E-2,1.418898773E1,-3.200069809E1
5.631565875E0,7.539081573E-2,1.403320694E1,-3.220468903E1
5.641504875E0,-1.134877205E-1,1.389331055E1,-3.256125259E1
5.651443875E0,-4.792213440E-3,1.357344437E1,-3.256398010E1
5.661382875E0,-1.900529861E-2,1.309676743E1,-3.263196564E1
5.671321875E0,-1.900529861E-2,1.309676743E1,-3.263196564E1
5.681260875E0,-7.527256012E-2,1.279663086E1,-3.275354385E1
5.691199875E0,1.009111404E-1,1.238654327E1,-3.306990814E1
5.701138875E0,1.266465187E-1,1.195263290E1,-3.294040680E1
5.711077875E0,1.616106033E-1,1.177702332E1,-3.305808640E1
5.721016875E0,1.750435829E-1,1.133640289E1,-3.332517242E1
5.730955875E0,-4.125404358E-2,1.114532852E1,-3.357291794E1
5.740894875E0,2.265210152E-1,1.083949661E1,-3.346316147E1
5.750833875E0,2.367668152E-1,1.055068588E1,-3.378957367E1
5.760772875E0,1.862273216E-1,1.029605484E1,-3.351566315E1
5.770711875E0,2.786674500E-1,1.012501526E1,-3.369487762E1
5.780650875E0,2.097129822E-1,9.995479584E0,-3.375222397E1
5.790589875E0,1.590971947E-1,9.812129974E0,-3.381389236E1
5.800528875E0,2.696032524E-1,9.661247253E0,-3.365448380E1
5.810467875E0,2.798442841E-1,9.372116089E0,-3.383564377E1
5.820406875E0,3.124942780E-1,9.309650421E0,-3.404468918E1
5.830345875E0,3.456492424E-1,9.310287476E0,-3.409314728E1
5.840284875E0,4.332876205E-1,8.853088379E0,-3.401900101E1
5.850224792E0,4.689168930E-1,8.587551117E0,-3.399666595E1
5.860163792E0,5.837855339E-1,8.395973206E0,-3.397656250E1
5.870102792E0,6.489968300E-1,8.131587982E0,-3.406096649E1
5.880041792E0,7.552123070E-1,7.718021393E0,-3.405811310E1
5.889980792E0,7.973403931E-1,7.383884430E0,-3.415579605E1
5.899919792E0,8.887772560E-1,7.395633698E0,-3.414134979E1
5.909858792E0,9.328341484E-1,7.226745605E0,-3.416492462E1
5.919797792E0,1.004712582E0,6.956024170E0,-3.427444839E1
5.929736792E0,8.936429024E-1,6.731456757E0,-3.437696838E1
5.939675792E0,8.936429024E-1,6.731456757E0,-3.437696838E1
5.949614792E0,9.628515244E-1,6.648033142E0,-3.439068985E1
5.959553792E0,1.172618389E0,6.564918518E0,-3.440606689E1
5.969492792E0,1.094745636E0,6.385242462E0,-3.438753128E1
5.979431792E0,1.226334095E0,6.014484406E0,-3.431301498E1
5.989370792E0,1.399449348E0,6.045356750E0,-3.478601837E1
5.999309792E0,1.256991386E0,5.704547882E0,-3.446720123E1
6.009248792E0,1.401625156E0,5.368656158E0,-3.421232986E1
6.019187792E0,1.416121483E0,5.187114716E0,-3.438447189E1
6.029126792E0,1.583943844E0,4.873908997E0,-3.458219528E1
6.039065792E0,1.692334652E0,4.559810638E0,-3.456756973E1
6.049004792E0,1.658299446E0,4.450592041E0,-3.475418854E1
6.058943792E0,1.699240685E0,4.252952576E0,-3.479783630E1
6.068882792E0,1.803013325E0,4.048156738E0,-3.487590790E1
6.078821792E0,1.914930820E0,4.012760162E0,-3.499276733E1
6.088760792E0,1.855122089E0,3.664402008E0,-3.473177719E1
6.098699792E0,1.913038254E0,3.466060638E0,-3.469058228E1
6.108638792E0,1.779568672E0,3.160160065E0,-3.472229385E1
6.118577792E0,1.796816826E0,3.034812927E0,-3.464265823E1
6.128516792E0,1.781258583E0,2.908187866E0,-3.481272507E1
6.138454792E0,1.944489002E0,2.777931213E0,-3.483880615E1
6.148394792E0,1.980565071E0,2.533370972E0,-3.473041153E1
6.158332792E0,2.027008057E0,2.444564819E0,-3.480985641E1
6.168271792E0,1.966565132E0,2.352493286E0,-3.483151627E1
6.178210792E0,1.893636227E0,2.183223724E0,-3.481607819E1
6.188149792E0,1.991831779E0,2.063823700E0,-3.486422348E1
6.198088792E0,1.921142101E0,1.800014496E0,-3.486193466E1
6.208027792E0,1.932788849E0,1.695720673E0,-3.512617111E1
6.217966792E0,1.932788849E0,1.695720673E0,-3.512617111E1
6.227905792E0,1.992790222E0,1.594142914E0,-3.493506622E1
6.237844792E0,2.007193089E0,1.255458832E0,-3.508707809E1
6.247783792E0,1.942040920E0,9.532356262E-1,-3.518416595E1
6.257722792E0,1.932634830E0,7.424850464E-1,-3.519380951E1
6.267661792E0,2.096142769E0,7.446250916E-1,-3.518574905E1
6.277600792E0,1.988610268E0,5.427627563E-1,-3.530340958E1
6.287539792E0,2.106659412E0,3.684005737E-1,-3.519607925E1
6.297478792E0,2.017397881E0,2.861251831E-1,-3.529026031E1
6.307417792E0,1.920515537E0,2.205734253E-1,-3.529954529E1
6.317356792E0,1.911334991E0,1.469345093E-1,-3.542139053E1
6.327295792E0,1.939330578E0,-8.686447144E-2,-3.533957291E1
6.337234792E0,1.819657803E0,-1.337013245E-1,-3.524524689E1
6.347173792E0,1.925322533E0,-3.989086151E-1,-3.502996826E1
6.357112792E0,2.042527199E0,-6.569690704E-1,-3.493822098E1
6.367051792E0,2.001481533E0,-5.566215515E-1,-3.501480484E1
6.376990792E0,1.846657753E0,-7.660427094E-1,-3.517319489E1
6.386929792E0,1.951531410E0,-9.210948944E-1,-3.514676285E1
6.396868792E0,1.870964050E0,-9.508914948E-1,-3.540179062E1
6.406807792E0,1.874548912E0,-1.283075333E0,-3.515510178E1
6.416746792E0,1.854370594E0,-1.492519379E0,-3.527019119E1
6.426685792E0,1.687114239E0,-1.495529175E0,-3.511627197E1
6.436624792E0,1.739414692E0,-1.638587952E0,-3.504822159E1
6.446563792E0,1.726551533E0,-1.793432236E0,-3.497454834E1
6.456502792E0,1.761838913E0,-1.973100662E0,-3.506146240E1
6.466441792E0,1.772285938E0,-2.238122940E0,-3.477444839E1
6.476380792E0,1.660837650E0,-2.251144409E0,-3.517691803E1
6.486319792E0,1.660837650E0,-2.251144409E0,-3.517691803E1
6.496258792E0,1.579559803E0,-2.390602112E0,-3.504220963E1
6.506197792E0,1.583804607E0,-2.630731583E0,-3.509816360E1
6.516136792E0,1.613688946E0,-2.810701370E0,-3.487143707E1
6.526075792E0,1.706040382E0,-2.953945160E0,-3.499863434E1
6.536014792E0,1.579336643E0,-3.210096359E0,-3.502871323E1
6.545953792E0,1.694483757E0,-3.365022659E0,-3.499787903E1
6.555892792E0,1.800491333E0,-3.647565842E0,-3.515953445E1
6.565831792E0,1.763834476E0,-3.618448257E0,-3.512268066E1
6.575770792E0,1.808385372E0,-3.854614258E0,-3.467449188E1
6.585709792E0,1.578162193E0,-4.105239868E0,-3.466265488E1
6.595648792E0,1.604584217E0,-4.265754700E0,-3.474877548E1
6.605587792E0,1.662863255E0,-4.402553558E0,-3.484737015E1
6.615526792E0,1.641145706E0,-4.595895767E0,-3.490312576E1
6.625465792E0,1.811542034E0,-4.869262695E0,-3.449998474E1
6.635404792E0,1.724134445E0,-5.028303146E0,-3.451560593E1
6.645343792E0,1.680885792E0,-5.136531830E0,-3.479740524E1
6.655282792E0,1.780563831E0,-5.375076294E0,-3.485715103E1
6.665221792E0,1.893575668E0,-5.517765045E0,-3.498368835E1
6.675160792E0,1.921919346E0,-5.596700668E0,-3.483227158E1
6.685099792E0,1.749141216E0,-5.915393829E0,-3.471891022E1
6.695038792E0,1.789674282E0,-6.134370804E0,-3.481681061E1
6.704977792E0,1.903482437E0,-6.389884949E0,-3.478347778E1
6.714916792E0,1.876130104E0,-6.450435638E0,-3.460033035E1
6.724855792E0,1.979775906E0,-6.670989990E0,-3.460186768E1
6.734794792E0,2.019000530E0,-6.701877594E0,-3.446181488E1
6.744733792E0,1.847943306E0,-6.974277496E0,-3.455185699E1
6.754672792E0,2.051505566E0,-7.213384628E0,-3.446162033E1
6.764611792E0,2.051505566E0,-7.213384628E0,-3.446162033E1
6.774550792E0,2.180449963E0,-7.409589767E0,-3.450518799E1
6.784488792E0,2.116306782E0,-7.626661301E0,-3.445468903E1
6.794428792E0,2.213324070E0,-7.742235184E0,-3.453708649E1
6.804366792E0,2.167962551E0,-7.951782227E0,-3.444720840E1
6.814305792E0,2.340100288E0,-8.155118942E0,-3.441394424E1
6.824244792E0,2.280074120E0,-8.309183121E0,-3.445282364E1
6.834183792E0,2.199164391E0,-8.403287888E0,-3.441507339E1
6.844121917E0,2.105182648E0,-8.502225876E0,-3.419581223E1
6.854060917E0,2.106347084E0,-8.660186768E0,-3.425938797E1
6.863999917E0,2.036128044E0,-8.710088730E0,-3.417758179E1
6.873938917E0,2.057765961E0,-9.030288696E0,-3.434579849E1
6.883877917E0,1.957340717E0,-9.310638428E0,-3.419777679E1
6.893816917E0,2.064771652E0,-9.668567657E0,-3.423303986E1
6.903755917E0,1.964890480E0,-9.816209793E0,-3.414023590E1
6.913694917E0,1.993750572E0,-1.002524376E1,-3.400255966E1
6.923633917E0,1.935322285E0,-1.009091568E1,-3.404762268E1
6.933572917E0,2.022722721E0,-1.021604919E1,-3.413646698E1
6.943511917E0,2.162007809E0,-1.044025803E1,-3.372769165E1
6.953450917E0,2.107837677E0,-1.059709549E1,-3.379185486E1
6.963389917E0,2.105236053E0,-1.072791481E1,-3.363098526E1
6.973328917E0,2.257930756E0,-1.080732727E1,-3.346409988E1
6.983267917E0,2.251349926E0,-1.099003410E1,-3.337342834E1
6.993206917E0,2.227863312E0,-1.124557304E1,-3.336078644E1
7.003145917E0,2.208636284E0,-1.128352356E1,-3.326829910E1
7.013084917E0,2.301681042E0,-1.156944084E1,-3.333014679E1
7.023023917E0,2.154172421E0,-1.174665833E1,-3.323096848E1
7.032962917E0,2.154172421E0,-1.174665833E1,-3.323096848E1
7.042901917E0,2.206711769E0,-1.192283630E1,-3.307408524E1
7.052840917E0,2.197125912E0,-1.208670235E1,-3.289482117E1
7.062779917E0,2.325105667E0,-1.237539101E1,-3.299661255E1
7.072718917E0,2.347240925E0,-1.248861122E1,-3.297471619E1
7.082657917E0,2.345201015E0,-1.267636490E1,-3.291048813E1
7.092596917E0,2.145469189E0,-1.281172562E1,-3.278290558E1
7.102535917E0,2.357615471E0,-1.310748672E1,-3.278857803E1
7.112474917E0,2.423059464E0,-1.333189964E1,-3.261154938E1
7.122413917E0,2.439010620E0,-1.344337463E1,-3.262164307E1
7.132352917E0,2.343822002E0,-1.359142303E1,-3.263481903E1
7.142291917E0,2.437799931E0,-1.385257721E1,-3.239039230E1
7.152230917E0,2.613615513E0,-1.398843765E1,-3.243678665E1
7.162169917E0,2.657759666E0,-1.418537521E1,-3.232166290E1
7.172108917E0,2.652999878E0,-1.430882072E1,-3.202558136E1
7.182047917E0,2.638633251E0,-1.438142967E1,-3.197002411E1
7.191986917E0,2.608979225E0,-1.456123924E1,-3.183464813E1
7.201925917E0,2.752795696E0,-1.471871376E1,-3.175575256E1
7.211864917E0,2.746734142E0,-1.496523857E1,-3.161577606E1
7.221803917E0,2.776687145E0,-1.501731491E1,-3.137270355E1
7.231742917E0,2.824193001E0,-1.521629906E1,-3.157928467E1
7.241681917E0,2.991148472E0,-1.540106392E1,-3.158643341E1
7.251620917E0,3.060006618E0,-1.561382103E1,-3.157381058E1
7.261559917E0,3.140908241E0,-1.577009583E1,-3.148791122E1
7.271498917E0,3.067414761E0,-1.584816170E1,-3.137780380E1
7.281437917E0,3.086592197E0,-1.590477657E1,-3.114383316E1
7.291376917E0,3.383190632E0,-1.606551552E1,-3.119960022E1
7.301315917E0,3.281062126E0,-1.627670670E1,-3.119329071E1
7.311254917E0,3.281062126E0,-1.627670670E1,-3.119329071E1
7.321193917E0,3.226583004E0,-1.649319458E1,-3.096462631E1
7.331132917E0,3.192302227E0,-1.656562805E1,-3.092062759E1
7.341071917E0,3.201331615E0,-1.688707733E1,-3.071387482E1
7.351010917E0,3.286120892E0,-1.696508408E1,-3.096753693E1
7.360949917E0,3.303746700E0,-1.730042076E1,-3.063798904E1
7.370888917E0,3.223487377E0,-1.740760612E1,-3.059592819E1
7.380827917E0,3.061335087E0,-1.751547432E1,-3.072517776E1
7.390766917E0,3.356812000E0,-1.765327072E1,-3.047419357E1
7.400705917E0,3.379286766E0,-1.775783157E1,-3.037243652E1
7.410644917E0,3.465566635E0,-1.796008682E1,-3.036929321E1
7.420583917E0,3.492098331E0,-1.808335304E1,-3.023467636E1
7.430522917E0,3.494246006E0,-1.836852074E1,-3.019407272E1
7.440461917E0,3.447612762E0,-1.857314301E1,-2.993563843E1
7.450400917E0,3.303916454E0,-1.853905106E1,-2.976765060E1
7.460339917E0,3.266632080E0,-1.876110840E1,-2.974051666E1
7.470278917E0,3.359995365E0,-1.884065819E1,-2.972016525E1
7.480217917E0,3.726327419E0,-1.901973724E1,-2.967092514E1
7.490156917E0,3.631263256E0,-1.917880440E1,-2.950125122E1
7.500095917E0,3.572179317E0,-1.931858826E1,-2.966018677E1
7.510034917E0,3.520531178E0,-1.941957855E1,-2.940310287E1
7.519973917E0,3.544496059E0,-1.948747635E1,-2.926270294E1
7.529911917E0,3.595624447E0,-1.973734665E1,-2.923250198E1
7.539850917E0,3.619913578E0,-1.985651398E1,-2.922244644E1
7.549789917E0,3.704340458E0,-2.003499031E1,-2.907868195E1
7.559728917E0,3.625726223E0,-2.006564713E1,-2.877919769E1
7.569667917E0,3.724028111E0,-2.026610947E1,-2.867251205E1
7.579606917E0,3.724028111E0,-2.026610947E1,-2.867251205E1
7.589545917E0,3.730632305E0,-2.042253304E1,-2.870017624E1
7.599484917E0,3.673467159E0,-2.056025314E1,-2.856295395E1
7.609423917E0,3.776913166E0,-2.059907913E1,-2.852651978E1
7.619362917E0,3.701834202E0,-2.089058304E1,-2.863182449E1
7.629301917E0,3.839861393E0,-2.099529266E1,-2.843974304E1
7.639240917E0,3.792810917E0,-2.120937729E1,-2.842400360E1
7.649179917E0,3.661887646E0,-2.138835335E1,-2.831825638E1
7.659118917E0,3.728054523E0,-2.162191582E1,-2.810663605E1
7.669057917E0,3.617138386E0,-2.171347427E1,-2.826994324E1
7.678996917E0,3.666775227E0,-2.180963516E1,-2.816233444E1
7.688935917E0,3.752129078E0,-2.201710892E1,-2.792195511E1
7.698874917E0,3.703688145E0,-2.229851532E1,-2.747908020E1
7.708813917E0,3.693722248E0,-2.244601059E1,-2.722130966E1
7.718752917E0,3.636108875E0,-2.264804077E1,-2.750078201E1
7.728691917E0,3.507888317E0,-2.285443497E1,-2.745708084E1
7.738630917E0,3.326234818E0,-2.289867973E1,-2.746884537E1
7.748569917E0,3.462998867E0,-2.308397484E1,-2.727820587E1
7.758508917E0,3.390667439E0,-2.318616104E1,-2.718809891E1
7.768447917E0,3.521256924E0,-2.335159683E1,-2.709607315E1
7.778386917E0,3.558543682E0,-2.344733238E1,-2.701914597E1
7.788325917E0,3.606717587E0,-2.364050293E1,-2.658353424E1
7.798264917E0,3.612242222E0,-2.372703934E1,-2.664318466E1
7.808203917E0,3.635886669E0,-2.391589928E1,-2.654718018E1
7.818142917E0,3.618338108E0,-2.391248322E1,-2.630816269E1
7.828081917E0,3.673873425E0,-2.418156242E1,-2.625598526E1
7.838020917E0,3.713214397E0,-2.418077278E1,-2.646316910E1
7.847959750E0,3.789371967E0,-2.426725388E1,-2.618953705E1
7.857898750E0,3.789371967E0,-2.426725388E1,-2.618953705E1
7.867837750E0,3.615432262E0,-2.434571457E1,-2.614635849E1
7.877776750E0,3.743115902E0,-2.415410423E1,-2.605270386E1
7.887715750E0,3.732222080E0,-2.437573242E1,-2.598205566E1
7.897654750E0,3.743225574E0,-2.454221725E1,-2.596767807E1
7.907593750E0,3.726609707E0,-2.452277374E1,-2.600374603E1
7.917532750E0,3.759835720E0,-2.474924850E1,-2.600459290E1
7.927471750E0,3.761683941E0,-2.466276932E1,-2.577750778E1
7.937410750E0,3.738423824E0,-2.473979568E1,-2.581237793E1
7.947349750E0,3.815988064E0,-2.491843796E1,-2.566167068E1
7.957288750E0,3.935314655E0,-2.501830673E1,-2.540078735E1
7.967227750E0,3.913844585E0,-2.508640862E1,-2.531130981E1
7.977166750E0,3.993129253E0,-2.503661728E1,-2.558852005E1
7.987105750E0,4.101778507E0,-2.527685356E1,-2.521726608E1
7.997044750E0,3.981088161E0,-2.521336174E1,-2.519395065E1
8.006983750E0,4.093963146E0,-2.526546097E1,-2.503532410E1
8.016922750E0,3.995674610E0,-2.541407394E1,-2.524101257E1
8.026861750E0,4.143656254E0,-2.555209351E1,-2.525772476E1
8.036800750E0,4.153843403E0,-2.557632065E1,-2.523093414E1
8.046739750E0,4.037922382E0,-2.553865814E1,-2.527411270E1
8.056678750E0,3.953876019E0,-2.557608795E1,-2.519861603E1
8.066617750E0,3.952246189E0,-2.551660728E1,-2.524906540E1
