"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.097238000E0,1.466949463E-1,3.770658875E-1,9.836644592E0
4.107177000E0,1.541793823E-1,3.820056152E-1,9.830956421E0
4.117116000E0,1.698966980E-1,3.691323853E-1,9.880054321E0
4.127055000E0,1.980381775E-1,3.900888062E-1,9.913434906E0
4.136994000E0,1.945953369E-1,3.808081055E-1,9.931397552E0
4.146933000E0,1.868115234E-1,3.860472107E-1,9.985435181E0
4.156872000E0,1.745370483E-1,4.002676392E-1,1.003348526E1
4.166811000E0,1.377136230E-1,3.787124634E-1,1.006312363E1
4.176750000E0,1.716929626E-1,3.731739807E-1,1.005698639E1
4.186689000E0,2.143542480E-1,3.617976379E-1,1.003333557E1
4.196628000E0,2.056723022E-1,3.659889221E-1,1.004321503E1
4.206567000E0,2.044747925E-1,3.707789612E-1,1.003109024E1
4.216506000E0,2.399510193E-1,3.585044861E-1,9.929900665E0
4.226445000E0,2.040257263E-1,3.553610229E-1,9.877060547E0
4.236384000E0,2.174977112E-1,3.592529297E-1,9.920320587E0
4.246323000E0,1.812730408E-1,3.400927734E-1,9.992021484E0
4.256261000E0,1.692979431E-1,3.212319946E-1,1.004501129E1
4.266200000E0,1.634600830E-1,3.357518005E-1,1.003498215E1
4.276139000E0,1.281335449E-1,3.251239014E-1,1.002585114E1
4.286078000E0,1.315763855E-1,3.502716064E-1,1.003573059E1
4.296017000E0,1.556762695E-1,3.790118408E-1,1.001148102E1
4.305956000E0,2.251318359E-1,4.053570557E-1,1.000130219E1
4.315895000E0,2.543211365E-1,4.472698975E-1,9.994566193E0
4.325834000E0,2.284249878E-1,4.839436340E-1,9.953102417E0
4.335773000E0,2.236349487E-1,4.915777588E-1,9.852062531E0
4.345712000E0,1.796264648E-1,4.581971741E-1,9.794731750E0
4.355651000E0,1.269360352E-1,4.534071350E-1,9.815538483E0
4.365590000E0,1.321751404E-1,4.605921936E-1,9.911039886E0
4.375529000E0,1.158590698E-1,4.490661621E-1,9.874964905E0
4.385468000E0,1.716929626E-1,4.534071350E-1,9.799970856E0
4.395407000E0,2.294728088E-1,4.372407532E-1,9.783954163E0
4.405346000E0,2.314187622E-1,4.584965515E-1,9.781858521E0
4.415285000E0,2.380050659E-1,5.025050354E-1,9.727671204E0
4.425224000E0,2.326162720E-1,4.697232056E-1,9.669741669E0
4.435163000E0,2.377056885E-1,4.767585754E-1,9.724378052E0
4.445102000E0,2.757266235E-1,5.123844910E-1,9.729916534E0
4.455041000E0,2.935395813E-1,4.921765137E-1,9.722282410E0
4.464980000E0,2.960842896E-1,5.020559692E-1,9.749226379E0
4.474919000E0,2.773731995E-1,5.026547241E-1,9.769284668E0
4.484858000E0,2.935395813E-1,5.066963196E-1,9.807754669E0
4.494797000E0,3.028202820E-1,4.887336731E-1,9.756261749E0
4.504736000E0,2.776725769E-1,4.697232056E-1,9.728419647E0
4.514675000E0,2.818638611E-1,4.797523499E-1,9.709409180E0
4.524614000E0,2.963836670E-1,4.721182251E-1,9.758956146E0
4.534553000E0,2.647993469E-1,4.647834778E-1,9.799372101E0
4.544492000E0,2.716850281E-1,4.688250732E-1,9.826465759E0
4.554431000E0,2.668949890E-1,4.743635559E-1,9.906998291E0
4.564370000E0,2.665956116E-1,4.749623108E-1,9.914333038E0
4.574309000E0,2.891986084E-1,4.766088867E-1,9.952054596E0
4.584248000E0,3.170407104E-1,4.733157349E-1,1.000279907E1
4.594187000E0,2.814147949E-1,4.782554626E-1,9.961484985E0
4.604126000E0,2.826123047E-1,4.909790039E-1,9.934990082E0
4.614065000E0,2.691403198E-1,4.802014160E-1,9.932295685E0
4.624004000E0,2.576142883E-1,4.689747620E-1,9.940079498E0
4.633943000E0,2.627037048E-1,4.867877197E-1,9.930200043E0
4.643882000E0,2.537223816E-1,4.758604431E-1,9.929750977E0
4.653821000E0,2.210902405E-1,4.553530884E-1,9.913434906E0
4.663760000E0,2.556683350E-1,4.463717651E-1,9.932894440E0
4.673698000E0,2.318678284E-1,4.558021545E-1,9.985435181E0
4.683637000E0,2.550695801E-1,4.616400146E-1,9.954599304E0
4.693576000E0,2.612068176E-1,4.507127380E-1,9.925410004E0
4.703515000E0,2.465373230E-1,4.584965515E-1,9.877359924E0
4.713454000E0,2.550695801E-1,4.923262024E-1,9.881551208E0
4.723393000E0,2.833607483E-1,4.888833618E-1,9.836045837E0
4.733332000E0,2.977308655E-1,4.739144897E-1,9.794881439E0
4.743271000E0,3.309617615E-1,4.891827393E-1,9.834249573E0
4.753210000E0,3.323089600E-1,5.105882263E-1,9.850865021E0
4.763149000E0,3.104544067E-1,4.935237122E-1,9.863289185E0
4.773088000E0,3.128494263E-1,4.941224670E-1,9.887089691E0
4.783027000E0,3.243754578E-1,4.821473694E-1,9.905202026E0
4.792966000E0,3.535647583E-1,5.110372925E-1,9.925859070E0
4.802905000E0,3.462300110E-1,5.099894714E-1,9.916428680E0
4.812844000E0,3.336561584E-1,5.040019226E-1,9.873917084E0
4.822783000E0,3.246748352E-1,5.355862427E-1,9.886640625E0
4.832722000E0,3.275189209E-1,5.429209900E-1,9.874216461E0
4.842660875E0,3.279679871E-1,5.269042969E-1,9.900861053E0
4.852599875E0,3.414399719E-1,5.195695496E-1,9.928852844E0
4.862538875E0,3.230282593E-1,5.426216125E-1,9.940378876E0
4.872477875E0,3.317102051E-1,5.671705627E-1,9.945019226E0
4.882416875E0,3.257226562E-1,5.623805237E-1,9.942773895E0
4.892355875E0,3.336561584E-1,5.487588501E-1,9.910141754E0
4.902294875E0,3.620970154E-1,5.578898621E-1,9.918374634E0
4.912233875E0,3.728746033E-1,5.718109131E-1,9.988878021E0
4.922172875E0,3.746708679E-1,5.532495117E-1,9.978100433E0
4.932111875E0,3.450325012E-1,5.390290833E-1,9.921368408E0
4.942050875E0,3.508703613E-1,5.536985779E-1,9.892777863E0
4.951989875E0,3.474275208E-1,5.780978394E-1,9.849517822E0
4.961928875E0,3.594026184E-1,5.896238708E-1,9.825268250E0
4.971867875E0,3.622467041E-1,5.926176453E-1,9.793683929E0
4.981806875E0,3.650907898E-1,6.098318481E-1,9.779313812E0
4.991745875E0,3.896397400E-1,6.140231323E-1,9.852062531E0
5.001684875E0,4.354444885E-1,6.427633667E-1,9.911638641E0
5.011623875E0,4.309538269E-1,6.707551575E-1,9.916428680E0
5.021562875E0,4.474195862E-1,6.575825500E-1,9.884844360E0
5.031501875E0,4.837939453E-1,6.523434448E-1,9.857151947E0
5.041440875E0,4.676275635E-1,6.337820435E-1,9.856403503E0
5.051379875E0,4.523593140E-1,6.740483093E-1,9.829459534E0
5.061318875E0,4.583468628E-1,6.801855469E-1,9.842781830E0
5.071257875E0,4.414320374E-1,6.661148071E-1,9.847272491E0
5.081196875E0,4.326004028E-1,6.670129395E-1,9.832004242E0
5.091135875E0,4.346960449E-1,6.478527832E-1,9.871222687E0
5.101074875E0,4.291575623E-1,6.444099426E-1,9.914183350E0
5.111012875E0,4.351451111E-1,6.444099426E-1,9.938133545E0
5.120951875E0,4.486170959E-1,6.441105652E-1,9.948162689E0
5.130890875E0,4.673281860E-1,6.758445740E-1,1.003153931E1
5.140829875E0,4.567002869E-1,7.101232910E-1,1.007988876E1
5.150768875E0,3.971241760E-1,6.899153137E-1,9.976004791E0
5.160707875E0,4.189787292E-1,7.192543030E-1,9.977501678E0
5.170646875E0,4.326004028E-1,7.848179626E-1,1.016506165E1
5.180585875E0,4.827461243E-1,7.671546936E-1,1.051697983E1
5.190524875E0,5.366340637E-1,7.542814636E-1,1.029454239E1
5.200463875E0,5.492079163E-1,7.952961731E-1,1.001058289E1
5.210402875E0,3.303630066E-1,8.722361755E-1,9.879754944E0
5.220341875E0,2.987786865E-1,1.044976959E0,9.804012451E0
5.230280875E0,2.309696960E-1,1.101259918E0,9.754615173E0
5.240219875E0,1.778302002E-1,1.159339142E0,9.629475403E0
5.250158875E0,2.134561157E-1,1.198707275E0,9.566905518E0
5.260097875E0,1.845661926E-1,1.235530701E0,9.654473419E0
5.270036875E0,2.444416809E-1,1.291813660E0,9.735754395E0
5.279975875E0,3.228785706E-1,1.344354401E0,9.796677704E0
5.289914875E0,3.697311401E-1,1.352736969E0,1.000998413E1
5.299853875E0,3.879931641E-1,1.404828644E0,9.926457825E0
5.309792875E0,3.230282593E-1,1.400188293E0,9.969119110E0
5.319731875E0,4.818479919E-1,1.452579346E0,1.005159760E1
5.329670875E0,4.117936707E-1,1.492695923E0,1.005025040E1
5.339609875E0,3.362008667E-1,1.555565186E0,1.003902374E1
5.349548875E0,2.890489197E-1,1.575324097E0,1.001043320E1
5.359487875E0,2.724334717E-1,1.614243164E0,9.874665527E0
5.369426875E0,2.659968567E-1,1.644180908E0,9.800719299E0
5.379365875E0,2.421963501E-1,1.650617523E0,9.864935760E0
5.389304875E0,2.318678284E-1,1.677860870E0,9.799671478E0
5.399243875E0,2.010319519E-1,1.705104218E0,9.770033112E0
5.409182875E0,2.210902405E-1,1.752555542E0,9.774374084E0
5.419121875E0,1.854643250E-1,1.782343597E0,9.713450775E0
5.429060875E0,1.998344421E-1,1.852397919E0,9.638606415E0
5.438999875E0,2.010319519E-1,1.870360565E0,9.652377777E0
5.448938875E0,1.601669312E-1,1.906435547E0,9.655371552E0
5.458877875E0,1.595681763E-1,1.974244537E0,9.668394470E0
5.468816875E0,6.361770630E-2,2.002835083E0,9.753118286E0
5.478755875E0,-5.089416504E-3,2.007924500E0,9.799521790E0
5.488694875E0,3.996688843E-2,2.008822632E0,9.760003967E0
5.498633875E0,1.210981750E-1,2.074535980E0,9.730964355E0
5.508572875E0,9.415420532E-2,2.129771118E0,9.803413696E0
5.518511875E0,1.423539734E-1,2.146985321E0,9.822424164E0
5.528450875E0,2.112107849E-1,2.235301666E0,9.820328522E0
5.538389875E0,1.787283325E-1,2.299218750E0,9.794132996E0
5.548328875E0,1.971400452E-1,2.306703186E0,9.742490387E0
5.558267875E0,2.276765442E-1,2.371668091E0,9.673633575E0
5.568206875E0,1.203497314E-1,2.395468597E0,9.674382019E0
5.578145875E0,3.906875610E-2,2.395169220E0,9.627230072E0
5.588083875E0,6.212081909E-2,2.513872375E0,9.579030304E0
5.598022875E0,8.861572266E-2,2.699486389E0,9.437574463E0
5.607961875E0,2.529739380E-2,2.514321442E0,9.689799957E0
5.617900875E0,2.095642090E-3,2.495610352E0,9.599387970E0
5.627839875E0,7.858657837E-2,2.671344910E0,9.444759521E0
5.637778875E0,1.017883301E-1,2.746937714E0,9.407786407E0
5.647717875E0,-2.354603577E-1,2.735860748E0,9.524543610E0
5.657656875E0,-1.562750244E-1,2.761008453E0,1.017164795E1
5.667595875E0,5.194198608E-2,2.858156433E0,9.810449066E0
5.677534875E0,1.877096558E-1,2.976410522E0,9.524244232E0
5.687473875E0,2.957849121E-1,3.116968231E0,9.506131897E0
5.697412875E0,9.729766846E-3,3.264411621E0,8.991053009E0
5.707351875E0,1.776805115E-1,3.361260223E0,8.949439545E0
5.717290875E0,2.267784119E-1,3.426524506E0,8.799451447E0
5.727229875E0,1.486408997E-1,3.524121552E0,8.760233002E0
5.737168875E0,1.854643250E-1,3.660338287E0,8.893755341E0
5.747107875E0,1.754351807E-1,3.743265839E0,9.046737213E0
5.757046875E0,1.839674377E-1,3.810027008E0,9.197773132E0
5.766985875E0,1.817221069E-1,3.863166504E0,9.230105896E0
5.776924875E0,2.013313293E-1,3.875141602E0,9.201066284E0
5.786863875E0,1.733395386E-1,3.881578217E0,9.174272003E0
5.796802875E0,1.465452576E-1,3.943249969E0,9.224118347E0
5.806741875E0,2.133064270E-1,4.028273163E0,9.278904419E0
5.816680875E0,1.824705505E-1,4.086352386E0,9.394763489E0
5.826619875E0,1.001417542E-1,4.174069977E0,9.417965240E0
5.836558875E0,1.053808594E-1,4.236939240E0,9.302704926E0
5.846498792E0,1.137634277E-1,4.345463562E0,9.138496399E0
5.856437792E0,3.457809448E-2,4.386029205E0,8.986562347E0
5.866376792E0,-1.107696533E-2,4.388723602E0,8.888067169E0
5.876315792E0,-2.454895020E-2,4.417463837E0,8.838520203E0
5.886254792E0,9.804611206E-2,4.498445435E0,8.843010864E0
5.896193792E0,1.266366577E-1,4.547393646E0,8.899593201E0
5.906132792E0,1.282832336E-1,4.621489563E0,8.822353821E0
5.916071792E0,6.676116943E-2,4.734354858E0,8.659342804E0
5.926010792E0,-2.933898926E-2,4.801265717E0,8.588090973E0
5.935949792E0,-9.924362183E-2,4.792134705E0,8.687633972E0
5.945888792E0,-1.161584473E-1,4.817282410E0,8.768316193E0
5.955827792E0,-8.128097534E-2,4.920717316E0,8.654552765E0
5.965766792E0,-2.424957275E-2,4.962630157E0,8.607550507E0
5.975705792E0,1.571731567E-2,5.006339264E0,8.548872528E0
5.985644792E0,4.610412598E-2,5.022355957E0,8.522377625E0
5.995583792E0,9.505233765E-2,5.077890472E0,8.443341980E0
6.005522792E0,1.805245972E-1,5.135820007E0,8.479416962E0
6.015461792E0,1.444496155E-1,5.215903473E0,8.458909607E0
6.025400792E0,-1.661544800E-2,5.306016083E0,8.259973297E0
6.035339792E0,-5.837860107E-2,5.349874878E0,8.149503021E0
6.045278792E0,-1.053808594E-1,5.334307251E0,8.115523682E0
6.055217792E0,-1.032852173E-1,5.396727448E0,7.992778931E0
6.065156792E0,-1.306782532E-1,5.510490875E0,7.872129822E0
6.075095792E0,-6.616241455E-2,5.546266479E0,7.979007568E0
6.085034792E0,-4.655319214E-2,5.537883911E0,8.140821075E0
6.094973792E0,6.137237549E-3,5.592669983E0,8.159981232E0
6.104912792E0,1.437011719E-2,5.642516327E0,8.167016602E0
6.114851792E0,2.125579834E-2,5.666316833E0,8.119864655E0
6.124790792E0,3.517684937E-2,5.678291931E0,8.083789673E0
6.134728792E0,-5.493576050E-2,5.759273529E0,7.967631226E0
6.144668792E0,-1.282832336E-1,5.850284271E0,7.797584839E0
6.154606792E0,-1.505868530E-1,5.896837463E0,7.676786041E0
6.164545792E0,-1.372645569E-1,5.919141083E0,7.717651062E0
6.174484792E0,-1.112187195E-1,5.969586182E0,7.710615692E0
6.184423792E0,-1.266366577E-1,6.007307739E0,7.676786041E0
6.194362792E0,-1.797761536E-1,6.026318207E0,7.690856781E0
6.204301792E0,-1.630110168E-1,6.046526184E0,7.791896667E0
6.214240792E0,-9.295669556E-2,6.081852722E0,7.840695190E0
6.224179792E0,3.143463135E-3,6.132746887E0,7.834408264E0
6.234118792E0,1.169068909E-1,6.199208679E0,7.692653046E0
6.244057792E0,1.389111328E-1,6.223009186E0,7.622299347E0
6.253996792E0,1.260379028E-1,6.265969849E0,7.548203430E0
6.263935792E0,1.483415222E-1,6.303691406E0,7.455995178E0
6.273874792E0,1.010398865E-1,6.338269501E0,7.397616577E0
6.283813792E0,1.002914429E-1,6.388564911E0,7.264094238E0
6.293752792E0,2.275268555E-2,6.426585846E0,7.221882019E0
6.303691792E0,-2.110610962E-2,6.442303162E0,7.218588867E0
6.313630792E0,-4.355941772E-2,6.469097443E0,7.140002289E0
6.323569792E0,1.094224548E-1,6.505322113E0,7.097191315E0
6.333508792E0,4.056564331E-2,6.461313629E0,7.108268280E0
6.343447792E0,-2.439926147E-2,6.418652344E0,7.237599335E0
6.353386792E0,5.912704468E-2,6.491401062E0,7.334298248E0
6.363325792E0,4.400848389E-2,6.562503204E0,7.354805603E0
6.373264792E0,2.395019531E-2,6.638096008E0,7.337591400E0
6.383203792E0,4.954696655E-2,6.690636749E0,7.277117157E0
6.393142792E0,1.338217163E-1,6.769373016E0,7.182364197E0
6.403081792E0,2.342628479E-1,6.847360840E0,7.093149719E0
6.413020792E0,2.378553772E-1,6.866670685E0,7.104825439E0
6.422959792E0,2.273771667E-1,6.863976288E0,7.110363922E0
6.432898792E0,1.704954529E-1,6.909032593E0,7.236551514E0
6.442837792E0,1.577719116E-1,6.985074463E0,7.221582642E0
6.452776792E0,1.736389160E-1,6.999444580E0,7.108118591E0
6.462715792E0,1.929487610E-1,7.022646332E0,7.126530304E0
6.472654792E0,1.531315613E-1,7.007677460E0,7.226222992E0
6.482593792E0,8.262817383E-2,7.018904114E0,7.188202057E0
6.492532792E0,9.280700684E-3,7.061116333E0,7.164102173E0
6.502471792E0,-2.694396973E-3,7.076384583E0,7.081923065E0
6.512410792E0,4.176315308E-2,7.126530304E0,6.905739441E0
6.522349792E0,2.784210205E-2,7.141948242E0,6.683601379E0
6.532288792E0,8.202941895E-2,7.184010773E0,6.543043671E0
6.542227792E0,1.125659180E-1,7.214397583E0,6.464906158E0
6.552166792E0,1.344204712E-1,7.247778168E0,6.498735809E0
6.562105792E0,2.426454163E-1,7.272626495E0,6.694079590E0
6.572044792E0,2.899470520E-1,7.286996613E0,6.792874146E0
6.581983792E0,3.626957703E-1,7.326065369E0,6.764133911E0
6.591922792E0,4.278103638E-1,7.359146576E0,6.635850677E0
6.601861792E0,4.411326599E-1,7.419321442E0,6.501130829E0
6.611800792E0,4.272116089E-1,7.470514984E0,6.452781372E0
6.621739792E0,4.185296631E-1,7.499554596E0,6.389612732E0
6.631678792E0,3.607498169E-1,7.512128448E0,6.446943512E0
6.641617792E0,2.749781799E-1,7.566315765E0,6.481371918E0
6.651556792E0,1.743873596E-1,7.601941681E0,6.408772888E0
6.661495792E0,2.071691895E-1,7.678282928E0,6.251300354E0
6.671434792E0,2.374063110E-1,7.678282928E0,6.084397430E0
6.681373792E0,1.761836243E-1,7.713908844E0,5.882766724E0
6.691312792E0,9.415420532E-2,7.793393555E0,5.910608826E0
6.701251792E0,1.507365417E-1,7.854316864E0,6.029311981E0
6.711190792E0,1.755848694E-1,7.871830444E0,6.103856964E0
6.721129792E0,1.541793823E-1,7.865094452E0,6.128705292E0
6.731068792E0,9.714797974E-2,7.883655853E0,6.134094086E0
6.741007792E0,1.667532349E-1,7.938741302E0,6.071075134E0
6.750946792E0,2.043251038E-1,7.976313171E0,5.904321899E0
6.760885792E0,1.146615601E-1,8.052055664E0,5.664370880E0
6.770824792E0,2.269281006E-1,8.121960297E0,5.559289398E0
6.780762792E0,2.375559998E-1,8.093519440E0,5.549559631E0
6.790702792E0,1.941462708E-1,8.049510956E0,5.514083405E0
6.800640792E0,2.109114075E-1,8.050558777E0,5.427263947E0
6.810579792E0,1.875599670E-1,8.099956055E0,5.257217560E0
6.820518792E0,2.091151428E-1,8.120912476E0,5.256469116E0
6.830457792E0,2.411485291E-1,8.148754578E0,5.497467957E0
6.840396792E0,2.592608643E-1,8.210875397E0,5.485043793E0
6.850334917E0,2.845582581E-1,8.223598938E0,5.401966553E0
6.860273917E0,2.636018372E-1,8.215665436E0,5.364694061E0
6.870212917E0,3.083587646E-1,8.259075165E0,5.230722656E0
6.880151917E0,3.424877930E-1,8.325836334E0,5.129084015E0
6.890090917E0,2.514770508E-1,8.345295868E0,5.021308136E0
6.900029917E0,2.538720703E-1,8.375532990E0,5.043013000E0
6.909968917E0,1.727407837E-1,8.405919800E0,5.051844635E0
6.919907917E0,1.631607056E-1,8.435707855E0,5.099146271E0
6.929846917E0,1.895059204E-1,8.474028168E0,5.028493195E0
6.939785917E0,1.603166199E-1,8.466244354E0,4.926405487E0
6.949724917E0,1.242416382E-1,8.448431396E0,4.901257782E0
6.959663917E0,2.381547546E-1,8.565338287E0,4.969964905E0
6.969602917E0,1.990859985E-1,8.587192841E0,5.017116852E0
6.979541917E0,1.002914429E-1,8.551417236E0,5.006339264E0
6.989480917E0,1.785786438E-1,8.610544281E0,4.891078949E0
6.999419917E0,1.691482544E-1,8.659492493E0,4.805906067E0
7.009358917E0,8.711883545E-2,8.635841675E0,4.728516998E0
7.019297917E0,6.960525513E-2,8.640781403E0,4.619244232E0
7.029236917E0,1.037342834E-1,8.695866852E0,4.483326874E0
7.039175917E0,1.463955688E-1,8.746311951E0,4.357438660E0
7.049114917E0,2.535726929E-1,8.789721680E0,4.371210022E0
7.059053917E0,3.183879089E-1,8.847800903E0,4.358486481E0
7.068992917E0,3.191363525E-1,8.800199890E0,4.337829437E0
7.078931917E0,3.041674805E-1,8.800499268E0,4.269721069E0
7.088870917E0,3.514691162E-1,8.869655457E0,4.279450836E0
7.098809917E0,2.345622253E-1,8.878038025E0,4.297114105E0
7.108748917E0,1.535806274E-1,8.858877869E0,4.380790100E0
7.118687917E0,1.181044006E-1,8.878337402E0,4.330195312E0
7.128626917E0,7.948471069E-2,8.885522461E0,4.068389740E0
7.138565917E0,1.544787598E-1,8.941056976E0,3.783083038E0
7.148504917E0,2.231858826E-1,8.970096588E0,3.674259338E0
7.158443917E0,2.097138977E-1,8.959019623E0,3.598067780E0
7.168382917E0,2.571652222E-1,8.985065460E0,3.648961945E0
7.178321917E0,2.932402039E-1,9.045988770E0,3.645070038E0
7.188260917E0,2.709365845E-1,9.041947174E0,3.481609955E0
7.198199917E0,2.965333557E-1,9.057514801E0,3.479664001E0
7.208138917E0,2.568658447E-1,9.087452545E0,3.372935944E0
7.218077917E0,3.008743286E-1,9.077124023E0,3.390449524E0
7.228016917E0,2.570155334E-1,9.070687408E0,3.474724274E0
7.237955917E0,1.731898499E-1,9.109456787E0,3.529959412E0
7.247894917E0,1.898052979E-1,9.143136749E0,3.498973846E0
7.257833917E0,1.962419128E-1,9.170380096E0,3.283272400E0
7.267772917E0,2.001338196E-1,9.183852081E0,3.145409088E0
7.277711917E0,1.848655701E-1,9.168883209E0,3.107088776E0
7.287650917E0,7.484436035E-4,9.254804535E0,3.032543793E0
7.297589917E0,-6.032455444E-2,9.298813019E0,3.164269867E0
7.307528917E0,-7.110214233E-2,9.257498932E0,3.326382751E0
7.317467917E0,-1.058299255E-1,9.239087219E0,3.366050262E0
7.327406917E0,7.499404907E-2,9.302555237E0,3.260220337E0
7.337345917E0,5.792953491E-2,9.284293213E0,2.872825928E0
7.347284917E0,8.696914673E-2,9.281449127E0,3.017724609E0
7.357223917E0,2.216889954E-1,9.310937805E0,3.154390411E0
7.367162917E0,2.580633545E-1,9.339378662E0,2.978655853E0
7.377101917E0,2.445913696E-1,9.468260651E0,2.694097595E0
7.387040917E0,1.320254517E-1,9.539362793E0,2.481090546E0
7.396979917E0,1.035845947E-1,9.546996918E0,2.417323151E0
7.406918917E0,1.910028076E-1,9.493857422E0,2.406994629E0
7.416857917E0,1.773811340E-1,9.442364502E0,2.561174011E0
7.426796917E0,2.059716797E-1,9.418114929E0,2.609074402E0
7.436735917E0,2.309696960E-1,9.430688782E0,2.373614044E0
7.446674917E0,2.574645996E-1,9.450447693E0,2.209704895E0
7.456613917E0,2.067201233E-1,9.464668121E0,2.188149719E0
7.466552917E0,1.850152588E-1,9.492659912E0,2.281106415E0
7.476491917E0,1.080752563E-1,9.473350067E0,2.309098206E0
7.486430917E0,1.493893433E-1,9.464368744E0,2.411934357E0
7.496369917E0,2.106120300E-1,9.497449951E0,2.405348053E0
7.506308917E0,2.941383362E-1,9.526788940E0,2.326312408E0
7.516247917E0,4.049079895E-1,9.648934937E0,2.251767426E0
7.526185917E0,3.468287659E-1,9.648785248E0,2.241588593E0
7.536124917E0,1.769320679E-1,9.549841003E0,2.215542755E0
7.546063917E0,4.580474854E-2,9.523495789E0,2.182311859E0
7.556002917E0,3.442840576E-2,9.594597931E0,2.251617737E0
7.565941917E0,9.505233765E-2,9.663454742E0,2.248474274E0
7.575880917E0,8.008346558E-2,9.642348633E0,2.125130768E0
7.585819917E0,1.646575928E-1,9.688303070E0,1.973496094E0
7.595758917E0,1.700463867E-1,9.752818909E0,1.866019592E0
7.605697917E0,1.416055298E-1,9.777517548E0,1.599573669E0
7.615636917E0,1.112187195E-1,9.885443115E0,1.651365967E0
7.625575917E0,2.676434326E-1,9.839039612E0,1.535955963E0
7.635514917E0,2.224374390E-1,9.746232605E0,1.166823578E0
7.645453917E0,1.381626892E-1,9.752070465E0,1.094673615E0
7.655392917E0,5.748046875E-2,9.677375793E0,1.048868866E0
7.665331917E0,-2.239343262E-1,9.626481628E0,1.547631683E0
7.675270917E0,-1.049317932E-1,9.695937195E0,1.376836853E0
7.685209917E0,-4.340972900E-3,9.592053223E0,1.062640228E0
7.695148917E0,-7.649093628E-2,9.538764038E0,1.182391205E0
7.705087917E0,-8.981323242E-2,9.615404663E0,1.052910461E0
7.715026917E0,8.921447754E-2,9.684860229E0,1.037941589E0
7.724965917E0,1.972897339E-1,9.684560852E0,8.972341919E-1
7.734904917E0,2.010319519E-1,9.667945404E0,8.017327881E-1
7.744843917E0,3.423381042E-1,9.743388519E0,6.800358582E-1
7.754782917E0,4.781057739E-1,9.710007935E0,6.873706055E-1
7.764721917E0,5.852828979E-1,9.742191010E0,7.696994019E-1
7.774660917E0,5.192701721E-1,9.742490387E0,8.764274597E-1
7.784599917E0,3.296145630E-1,9.704020386E0,7.972421265E-1
7.794538917E0,2.420466614E-1,9.657916260E0,6.188131714E-1
7.804477917E0,1.636097717E-1,9.669741669E0,5.760021973E-1
7.814416917E0,1.212478638E-1,9.649384003E0,4.816983032E-1
7.824355917E0,2.002835083E-1,9.611812134E0,2.453398132E-1
7.834294917E0,6.391708374E-2,9.546098785E0,9.235794067E-2
7.844233750E0,3.487747192E-2,9.544302521E0,1.923500061E-1
7.854172750E0,-3.592529297E-2,9.468709717E0,2.294728088E-1
7.864111750E0,-3.188369751E-2,9.387728119E0,3.945794678E-1
7.874050750E0,-7.170089722E-2,9.417067108E0,6.280938721E-1
7.883989750E0,1.785786438E-1,9.679621124E0,6.141728210E-1
7.893928750E0,5.863307190E-1,1.004366409E1,2.091151428E-1
7.903867750E0,5.695655823E-1,9.913734283E0,7.783813477E-3
7.913806750E0,4.903802490E-1,9.823771362E0,-2.083666992E-1
7.923745750E0,4.248165894E-1,9.847721558E0,-3.134481812E-1
7.933684750E0,2.179467773E-1,9.795330505E0,-2.556683350E-1
7.943623750E0,1.784289551E-1,9.784702606E0,-2.167492676E-1
7.953562750E0,1.029858398E-1,9.742640076E0,-1.362167358E-1
7.963501750E0,5.104385376E-2,9.729168091E0,-1.540296936E-1
7.973440750E0,1.122665405E-1,9.745633850E0,-3.689826965E-1
7.983379750E0,1.959425354E-1,9.799521790E0,-5.902226257E-1
7.993318750E0,8.307723999E-2,9.834848328E0,-3.736230469E-1
8.003257750E0,1.076261902E-1,9.799222412E0,-4.805007935E-2
8.013196750E0,1.499880981E-1,9.739346924E0,1.187031555E-1
8.023135750E0,1.799258423E-1,9.720785522E0,-4.415817261E-2
8.033074750E0,1.862127686E-1,9.707912292E0,-2.309696960E-1
8.043013750E0,1.790277100E-1,9.736053772E0,-3.362008667E-1
8.052952750E0,3.034190369E-1,9.797426147E0,-2.487826538E-1
8.062891750E0,2.104623413E-1,9.706565094E0,-2.183958435E-1
8.072830750E0,1.975891113E-1,9.669741669E0,-2.647993469E-1
8.082769750E0,3.261717224E-1,9.706415405E0,-2.559677124E-1
8.092708750E0,3.459306335E-1,9.742041321E0,-6.436614990E-3
8.102647750E0,2.839595032E-1,9.708810425E0,8.906478882E-2
8.112586750E0,2.817141724E-1,9.675429840E0,-5.538482666E-3
8.122525750E0,2.160008240E-1,9.721234589E0,-1.002914429E-2
8.132464750E0,1.592687988E-1,9.712253265E0,-1.218466187E-1
8.142403750E0,1.339714050E-1,9.676327972E0,-2.514770508E-1
8.152342750E0,1.231938171E-1,9.720186768E0,-2.661465454E-1
8.162281750E0,7.544311523E-2,9.737700348E0,-2.300715637E-1
8.172220750E0,3.742218018E-2,9.735455017E0,-1.808239746E-1
8.182159750E0,1.543290710E-1,9.779912567E0,-7.170089722E-2
8.192098750E0,2.730322266E-1,9.848619690E0,-2.878514099E-1
8.202037750E0,3.020718384E-1,9.862989807E0,-2.956352234E-1
8.211976750E0,3.143463135E-1,9.839488678E0,-3.094065857E-1
8.221915750E0,3.525169373E-1,9.803114319E0,-3.800596619E-1
