"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.203033125E0,1.167572021E-1,-1.597178650E0,9.936037903E0,1.006426655E1
3.212972125E0,8.502319336E-1,-1.920655975E0,1.023556503E1,1.044885665E1
3.222911125E0,7.188052368E-1,-2.162702637E0,9.755962372E0,1.001862094E1
3.232849125E0,3.285667419E-1,-2.384391632E0,9.480834503E0,9.781589975E0
3.242788125E0,-3.397933960E-2,-2.722239075E0,9.741592255E0,1.011485837E1
3.252727125E0,-3.908372498E-1,-3.059038696E0,9.674232330E0,1.015387821E1
3.262666125E0,-5.695655823E-1,-3.213517456E0,9.365723877E0,9.918058436E0
3.272605125E0,-6.703060913E-1,-3.386407928E0,9.600585480E0,1.020236789E1
3.282544125E0,-8.231382751E-1,-3.334765320E0,9.633067932E0,1.022713128E1
3.292483125E0,-8.038284302E-1,-3.172203369E0,9.535620575E0,1.008152142E1
3.302422125E0,-4.005670166E-1,-2.936443634E0,9.673483887E0,1.011728450E1
3.312361125E0,1.660047913E-1,-2.646346893E0,9.776619415E0,1.012980734E1
3.322300125E0,5.625302124E-1,-2.211501160E0,1.003019211E1,1.028649266E1
3.332239125E0,7.256909180E-1,-1.839375000E0,1.007569748E1,1.026789206E1
3.342178125E0,4.323010254E-1,-9.256750488E-1,1.014111145E1,1.019244328E1
3.352117125E0,-2.020797729E-2,5.828878784E-1,1.065169968E1,1.066765544E1
3.362056125E0,-2.634521484E-2,-9.505233765E-2,1.029304550E1,1.029351809E1
3.371995125E0,-1.526824951E-2,1.622625732E-1,1.004770569E1,1.004902741E1
3.381934125E0,2.409988403E-2,2.619552612E-2,1.014799713E1,1.014805956E1
3.391873125E0,7.304809570E-2,1.440005493E-1,9.968220978E0,9.969528657E0
3.401812125E0,6.975494385E-2,1.269360352E-1,9.958491211E0,9.959544453E0
3.411751125E0,5.298980713E-2,1.788780212E-1,1.001342697E1,1.001516475E1
3.421689125E0,5.224136353E-2,1.851649475E-1,1.000175125E1,1.000360152E1
3.431628125E0,1.496887207E-4,2.052232361E-1,9.920769653E0,9.922892074E0
3.441567125E0,-5.748046875E-2,1.818717957E-1,9.748477936E0,9.750343759E0
3.451506125E0,1.047821045E-3,7.185058594E-2,9.879455566E0,9.879716893E0
3.461445125E0,6.017486572E-2,5.553451538E-2,1.014051270E1,1.014084330E1
3.471384125E0,-4.879852295E-2,2.046244812E-1,9.932894440E0,9.935121762E0
3.481323125E0,-6.107299805E-2,2.362088013E-1,9.810000000E0,9.813033400E0
3.491262125E0,2.963836670E-2,2.174977112E-1,9.923314362E0,9.925741867E0
3.501201125E0,3.233276367E-2,2.067201233E-1,9.834848328E0,9.837073764E0
3.511140125E0,3.936813354E-2,1.670526123E-1,9.743837585E0,9.745349009E0
3.521079125E0,7.035369873E-3,1.956431580E-1,9.839638367E0,9.841585692E0
3.531018125E0,4.056564331E-2,1.571731567E-1,9.883796539E0,9.885129387E0
3.540957125E0,-4.041595459E-3,1.125659180E-1,9.843530273E0,9.844174707E0
3.550896125E0,-9.430389404E-3,1.185534668E-1,9.891280975E0,9.891995915E0
3.560835125E0,5.583389282E-2,1.121168518E-1,9.958491211E0,9.959278830E0
3.570774125E0,1.727407837E-1,2.918930054E-2,1.014171021E1,1.014322322E1
3.580713125E0,3.845503235E-1,-1.163081360E-1,1.004920258E1,1.005723018E1
3.590652125E0,5.137316895E-1,-4.558021545E-1,9.782457275E0,9.806535892E0
3.600591125E0,4.384382629E-1,-8.919950867E-1,9.558972015E0,9.610506196E0
3.610529125E0,2.098635864E-1,-1.155297546E0,9.620494080E0,9.691886374E0
3.620468125E0,2.679428101E-2,-1.166224823E0,9.695039063E0,9.764967009E0
3.630407125E0,-2.424957275E-2,-1.027613068E0,9.878557434E0,9.931891745E0
3.640346125E0,-1.215472412E-1,-8.893006897E-1,9.927954712E0,9.968445928E0
3.650285125E0,-1.615141296E-1,-9.047186279E-1,9.842033386E0,9.884848192E0
3.660224125E0,-2.363584900E-1,-1.016386414E0,9.713750153E0,9.769639129E0
3.670163125E0,-4.658312988E-1,-9.813592529E-1,9.698631592E0,9.759278638E0
3.680102125E0,-6.222560120E-1,-8.035290527E-1,9.829010468E0,9.881412260E0
3.690041125E0,-5.685177612E-1,-6.791377258E-1,9.988878021E0,1.002806684E1
3.699980125E0,-4.963677979E-1,-5.962101746E-1,1.000504440E1,1.003507654E1
3.709919125E0,-3.559597778E-1,-6.370751953E-1,1.004366409E1,1.007014203E1
3.719858125E0,-1.646575928E-1,-9.581575012E-1,9.995314636E0,1.004248438E1
3.729797083E0,-5.388793945E-3,-1.331331482E0,9.919721832E0,1.000866394E1
3.739736083E0,1.046324158E-1,-1.625020752E0,9.765692139E0,9.900524397E0
3.749675083E0,3.790118408E-1,-1.839674377E0,9.590256958E0,9.772465416E0
3.759614083E0,6.515950012E-1,-1.742975464E0,9.683962097E0,9.861118669E0
3.769553083E0,7.475454712E-1,-1.393901367E0,9.690099335E0,9.818340510E0
3.779492083E0,3.879931641E-1,-1.087189178E0,9.755662994E0,9.823720246E0
3.789431083E0,1.362167358E-1,-7.777825928E-1,9.988878021E0,1.002003917E1
3.799370083E0,-1.243913269E-1,-6.973997498E-1,1.023331970E1,1.025781028E1
3.809308083E0,-3.643423462E-1,-9.834548950E-1,1.013751892E1,1.019162493E1
3.819247083E0,-4.796026611E-1,-1.406325531E0,1.001896545E1,1.012854575E1
3.829186083E0,-5.673202515E-1,-1.646725616E0,9.950557709E0,1.010183925E1
3.839125083E0,-4.240681458E-1,-1.685195618E0,9.756261749E0,9.909811370E0
3.849064083E0,-3.385958862E-1,-1.651815033E0,9.572444000E0,9.719816059E0
3.859003083E0,-2.499801636E-1,-1.464704132E0,9.724527740E0,9.837392340E0
3.868942083E0,4.969665527E-2,-1.105900269E0,9.786049805E0,9.848464649E0
3.878881083E0,5.536985779E-1,-7.057823181E-1,9.901609497E0,9.942161809E0
3.888820083E0,8.855584717E-1,-4.352947998E-1,1.009081604E1,1.013894786E1
3.898759083E0,7.421566772E-1,-5.962101746E-1,1.000953506E1,1.005470314E1
3.908698083E0,4.032614136E-1,-8.586145020E-1,9.829309845E0,9.874976995E0
3.918637083E0,1.645079041E-1,-9.264234924E-1,9.771829376E0,9.817024636E0
3.928576083E0,1.116677856E-1,-9.333091736E-1,9.722581787E0,9.767913406E0
3.938515083E0,-2.796185303E-1,-8.005352783E-1,9.768386536E0,9.805122068E0
3.948454083E0,-7.345225525E-1,-6.128256226E-1,9.843829651E0,9.890200242E0
3.958393083E0,-7.451504517E-1,-3.803590393E-1,9.871821442E0,9.907208526E0
3.968332083E0,-1.619631958E-1,-1.438508606E-1,9.832303619E0,9.834689604E0
3.978271083E0,6.035449219E-1,-3.083587646E-2,1.006372238E1,1.008185129E1
3.988209083E0,7.476951599E-1,-2.353106689E-1,1.015757721E1,1.018777669E1
3.998148083E0,3.079096985E-1,-5.393284607E-1,9.903106384E0,9.922560135E0
4.008087083E0,6.376739502E-2,-5.888754272E-1,9.781259766E0,9.799177677E0
4.018026083E0,-8.816665649E-2,-3.107537842E-1,9.809700623E0,9.815017452E0
4.027965083E0,-2.260299683E-1,1.939965820E-1,9.698481903E0,9.703054954E0
4.037904083E0,-1.404080200E-1,5.833369446E-1,9.839937744E0,9.858213388E0
4.047843083E0,4.101470947E-2,6.613247681E-1,1.006327332E1,1.008506334E1
4.057782083E0,7.469467163E-2,5.718109131E-1,9.985584869E0,1.000222236E1
4.067721083E0,-1.715432739E-1,3.929328918E-1,1.003872437E1,1.004787591E1
4.077660083E0,-3.508703613E-1,1.924996948E-1,1.012704071E1,1.013494547E1
4.087599083E0,-3.638932800E-1,2.119592285E-1,9.915081482E0,9.924020648E0
4.097538083E0,-2.007325745E-1,2.653981018E-1,9.714348907E0,9.720046523E0
4.107477083E0,-7.214996338E-2,3.344046021E-1,9.849218445E0,9.855157839E0
4.117416083E0,-2.595602417E-1,6.686595154E-1,9.539063416E0,9.565992260E0
4.127355083E0,-2.143542480E-1,9.348060608E-1,9.598938904E0,9.646731996E0
4.137294083E0,-2.685415649E-1,1.002914429E0,1.004231689E1,1.009584472E1
4.147233083E0,-2.725831604E-1,9.822573853E-1,1.017733612E1,1.022825995E1
4.157172083E0,-7.903564453E-2,8.421487427E-1,1.017808456E1,1.021317123E1
4.167110083E0,-1.892065430E-1,5.917195129E-1,1.000309845E1,1.002237046E1
4.177049083E0,-2.369572449E-1,3.360511780E-1,9.835147705E0,9.843739610E0
4.186988083E0,-2.694396973E-1,1.058299255E-1,9.818083191E0,9.822349783E0
4.196927083E0,-6.197113037E-1,7.589218140E-2,9.723330231E0,9.743354273E0
4.206866083E0,-7.933502197E-1,1.308279419E-1,9.975106659E0,1.000746089E1
4.216805083E0,-3.764671326E-1,3.300636292E-1,9.874366150E0,9.887050944E0
4.226744083E0,-1.360670471E-1,4.851411438E-1,9.657167816E0,9.670303325E0
4.236683083E0,-1.609153748E-1,7.238946533E-1,9.827064514E0,9.855004525E0
4.246622083E0,-5.179229736E-2,8.749305725E-1,9.911039886E0,9.949718467E0
4.256561083E0,1.101708984E-1,9.785151672E-1,9.925709381E0,9.974434133E0
4.266500083E0,2.269281006E-1,1.143621826E0,9.954449615E0,1.002249642E1
4.276439083E0,2.624043274E-1,1.110241241E0,9.918374634E0,9.983769179E0
4.286378083E0,3.996688843E-2,7.153623962E-1,9.947863312E0,9.973631494E0
4.296317083E0,-1.493893433E-1,3.667373657E-1,9.810898132E0,9.818886680E0
4.306256083E0,-4.770579529E-1,2.408491516E-1,9.781409454E0,9.795997321E0
4.316195083E0,-7.634124756E-1,3.296145630E-1,9.929900665E0,9.964656120E0
4.326134083E0,-7.972421265E-1,6.536906433E-1,9.911638641E0,9.965113498E0
4.336073083E0,-8.750802612E-1,1.037342834E0,9.706265717E0,9.800685679E0
4.346011083E0,-9.717791748E-1,1.466500397E0,9.709109802E0,9.867207879E0
4.355950083E0,-1.016087036E0,1.928439789E0,9.743388519E0,9.984234208E0
4.365889083E0,-7.975415039E-1,2.197879486E0,9.705068207E0,9.982739884E0
4.375828083E0,-5.239105225E-1,2.393822021E0,9.834998016E0,1.013568212E1
4.385767083E0,-4.444258118E-1,2.581232300E0,9.962383118E0,1.030093937E1
4.395706083E0,-8.360115051E-1,2.826721802E0,9.845027161E0,1.027685901E1
4.405645083E0,-6.370751953E-1,3.351530457E0,9.713151398E0,1.029484975E1
4.415584083E0,1.407073975E-1,4.061653748E0,9.882898407E0,1.068590243E1
4.425523083E0,8.255332947E-1,4.747078400E0,1.008318192E1,1.117527700E1
4.435462083E0,1.244062958E0,5.158423004E0,1.004336472E1,1.135896982E1
4.445401083E0,1.121916962E0,5.026996307E0,1.018347336E1,1.141194634E1
4.455340083E0,2.215393066E-1,4.251159668E0,1.017284546E1,1.102761184E1
4.465279083E0,-7.084767151E-1,2.268382874E0,9.468410339E0,9.762084535E0
4.475218083E0,-4.216731262E-1,-6.845265198E-1,8.868008881E0,8.904379051E0
4.485157083E0,-2.448907471E-1,5.547463989E-1,9.890233154E0,9.908805523E0
4.495096083E0,-4.388873291E-1,-2.380050659E-2,9.730814667E0,9.740736247E0
4.505035083E0,-4.031117249E-1,2.106120300E-1,9.861343231E0,9.871825911E0
4.514973083E0,-3.198847961E-1,1.724414062E-1,1.021580612E1,1.022226771E1
4.524912083E0,-2.171983337E-1,8.187973022E-2,1.031160690E1,1.031421913E1
4.534851083E0,-2.501298523E-1,1.788780212E-1,1.002734802E1,1.003206213E1
4.544790083E0,-2.489323425E-1,1.827699280E-1,9.923613739E0,9.928417890E0
4.554729083E0,-3.020718384E-1,1.932481384E-1,9.978549500E0,9.984990854E0
4.564668083E0,-3.279679871E-1,1.944456482E-1,9.924062805E0,9.931384328E0
4.574607083E0,-3.209326172E-1,2.065704346E-1,9.969119110E0,9.976422451E0
4.584546083E0,-2.644999695E-1,2.592608643E-1,1.003393433E1,1.004076762E1
4.594485083E0,-2.653981018E-1,2.077679443E-1,9.950108643E0,9.955815671E0
4.604424083E0,-1.526824951E-1,8.681945801E-2,9.714498596E0,9.716086277E0
4.614363083E0,2.140548706E-1,-2.863545227E-1,9.587113495E0,9.593777336E0
4.624302083E0,3.894900513E-1,-2.634521484E-1,9.627828827E0,9.639304822E0
4.634241083E0,6.255491638E-1,-2.424957275E-2,9.750274200E0,9.770350392E0
4.644180083E0,1.178050232E0,1.447489929E-1,9.891730042E0,9.962684269E0
4.654119083E0,1.546134796E0,2.929408264E-1,9.825867004E0,9.951080822E0
4.664058083E0,2.099983063E0,2.734812927E-1,9.844877472E0,1.007007117E1
4.673997083E0,2.155966644E0,2.447410583E-1,9.865684204E0,1.010147589E1
4.683936083E0,1.878144379E0,2.912942505E-1,9.822873230E0,1.000505458E1
4.693874083E0,2.126178589E0,3.360511780E-1,9.983788605E0,1.021320717E1
4.703813083E0,2.478246460E0,3.972738647E-1,9.759405212E0,1.007697981E1
4.713752083E0,2.566113739E0,5.288502502E-1,9.564510498E0,9.916878711E0
4.723691083E0,2.287093964E0,6.655160522E-1,9.693991241E0,9.982343242E0
4.733630333E0,1.615141296E0,6.828799438E-1,9.930798798E0,1.008443212E1
4.743569333E0,1.479822693E0,5.953120422E-1,1.000788849E1,1.013420464E1
4.753508333E0,1.730102234E0,5.108876038E-1,9.973011017E0,1.013485119E1
4.763447333E0,1.833686829E0,4.590953064E-1,9.966275024E0,1.014395454E1
4.773386333E0,1.927841034E0,3.441343689E-1,9.990075531E0,1.018020671E1
4.783325333E0,1.891616364E0,2.674937439E-1,9.920021210E0,1.010230598E1
4.793264333E0,1.998045044E0,1.597178650E-1,9.825118561E0,1.002749463E1
4.803203333E0,2.198627930E0,1.796264648E-3,9.789792023E0,1.003364320E1
4.813142333E0,2.045646057E0,-7.574249268E-2,9.892478485E0,1.010205599E1
4.823081333E0,1.929038544E0,-8.247848511E-2,9.815538483E0,1.000363874E1
4.833020333E0,2.207459564E0,2.903961182E-2,9.887987823E0,1.013143742E1
4.842959333E0,2.598745880E0,2.011816406E-1,9.923314362E0,1.025992798E1
4.852898333E0,2.667902069E0,2.700384521E-1,9.744136963E0,1.010637558E1
4.862836333E0,1.982776794E0,1.781295776E-1,9.841135254E0,1.004047195E1
4.872775333E0,1.252295837E0,3.323089600E-2,9.954599304E0,1.003311499E1
4.882714333E0,7.304809570E-1,-2.784210205E-2,9.876162415E0,9.903179371E0
4.892653333E0,6.924600220E-1,8.083190918E-3,9.865833893E0,9.890108423E0
4.902592333E0,7.470964050E-1,1.190025330E-1,1.025382706E1,1.028169655E1
4.912531333E0,8.020321655E-1,2.409988403E-1,1.023616379E1,1.027036441E1
4.922470333E0,6.207591248E-1,2.938389587E-1,9.896370392E0,9.920172889E0
4.932409333E0,3.830534363E-1,2.565664673E-1,9.859996033E0,9.870768868E0
4.942348333E0,1.945953369E-2,1.887574768E-1,9.867031403E0,9.868855899E0
4.952287333E0,2.417472839E-1,2.097138977E-1,9.928852844E0,9.934009285E0
4.962226333E0,9.452842712E-1,3.463796997E-1,1.009845016E1,1.014850910E1
4.972165333E0,1.332978058E0,4.526586914E-1,1.014425491E1,1.024146660E1
4.982104333E0,1.118174744E0,4.281097412E-1,9.747280426E0,9.820543183E0
4.992043333E0,7.256909180E-1,2.963836670E-1,9.868079224E0,9.899164518E0
5.001982333E0,3.832031250E-2,1.645079041E-1,1.015084122E1,1.015224649E1
5.011921333E0,-4.008663940E-1,1.086740112E-1,1.006447083E1,1.007303712E1
5.021860333E0,-9.804611206E-2,1.483415222E-1,1.002899460E1,1.003057082E1
5.031799333E0,2.933898926E-1,2.782713318E-1,9.771829376E0,9.780192325E0
5.041737333E0,4.587959290E-1,3.531156921E-1,9.628128204E0,9.645519017E0
5.051676333E0,2.996768188E-1,2.445913696E-1,9.935888214E0,9.943415195E0
5.061615333E0,-1.254391479E-1,1.222956848E-1,1.003318588E1,1.003471525E1
5.071554333E0,-6.412664795E-1,4.879852295E-2,9.848020935E0,9.868997940E0
5.081493333E0,-1.052311707E0,-2.619552612E-2,9.676477661E0,9.733563893E0
5.091432333E0,-1.390159149E0,-1.742376709E-1,9.750573578E0,9.850715016E0
5.101371333E0,-1.502425690E0,-1.963916016E-1,9.973759460E0,1.008819758E1
5.111310333E0,-1.448837128E0,-5.104385376E-2,1.003034180E1,1.013456911E1
5.121249333E0,-1.421743469E0,-6.137237549E-3,1.012419662E1,1.022353899E1
5.131188333E0,-1.313368835E0,2.694396973E-3,1.004171814E1,1.012724287E1
5.141127333E0,-1.744921417E0,-6.706054688E-2,9.933493195E0,1.008580859E1
5.151066333E0,-2.347119141E0,-1.938468933E-1,9.919422455E0,1.019516977E1
5.161005333E0,-2.725532227E0,-2.670446777E-1,1.012793884E1,1.049166259E1
5.170944333E0,-3.303779755E0,-3.866459656E-1,1.002106110E1,1.055869884E1
5.180883333E0,-3.694018250E0,-3.598516846E-1,9.705666962E0,1.039111328E1
5.190822333E0,-3.444636841E0,-2.727328491E-1,1.004441254E1,1.062215277E1
5.200761333E0,-3.145558777E0,-2.308200073E-1,1.007225464E1,1.055453132E1
5.210699333E0,-3.504512329E0,-1.181044006E-1,9.713899841E0,1.032741039E1
5.220638333E0,-4.006418610E0,-9.295669556E-2,9.824370117E0,1.061029119E1
5.230577333E0,-4.462669830E0,-1.722917175E-1,9.965227203E0,1.092020420E1
5.240516333E0,-4.848267975E0,-2.142045593E-1,1.001222946E1,1.112637968E1
5.250455333E0,-4.686604156E0,-3.228785706E-1,1.004426285E1,1.108854027E1
5.260394333E0,-4.347110138E0,-4.093986511E-1,1.015218842E1,1.105133039E1
5.270333333E0,-4.102668457E0,-3.784130859E-1,1.010024643E1,1.090825664E1
5.280272333E0,-2.620450745E0,-1.263372803E-1,1.000609222E1,1.034430301E1
5.290211333E0,4.399351501E-1,2.010319519E-1,9.894873505E0,9.906688572E0
5.300150333E0,5.851332092E-1,2.600093079E-1,9.882449341E0,9.903170739E0
5.310089333E0,-2.927911377E-1,2.154020691E-1,9.442514191E0,9.449507868E0
5.320028333E0,4.381388855E-1,2.365081787E-1,1.002869522E1,1.004104724E1
5.329967333E0,2.433938599E-1,2.321672058E-1,9.810449066E0,9.816213784E0
5.339906333E0,2.495310974E-1,2.465373230E-1,9.768835602E0,9.775131479E0
5.349845333E0,2.694396973E-1,2.335144043E-1,9.945168915E0,9.951558243E0
5.359784333E0,2.067201233E-1,2.143542480E-1,9.842332764E0,9.846836811E0
5.369723333E0,2.384541321E-1,2.438429260E-1,9.900262299E0,9.906135136E0
5.379661333E0,2.423460388E-1,2.311193848E-1,9.936037903E0,9.941679787E0
5.389600333E0,2.089654541E-1,2.345622253E-1,9.813891907E0,9.818918492E0
5.399539333E0,1.930984497E-1,2.170486450E-1,9.869875488E0,9.874150054E0
5.409478333E0,2.157014465E-1,2.103126526E-1,1.001103195E1,1.001556385E1
5.419417333E0,2.246827698E-1,2.219883728E-1,9.920919342E0,9.925945888E0
5.429356333E0,1.889071655E-1,2.421963501E-1,9.933942261E0,9.938689744E0
5.439295333E0,2.182461548E-1,2.257305908E-1,1.001896545E1,1.002388420E1
5.449234333E0,2.239343262E-1,2.462379456E-1,9.972112885E0,9.977665814E0
5.459173333E0,2.034269714E-1,2.463876343E-1,9.889035645E0,9.894196045E0
5.469112333E0,6.840774536E-2,1.980381775E-1,9.849068756E0,9.851297077E0
5.479051333E0,-8.801696777E-2,2.411485291E-1,9.770931244E0,9.774302889E0
5.488990333E0,-2.844085693E-1,2.276765442E-1,9.770182800E0,9.776972783E0
5.498929333E0,-4.258644104E-1,2.158511353E-1,9.924362183E0,9.935840022E0
5.508868333E0,-6.053411865E-1,2.486329651E-1,9.982740784E0,1.000416762E1
5.518807333E0,-8.542735291E-1,2.838098145E-1,9.920320587E0,9.961078848E0
5.528746333E0,-9.894424438E-1,3.227288818E-1,1.010413834E1,1.015759626E1
5.538685333E0,-1.018032990E0,3.528163147E-1,1.006746460E1,1.012495501E1
5.548624333E0,-8.991801453E-1,3.571572876E-1,9.829758911E0,9.877259059E0
5.558562333E0,-9.241781616E-1,2.769241333E-1,9.808802490E0,9.856135071E0
5.568501333E0,-1.051563263E0,1.692979431E-1,9.819580078E0,9.877175710E0
5.578440333E0,-1.365011444E0,-1.511856079E-2,9.882299652E0,9.976138092E0
5.588379333E0,-1.542691956E0,-1.727407837E-1,9.855655060E0,9.977157637E0
5.598318333E0,-1.619931335E0,-1.356179810E-1,9.914333038E0,1.004671933E1
5.608257333E0,-1.707050171E0,-5.763015747E-2,9.968520355E0,1.011378958E1
5.618196333E0,-1.799707489E0,-4.655319214E-2,9.877060547E0,1.003979279E1
5.628135333E0,-1.814975739E0,1.661544800E-2,9.971813507E0,1.013565378E1
5.638074333E0,-1.607956238E0,1.031355286E-1,9.995913391E0,1.012494171E1
5.648013333E0,-1.591340790E0,1.387614441E-1,9.863289185E0,9.991801328E0
5.657952333E0,-1.506018219E0,1.305285645E-1,9.886041870E0,1.000094758E1
5.667891333E0,-1.532962189E0,6.706054688E-2,9.963580627E0,1.008104206E1
5.677830333E0,-1.685345306E0,-1.975891113E-2,9.901908875E0,1.004433067E1
5.687769333E0,-1.660197601E0,-5.643264771E-2,9.786798248E0,9.926774938E0
5.697708333E0,-1.661095734E0,3.637435913E-2,1.019170624E1,1.032624996E1
5.707647333E0,-1.145567780E0,1.916015625E-2,9.970765686E0,1.003637689E1
5.717586333E0,-9.580078125E-1,1.019380188E-1,9.836195526E0,9.883264276E0
5.727525125E0,-1.040635986E0,4.340972900E-2,1.017673737E1,1.022989692E1
5.737463125E0,-1.358874207E0,-4.969665527E-2,9.810299377E0,9.904089193E0
5.747402125E0,-1.553170166E0,-1.481918335E-1,9.864337006E0,9.986963650E0
5.757341125E0,-1.716779938E0,-1.080752563E-1,9.932295685E0,1.008015432E1
5.767280125E0,-1.387315063E0,1.407073975E-2,9.791139221E0,9.888945764E0
5.777219125E0,-8.987310791E-1,1.703457642E-1,9.967622223E0,1.000950688E1
5.787158125E0,-9.530680847E-1,3.257226562E-1,9.920919342E0,9.971914290E0
5.797097125E0,-1.307381287E0,1.766326904E-1,9.865983582E0,9.953797113E0
5.807036125E0,-1.208586731E0,1.103205872E-1,9.843829651E0,9.918358469E0
5.816975125E0,-1.075513458E0,1.592687988E-1,9.879605255E0,9.939250261E0
5.826914125E0,-7.545808411E-1,2.573149109E-1,9.782307587E0,9.814741205E0
5.836853125E0,-5.483097839E-1,3.296145630E-1,9.855056305E0,9.875799925E0
5.846792125E0,-4.523593140E-1,4.073030090E-1,9.820627899E0,9.839474428E0
5.856731125E0,-4.343966675E-1,4.318519592E-1,9.949659576E0,9.968496490E0
5.866670125E0,-4.996609497E-1,3.806584167E-1,1.001657043E1,1.003624657E1
5.876609125E0,-5.860313416E-1,2.935395813E-1,1.000758911E1,1.002902977E1
5.886548125E0,-5.266049194E-1,2.802172852E-1,1.001282822E1,1.003058141E1
5.896487125E0,-4.279600525E-1,2.227368164E-1,1.004441254E1,1.005599248E1
5.906425125E0,-1.775308228E-1,1.730401611E-1,9.782756653E0,9.785897395E0
5.916364125E0,1.917512512E-1,2.127076721E-1,9.682914276E0,9.687148289E0
5.926303125E0,3.776646423E-1,2.089654541E-1,9.831255798E0,9.840725975E0
5.936242125E0,1.645079041E-1,1.269360352E-1,9.793384552E0,9.795588629E0
5.946181125E0,4.760101318E-2,8.711883545E-2,9.791588287E0,9.792091540E0
5.956120125E0,1.737886047E-1,1.095721436E-1,9.961784363E0,9.963902660E0
5.966059125E0,3.387455750E-1,2.062710571E-1,1.002106110E1,1.002890631E1
5.975998125E0,3.941304016E-1,2.869532776E-1,1.004501129E1,1.005683513E1
5.985937125E0,6.403683472E-1,4.077520752E-1,9.903854828E0,9.932908629E0
5.995876125E0,9.294172668E-1,5.542973328E-1,9.859546967E0,9.918756393E0
6.005815125E0,1.134341125E0,6.918612671E-1,9.740694122E0,9.830896388E0
6.015754125E0,1.224154358E0,6.963519287E-1,9.724677429E0,9.826128994E0
6.025693125E0,9.994715881E-1,5.739065552E-1,9.803114319E0,9.870631314E0
6.035632125E0,7.780819702E-1,3.826043701E-1,9.918973389E0,9.956798217E0
6.045571125E0,4.908293152E-1,1.956431580E-1,1.003558090E1,1.004948127E1
6.055510125E0,3.811074829E-1,5.837860107E-3,9.989027710E0,9.996296894E0
6.065449125E0,7.773335266E-1,-4.011657715E-2,1.011162277E1,1.014153696E1
6.075388125E0,1.216819611E0,1.146615601E-1,1.013647110E1,1.020988950E1
6.085326125E0,1.364861755E0,2.993774414E-1,9.937534790E0,1.003529133E1
6.095265125E0,1.174457703E0,2.002835083E-1,9.847422180E0,9.919233235E0
6.105204125E0,8.532257080E-1,9.684860229E-2,9.843230896E0,9.880615782E0
6.115143125E0,7.328759766E-1,9.894424438E-2,9.963580627E0,9.990987743E0
6.125082125E0,6.608757019E-1,6.122268677E-2,9.957742767E0,9.979836969E0
6.135021125E0,5.301974487E-1,7.888595581E-2,9.740843811E0,9.755581504E0
6.144960125E0,5.785469055E-1,5.942642212E-2,9.864636383E0,9.881765985E0
6.154899125E0,5.801934814E-1,5.972579956E-2,9.936187592E0,9.953291692E0
6.164838125E0,5.502557373E-1,7.304809570E-2,1.003153931E1,1.004688500E1
6.174777125E0,3.126997375E-1,4.999603271E-2,1.004052063E1,1.004551319E1
6.184716125E0,1.204994202E-1,-1.377136230E-2,9.969867554E0,9.970605237E0
6.194655125E0,-1.001417542E-1,-4.355941772E-2,9.889484711E0,9.890087646E0
6.204594125E0,-4.442761230E-1,-1.294807434E-1,9.931397552E0,9.942172996E0
6.214533125E0,-5.328918457E-1,-1.306782532E-1,9.996212769E0,1.001125967E1
6.224472125E0,-6.706054688E-2,-1.526824951E-2,1.015278717E1,1.015302012E1
6.234411125E0,9.280700684E-2,1.326242065E-1,1.007464966E1,1.007594998E1
6.244350125E0,3.278182983E-2,2.326162720E-1,1.004141876E1,1.004416625E1
6.254288125E0,4.490661621E-2,1.227447510E-1,1.001686981E1,1.001772248E1
6.264227125E0,-1.017883301E-1,-5.508544922E-2,9.804311829E0,9.804994936E0
6.274166125E0,2.499801636E-2,-2.604583740E-1,9.810149689E0,9.813638488E0
6.284105125E0,4.225712585E-1,-4.064048767E-1,9.750274200E0,9.767885051E0
6.294044125E0,7.387138367E-1,-4.315525818E-1,9.679621124E0,9.717355652E0
6.303983125E0,1.282682648E0,-4.071533203E-1,9.551936646E0,9.646270900E0
6.313922125E0,2.330803070E0,-1.778302002E-1,9.686357117E0,9.964425760E0
6.323861125E0,2.531835022E0,2.435435486E-1,9.702074432E0,1.002994269E1
6.333800125E0,2.502196655E0,4.923262024E-1,9.731712799E0,1.006029856E1
6.343739125E0,2.692600708E0,4.936734009E-1,9.943073273E0,1.031302662E1
6.353678125E0,2.916684723E0,5.013075256E-1,9.812245331E0,1.024883005E1
6.363617125E0,2.850073242E0,3.811074829E-1,9.610315247E0,1.003126710E1
6.373556125E0,2.790048065E0,1.010398865E-1,9.754914551E0,1.014657258E1
6.383495125E0,2.587968292E0,-1.857637024E-1,9.813742218E0,1.015094204E1
6.393434125E0,2.325863342E0,-4.713697815E-1,9.779762878E0,1.006357748E1
6.403373125E0,1.788181458E0,-5.394781494E-1,9.624236298E0,9.803803033E0
6.413312125E0,-4.415817261E-1,1.401086426E-1,1.009246262E1,1.010308995E1
6.423251125E0,-5.563929749E-1,2.198927307E-1,1.031879196E1,1.033612082E1
6.433189125E0,-4.035607910E-1,4.370910645E-2,1.019934036E1,1.020741474E1
6.443128125E0,-5.102888489E-1,1.919009399E-1,1.006357269E1,1.007832903E1
6.453067125E0,-3.942800903E-1,1.032852173E-1,9.999805298E0,1.000810824E1
