"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.512390333E0,-2.851570129E-1,5.385800171E-1,1.020083725E1,1.021902459E1
9.522329333E0,-1.948947144E-1,4.978646851E-1,1.037761963E1,1.039138308E1
9.532268333E0,-7.694000244E-2,4.502636719E-1,1.034962784E1,1.035970335E1
9.542207333E0,6.691085815E-2,3.812571716E-1,1.015084122E1,1.015821891E1
9.552147333E0,2.315684509E-1,2.847079468E-1,9.858349457E0,9.865177980E0
9.562086333E0,4.077520752E-1,1.880090332E-1,9.692793732E0,9.703188109E0
9.572025333E0,5.239105225E-1,1.585203552E-1,9.802365875E0,9.817636563E0
9.581964333E0,5.644761658E-1,1.731898499E-1,1.010623398E1,1.012346745E1
9.591903333E0,5.394781494E-1,1.811233521E-1,1.034319122E1,1.035883425E1
9.601842333E0,4.260140991E-1,1.029858398E-1,1.043554916E1,1.044474894E1
9.611782333E0,3.523672485E-1,3.083587646E-2,1.037133270E1,1.037736265E1
9.621721333E0,3.845503235E-1,8.382568359E-3,1.019859192E1,1.020584276E1
9.631660333E0,4.622387695E-1,-1.227447510E-2,1.006132736E1,1.007194736E1
9.641599333E0,4.105961609E-1,-2.694396973E-2,9.961634674E0,9.970129416E0
9.651538333E0,2.832110596E-1,-4.116439819E-2,9.904902649E0,9.909036255E0
9.661478333E0,4.730163574E-2,-6.466552734E-2,1.007375153E1,1.007407012E1
9.671417333E0,-1.507365417E-1,-5.748046875E-2,1.036684204E1,1.036809719E1
9.681356333E0,-2.742297363E-1,-3.547622681E-2,1.057505905E1,1.057867357E1
9.691295333E0,-2.624043274E-1,-5.777984619E-2,1.065304688E1,1.065643478E1
9.701234333E0,-1.477427673E-1,-3.158432007E-2,1.057625656E1,1.057733560E1
9.711173333E0,-1.152603149E-2,-2.215393066E-2,1.043001068E1,1.043004058E1
9.721113333E0,1.152603149E-1,-1.721420288E-2,1.032582733E1,1.032648495E1
9.731052333E0,1.817221069E-1,-2.574645996E-2,1.029469208E1,1.029632802E1
9.740991333E0,2.091151428E-1,-5.987548828E-4,1.027583130E1,1.027795886E1
9.750930333E0,1.919009399E-1,-1.841171265E-2,1.026864624E1,1.027045571E1
9.760869333E0,1.190025330E-1,-6.436614990E-3,1.026280838E1,1.026350032E1
9.770809333E0,1.498384094E-1,4.580474854E-2,1.029663803E1,1.029783008E1
9.780748333E0,2.206411743E-1,1.007405090E-1,1.029888336E1,1.030173916E1
9.790687333E0,3.330574036E-1,1.559756470E-1,1.039453445E1,1.040103851E1
9.800626333E0,5.026547241E-1,2.384541321E-1,1.053090088E1,1.054558654E1
9.810565333E0,7.424560547E-1,4.480183411E-1,1.077100159E1,1.080585196E1
9.820504333E0,8.424481201E-1,6.562353516E-1,1.113549362E1,1.118658044E1
9.830444333E0,5.204676819E-1,6.801855469E-1,1.127754822E1,1.131002355E1
9.840383708E0,3.876937866E-2,5.590873718E-1,1.125599304E1,1.126993616E1
9.850322708E0,-2.314187622E-1,5.086422729E-1,1.128787674E1,1.130170044E1
9.860261708E0,-3.460803223E-1,6.571334839E-1,1.132350266E1,1.134783276E1
9.870200708E0,-3.282673645E-1,9.177415466E-1,1.125240051E1,1.129453524E1
9.880140708E0,-2.661465454E-1,1.083596649E0,1.106349335E1,1.111961783E1
9.890079708E0,-5.773493958E-1,1.021176453E0,1.063328796E1,1.069780102E1
9.900018708E0,-1.000070343E0,1.083896027E0,1.041459274E1,1.051849387E1
9.909957708E0,-1.436562653E0,1.156495056E0,1.077040283E1,1.092715746E1
9.919896708E0,-1.624122620E0,1.673968964E0,1.022508682E1,1.048772363E1
9.929835708E0,-1.442849579E0,2.070793762E0,1.010428802E1,1.041473179E1
9.939775708E0,-1.178349609E0,2.432441711E0,1.001237915E1,1.037077706E1
9.949714708E0,-9.626481628E-1,2.876568146E0,9.495653687E0,9.968388772E0
9.959653708E0,-9.717791748E-1,3.094514923E0,8.875643005E0,9.449731008E0
9.969592708E0,-1.007405090E0,3.355122986E0,8.239915009E0,8.953653702E0
9.979531708E0,-1.193019104E0,3.558549957E0,7.809410248E0,8.664494261E0
9.989471708E0,-1.557810516E0,3.787723389E0,7.505093079E0,8.549856384E0
9.999410708E0,-1.831142120E0,4.119732971E0,7.331603851E0,8.606840085E0
1.000934971E1,-1.807341614E0,4.495900726E0,7.355703735E0,8.808290668E0
1.001928871E1,-1.705403595E0,4.917124786E0,7.614066467E0,9.222826343E0
1.002922771E1,-1.625320129E0,5.356910248E0,7.918383636E0,9.697368320E0
1.003916671E1,-1.718127136E0,5.353467407E0,8.281229095E0,1.000951195E1
1.004910671E1,-1.638343048E0,5.351671143E0,8.545579376E0,1.021525716E1
1.005904571E1,-1.363065491E0,5.450316010E0,8.738677826E0,1.038885856E1
1.006898471E1,-1.232237549E0,5.450166321E0,9.188043365E0,1.075373717E1
1.007892371E1,-1.200353851E0,5.491330719E0,9.320517883E0,1.088428298E1
1.008886271E1,-9.316625977E-1,5.471721497E0,9.359886017E0,1.088187473E1
1.009880271E1,-7.442523193E-1,5.564977570E0,9.657766571E0,1.117118355E1
1.010874171E1,-5.891748047E-1,5.702242126E0,9.784103851E0,1.133981395E1
1.011868071E1,-4.370910645E-1,5.736969910E0,9.725725250E0,1.130015947E1
1.012861971E1,-4.204756165E-1,5.862858124E0,9.718839569E0,1.135806972E1
1.013855871E1,-3.023712158E-1,6.241271210E0,9.202862549E0,1.112373920E1
1.014849771E1,-1.525328064E-1,6.454577637E0,8.027656403E0,1.030184964E1
1.015843771E1,-4.460723877E-2,6.535259857E0,6.927593994E0,9.523821174E0
1.016837671E1,1.179547119E-1,6.707102509E0,5.883365479E0,8.922618827E0
1.017831571E1,3.570075989E-1,6.818919983E0,5.108726349E0,8.527849029E0
1.018825471E1,6.246510315E-1,6.936275940E0,4.810845795E0,8.464416701E0
1.019819371E1,8.484356689E-1,7.005581818E0,4.763095093E0,8.513817860E0
1.020813371E1,1.194366302E0,7.107669525E0,4.852010193E0,8.688353115E0
1.021807271E1,1.451830902E0,7.222181396E0,5.100044403E0,8.959808592E0
1.022801171E1,1.472338257E0,7.375612335E0,5.411846008E0,9.265825084E0
1.023795071E1,1.255289612E0,7.547604675E0,5.650898895E0,9.511821417E0
1.024788971E1,9.535171509E-1,7.619455261E0,5.491031342E0,9.440165180E0
1.025782871E1,7.683522034E-1,7.661817169E0,5.163213043E0,9.271061232E0
1.026776871E1,7.866142273E-1,7.774083710E0,4.708159332E0,9.122604001E0
1.027770771E1,8.855584717E-1,7.912994843E0,4.511019287E0,9.151447765E0
1.028764671E1,9.210346985E-1,8.080646210E0,4.570894775E0,9.329428017E0
1.029758571E1,9.764195251E-1,8.277037811E0,4.521347809E0,9.481842438E0
1.030752471E1,9.921368408E-1,8.380921783E0,4.035757599E0,9.354759476E0
1.031746471E1,8.220904541E-1,8.343948669E0,3.312162323E0,9.014861694E0
1.032740371E1,6.167175293E-1,8.400531006E0,2.745590515E0,8.859318764E0
1.033734271E1,3.918850708E-1,8.527766418E0,2.475552063E0,8.888460610E0
1.034728171E1,4.116439819E-2,8.662935333E0,2.922073517E0,9.142573857E0
1.035722071E1,-2.541714478E-1,8.860225067E0,3.637136536E0,9.581072672E0
1.036715971E1,-2.459385681E-1,9.037755890E0,4.109554138E0,9.931261376E0
1.037709971E1,-1.445993042E-1,9.167386322E0,3.778742065E0,9.916691612E0
1.038703871E1,-1.070274353E-1,9.131011963E0,2.661465454E0,9.511584132E0
1.039697771E1,-4.385879517E-2,9.123976593E0,1.385967865E0,9.228747444E0
1.040691671E1,-1.489402771E-1,9.175469513E0,5.150788879E-1,9.191122361E0
1.041685571E1,-2.926414490E-1,9.176367645E0,4.171824646E-1,9.190506155E0
1.042679471E1,-4.638853455E-1,9.243727570E0,8.922944641E-1,9.298272872E0
1.043673471E1,-6.759942627E-1,9.312285004E0,1.813927917E0,9.511359247E0
1.044667371E1,-8.446934509E-1,9.406289520E0,2.620151367E0,9.800866429E0
1.045661271E1,-8.794212341E-1,9.445957031E0,2.861599274E0,9.908997747E0
1.046655171E1,-9.511221313E-1,9.438322906E0,2.749632111E0,9.876590978E0
1.047649071E1,-8.987310791E-1,9.505084076E0,2.131118317E0,9.782433548E0
1.048643071E1,-7.541317749E-1,9.513766022E0,1.441352692E0,9.651836936E0
1.049636971E1,-5.641767883E-1,9.515861664E0,9.389973450E-1,9.578707359E0
1.050630871E1,-3.974235535E-1,9.594148865E0,5.662724304E-1,9.619059330E0
1.051624771E1,-2.465373230E-1,9.630523224E0,7.743397522E-1,9.664748329E0
1.052618671E1,-2.697390747E-1,9.653874664E0,1.276395721E0,9.741624158E0
1.053612671E1,-3.326083374E-1,9.676777039E0,1.608554993E0,9.815196958E0
1.054606571E1,-3.829037476E-1,9.641450500E0,1.722917175E0,9.801664482E0
1.055600471E1,-4.800517273E-1,9.626182251E0,1.907633057E0,9.825115687E0
1.056594371E1,-5.180726624E-1,9.672136688E0,2.185605011E0,9.929526508E0
1.057588271E1,-4.659809875E-1,9.718839569E0,2.102677460E0,9.954608649E0
1.058582171E1,-3.333567810E-1,9.689799957E0,1.928290100E0,9.885426276E0
1.059576171E1,-2.490820312E-1,9.702373810E0,1.902543640E0,9.890286735E0
1.060570071E1,-2.444416809E-1,9.658814392E0,1.768123169E0,9.822357494E0
1.061563971E1,-3.176394653E-1,9.547146606E0,1.509161682E0,9.670908548E0
1.062557871E1,-3.751199341E-1,9.473799133E0,1.216969299E0,9.559006186E0
1.063551771E1,-3.965254211E-1,9.445058899E0,1.053209839E0,9.511867376E0
1.064545771E1,-5.742059326E-1,9.386979675E0,1.168021088E0,9.476780737E0
1.065539671E1,-6.526428223E-1,9.491163025E0,1.621278534E0,9.650733770E0
1.066533571E1,-5.783972168E-1,9.653724976E0,2.210752716E0,9.920502851E0
1.067527471E1,-4.182302856E-1,9.729467468E0,2.565514984E0,1.007071601E1
1.068521371E1,-1.923500061E-1,9.798923035E0,2.663261719E0,1.015622243E1
1.069515271E1,1.410067749E-1,9.833351440E0,2.371219025E0,1.011619311E1
1.070509271E1,3.980223083E-1,9.781259766E0,1.878294067E0,9.967921196E0
1.071503171E1,5.885760498E-1,9.753866730E0,1.493893433E0,9.885143172E0
1.072497071E1,6.195616150E-1,9.658065948E0,1.069825287E0,9.736869138E0
1.073490971E1,4.813989258E-1,9.473350067E0,8.406518555E-1,9.522751806E0
1.074484871E1,4.326004028E-1,9.406139832E0,8.996292114E-1,9.458960955E0
1.075478771E1,3.230282593E-1,9.364825745E0,1.412013702E0,9.476185476E0
1.076472771E1,3.742218018E-2,9.349258118E0,2.129771118E0,9.588845227E0
1.077466671E1,-1.639091492E-1,9.386081543E0,2.435136108E0,9.698210186E0
1.078460571E1,-2.082170105E-1,9.410331116E0,2.245330811E0,9.676734805E0
1.079454471E1,-1.624122620E-1,9.449100494E0,1.803898773E0,9.621118889E0
1.080448371E1,-9.639953613E-2,9.459429016E0,1.212029572E0,9.537248338E0
1.081442371E1,-5.987548828E-4,9.319020996E0,7.926017761E-1,9.352666479E0
1.082436271E1,2.588117981E-1,9.339079285E0,4.649331665E-1,9.354226226E0
1.083430200E1,4.224215698E-1,9.283544769E0,2.764750671E-1,9.297262066E0
1.084424100E1,5.370831299E-1,9.004674683E0,-9.550140381E-2,9.021183123E0
1.085418000E1,4.085005188E-1,9.084608459E0,-1.231938171E-1,9.094622601E0
1.086411900E1,1.471440125E-1,9.036708069E0,4.998106384E-1,9.051715570E0
1.087405900E1,-2.130070496E-1,8.830736389E0,8.053253174E-1,8.869939461E0
1.088399800E1,-2.917433167E-1,8.662486267E0,1.236728210E0,8.755185844E0
1.089393700E1,-8.352630615E-2,8.780890045E0,1.740730133E0,8.952158847E0
1.090387600E1,3.353027344E-2,8.844956818E0,2.341880035E0,9.149797128E0
1.091381500E1,2.859054565E-2,8.779991913E0,2.875520325E0,9.238922694E0
1.092375500E1,9.759704590E-2,8.676107941E0,3.070115662E0,9.203802712E0
1.093369400E1,8.442443848E-2,8.618328094E0,3.378324738E0,9.257201773E0
1.094363300E1,-1.736389160E-2,8.582851868E0,3.504512329E0,9.270774205E0
1.095357200E1,7.274871826E-2,8.525970154E0,3.117267609E0,9.078260670E0
1.096351100E1,2.591111755E-1,8.312514038E0,2.799029388E0,8.774941239E0
1.097345000E1,3.942800903E-1,8.128097534E0,3.012335815E0,8.677303347E0
1.098339000E1,2.511776733E-1,8.012238464E0,3.538042603E0,8.762237208E0
1.099332900E1,-3.267704773E-1,7.826923828E0,4.713099060E0,9.142254553E0
1.100326800E1,-6.803352356E-1,7.734865265E0,5.709277496E0,9.637782226E0
1.101320700E1,-7.255412292E-1,7.557184753E0,6.384822693E0,9.919849409E0
1.102314600E1,-3.143463135E-1,7.474855957E0,6.490053864E0,9.904195290E0
1.103308600E1,2.532733154E-1,7.267088013E0,6.107150116E0,9.495893749E0
1.104302500E1,9.572593689E-1,7.124135284E0,5.834866333E0,9.258256541E0
1.105296400E1,1.474733276E0,7.005731506E0,5.810018005E0,9.220163849E0
1.106290300E1,1.605411530E0,6.776408386E0,5.754483490E0,9.033888257E0
1.107284200E1,1.350192261E0,6.431076508E0,6.177054749E0,9.018745453E0
1.108278100E1,1.018182678E0,6.230044556E0,6.923402710E0,9.369293261E0
1.109272100E1,7.161108398E-1,6.035149841E0,7.385641479E0,9.564703258E0
1.110266000E1,6.105802917E-1,5.955665131E0,7.716752930E0,9.766833224E0
1.111259900E1,7.147636414E-1,5.804778900E0,7.907456360E0,9.835355165E0
1.112253800E1,8.773255920E-1,5.476661224E0,7.838000793E0,9.601967236E0
1.113247700E1,1.234183502E0,5.308860168E0,7.841593323E0,9.549753455E0
1.114241600E1,1.591640167E0,5.313201141E0,7.952213287E0,9.695417524E0
1.115235600E1,1.735491028E0,5.197342072E0,7.748936005E0,9.490537546E0
1.116229500E1,1.857936401E0,5.004093933E0,7.491022339E0,9.198276982E0
1.117223400E1,1.871558075E0,4.802612915E0,7.232060852E0,8.880907871E0
1.118217300E1,1.508862305E0,4.468807068E0,7.138056335E0,8.555626822E0
1.119211200E1,8.544232178E-1,4.259242859E0,7.628586273E0,8.778753744E0
1.120205200E1,2.360591125E-1,4.160448303E0,8.541088715E0,9.503433612E0
1.121199100E1,-3.755690002E-1,3.974983978E0,9.199719086E0,1.002877764E1
1.122193000E1,-6.610253906E-1,3.784430237E0,9.482780457E0,1.023142180E1
1.123186900E1,-6.387217712E-1,3.550616455E0,9.890831909E0,1.052821915E1
1.124180800E1,-4.808001709E-1,3.356320496E0,1.013347733E1,1.068566417E1
1.125174700E1,-2.354603577E-1,3.092119904E0,9.898316345E0,1.037271968E1
1.126168700E1,5.119354248E-2,2.865491180E0,9.664203186E0,1.008020256E1
1.127162600E1,2.469863892E-1,2.800975342E0,9.501341858E0,9.908681156E0
1.128156500E1,2.001338196E-1,2.981350250E0,9.519603882E0,9.977542830E0
1.129150400E1,-2.380050659E-2,3.149600372E0,9.733359375E0,1.023029001E1
1.130144300E1,-2.538720703E-1,3.158432007E0,9.740993500E0,1.024339290E1
1.131138300E1,-6.174659729E-1,3.119363251E0,9.884544983E0,1.038344456E1
1.132132200E1,-1.083746338E0,3.149300995E0,1.031639694E1,1.084069411E1
1.133126100E1,-1.601369934E0,2.989882507E0,1.013153137E1,1.068418041E1
1.134120000E1,-2.107617188E0,2.580932922E0,9.941576385E0,1.048514215E1
1.135113900E1,-2.507136383E0,2.288740540E0,1.021266266E1,1.076208830E1
1.136107800E1,-2.587219849E0,2.178419952E0,1.045740372E1,1.099074668E1
1.137101800E1,-2.388433228E0,2.076182556E0,1.054018158E1,1.100502499E1
1.138095700E1,-2.096689911E0,2.075733490E0,1.067520081E1,1.107540926E1
1.139089600E1,-1.728904724E0,2.097887421E0,1.078432388E1,1.112168534E1
1.140083500E1,-1.448687439E0,2.118394775E0,1.072819061E1,1.103088236E1
1.141077400E1,-1.405876465E0,2.056872711E0,1.049317932E1,1.078489806E1
1.142071300E1,-1.406475220E0,1.952839050E0,1.021086639E1,1.049064085E1
1.143065300E1,-1.257684631E0,1.859133911E0,1.007255402E1,1.031961695E1
1.144059200E1,-1.228944397E0,1.754950562E0,1.014889526E1,1.037257108E1
1.145053100E1,-1.224004669E0,1.762434998E0,1.034423904E1,1.056445199E1
1.146047000E1,-1.250349884E0,1.691781921E0,1.050320847E1,1.071181072E1
1.147040900E1,-1.186732178E0,1.355730743E0,1.053389465E1,1.068687399E1
1.148034900E1,-9.795629883E-1,1.432670746E0,1.081755478E1,1.095589250E1
1.149028800E1,-1.472487946E0,1.575623474E0,1.119402191E1,1.139986564E1
1.150022700E1,-1.253792725E0,1.636696472E0,1.115315689E1,1.134211974E1
1.151016600E1,-1.100361786E0,1.402583313E0,1.115615067E1,1.129768709E1
1.152010500E1,-1.262923737E0,1.053060150E0,1.113145203E1,1.125225028E1
1.153004400E1,-1.258283386E0,7.933502197E-1,1.104777603E1,1.114746773E1
1.153998400E1,-1.099164276E0,7.508386230E-1,1.091739716E1,1.099824902E1
1.154992300E1,-1.013542328E0,7.691006470E-1,1.069974976E1,1.077513010E1
1.155986200E1,-9.560618591E-1,8.337661743E-1,1.044976959E1,1.052648587E1
1.156980100E1,-9.541159058E-1,9.267228699E-1,1.015892441E1,1.024562822E1
1.157974000E1,-9.735754395E-1,1.006956024E0,9.889933777E0,9.988623513E0
1.158967900E1,-9.285191345E-1,1.098565521E0,9.691596222E0,9.797756443E0
1.159961900E1,-8.776249695E-1,1.147214355E0,9.500144348E0,9.609321984E0
1.160955800E1,-8.499325562E-1,1.111139374E0,9.427395630E0,9.530624556E0
1.161949700E1,-7.409591675E-1,1.067130890E0,9.573192444E0,9.660942107E0
1.162943600E1,-6.616241455E-1,1.107397156E0,9.804910583E0,9.889405772E0
1.163937500E1,-5.798941040E-1,1.124910736E0,1.000998413E1,1.008967213E1
1.164931500E1,-5.370831299E-1,1.071621552E0,1.004995102E1,1.012118306E1
1.165925400E1,-5.766009521E-1,9.711804199E-1,9.941576385E0,1.000552853E1
1.166919300E1,-7.226971436E-1,8.381071472E-1,9.777068481E0,9.839501148E0
1.167913200E1,-8.271798706E-1,6.788383484E-1,9.725874939E0,9.784563934E0
1.168907100E1,-9.503736877E-1,5.617817688E-1,9.814191284E0,9.876090292E0
1.169901000E1,-9.270222473E-1,6.382727051E-1,9.893675995E0,9.957488990E0
1.170895000E1,-8.373587036E-1,7.373666382E-1,9.884694672E0,9.947465401E0
1.171888900E1,-7.705975342E-1,8.141569519E-1,9.848769379E0,9.912362502E0
1.172882800E1,-7.264393616E-1,8.705895996E-1,9.814640350E0,9.879919312E0
1.173876700E1,-7.200027466E-1,8.810678101E-1,9.787097626E0,9.853018034E0
1.174870600E1,-6.643185425E-1,8.396040344E-1,9.734407196E0,9.793106633E0
1.175864600E1,-6.593788147E-1,7.593708801E-1,9.712402954E0,9.764332834E0
1.176858500E1,-6.662644958E-1,6.920109558E-1,9.704619141E0,9.752046975E0
1.177852400E1,-7.240443420E-1,6.304888916E-1,9.683063965E0,9.730543880E0
1.178846300E1,-8.253836060E-1,5.616320801E-1,9.598040771E0,9.649822555E0
1.179840200E1,-8.095166016E-1,5.679190063E-1,9.438771973E0,9.490430205E0
1.180834100E1,-7.406597900E-1,6.438111877E-1,9.250463562E0,9.302373132E0
1.181828100E1,-7.348219299E-1,6.912625122E-1,9.254205780E0,9.309034953E0
1.182822000E1,-7.450007629E-1,7.086264038E-1,9.266629944E0,9.323497629E0
1.183815850E1,-7.470964050E-1,7.393125916E-1,9.231602783E0,9.291244593E0
1.184809750E1,-8.137078857E-1,7.623646545E-1,9.193282471E0,9.260656725E0
1.185803650E1,-8.304730225E-1,7.185058594E-1,9.136999512E0,9.202754815E0
1.186797650E1,-7.640112305E-1,6.927593994E-1,9.001082153E0,9.059972885E0
1.187791550E1,-7.258406067E-1,6.490502930E-1,8.867709503E0,8.921007942E0
1.188785450E1,-6.815327454E-1,5.725593567E-1,8.850195923E0,8.894845641E0
1.189779350E1,-5.845344543E-1,5.028044128E-1,8.908125458E0,8.941431204E0
1.190773250E1,-5.206173706E-1,4.794529724E-1,9.057065735E0,9.084677062E0
1.191767150E1,-5.533992004E-1,4.144880676E-1,9.241931305E0,9.267758374E0
1.192761150E1,-5.748046875E-1,3.465293884E-1,9.451196136E0,9.474998230E0
1.193755050E1,-5.541476440E-1,2.630030823E-1,9.599088593E0,9.618666854E0
1.194748950E1,-5.417234802E-1,1.663041687E-1,9.590556335E0,9.607283291E0
1.195742850E1,-5.779481506E-1,5.403762817E-2,9.551936646E0,9.569557869E0
1.196736750E1,-6.222560120E-1,-8.143066406E-2,9.640702057E0,9.661106026E0
1.197730650E1,-6.194119263E-1,-2.267784119E-1,9.721234589E0,9.743587712E0
1.198724650E1,-5.373825073E-1,-3.342549133E-1,9.652677155E0,9.673400775E0
1.199718550E1,-4.379891968E-1,-4.567002869E-1,9.442065125E0,9.463244872E0
1.200712450E1,-3.992198181E-1,-5.498066711E-1,9.284143524E0,9.308973349E0
1.201706350E1,-2.737806702E-1,-5.929170227E-1,9.275910645E0,9.298872229E0
1.202700250E1,-1.362167358E-2,-6.134243774E-1,9.087003479E0,9.107694947E0
1.203694150E1,1.733395386E-1,-7.006929016E-1,8.733588409E0,8.763366000E0
1.204688150E1,3.317102051E-1,-8.268804932E-1,8.556955719E0,8.603211853E0
1.205682050E1,4.749623108E-1,-9.879455566E-1,8.554560699E0,8.624507776E0
1.206675950E1,6.068380737E-1,-1.114133148E0,8.678053894E0,8.770300138E0
1.207669850E1,7.559280396E-1,-1.238524475E0,8.916657715E0,9.033944591E0
1.208663750E1,8.878038025E-1,-1.362915802E0,9.082363129E0,9.226865940E0
1.209657750E1,1.001267853E0,-1.517095184E0,9.347761230E0,9.522854358E0
1.210651650E1,1.086141357E0,-1.720971222E0,9.704469452E0,9.915552044E0
1.211645550E1,1.084195404E0,-2.070793762E0,9.924661560E0,1.019620388E1
1.212639450E1,1.118324432E0,-2.550995178E0,1.005998016E1,1.043845903E1
1.213633350E1,1.250349884E0,-3.052302704E0,1.024230103E1,1.076032792E1
1.214627250E1,1.597927094E0,-3.414250031E0,1.038764877E1,1.105050774E1
1.215621250E1,2.013612671E0,-3.596870270E0,1.064286804E1,1.141327087E1
1.216615150E1,2.286046143E0,-3.630550232E0,1.093086914E1,1.174269143E1
1.217609050E1,2.316283264E0,-3.617976379E0,1.106259521E1,1.186743166E1
1.218602950E1,1.967957611E0,-3.663930817E0,1.102143082E1,1.178003325E1
1.219596850E1,1.176403656E0,-3.945644989E0,1.089284821E1,1.164500674E1
1.220590750E1,3.155438232E-1,-4.274810486E0,1.072085587E1,1.154600897E1
1.221584750E1,1.314865723E0,-4.981490936E0,9.720635834E0,1.100158556E1
1.222578650E1,1.574276276E0,-3.736080780E0,8.899892578E0,9.779812539E0
1.223572550E1,2.311343536E0,-3.606749725E0,6.942562866E0,8.157826406E0
1.224566450E1,2.116748199E0,-3.832779694E0,9.428443451E0,1.039549754E1
1.225560350E1,1.375339966E0,-3.289858704E0,9.720037079E0,1.035344634E1
1.226554350E1,2.026485901E0,-3.500770111E0,7.448959808E0,8.476381227E0
1.227548250E1,2.815644836E0,-3.884571991E0,8.297545166E0,9.584728018E0
1.228542150E1,2.984942780E0,-3.788920898E0,8.353828125E0,9.646359381E0
1.229536050E1,2.229164429E0,-3.657344513E0,8.133636017E0,9.192463097E0
1.230529950E1,1.224453735E0,-3.755839691E0,8.731941833E0,9.583967181E0
1.231523850E1,6.719526672E-1,-3.677103424E0,9.051377563E0,9.792856875E0
1.232517850E1,6.122268677E-1,-3.551215210E0,9.003926239E0,9.698280204E0
1.233511750E1,6.774911499E-1,-3.357518005E0,8.824599152E0,9.466016670E0
1.234505650E1,4.116439819E-1,-3.390449524E0,9.476942596E0,1.007358128E1
1.235499550E1,-1.022373962E-1,-3.955524445E0,9.204359436E0,1.001882522E1
1.236493450E1,-3.626957703E-1,-4.272116089E0,8.810079346E0,9.797960103E0
1.237487450E1,-4.595443726E-2,-4.212539978E0,8.573421478E0,9.552547342E0
1.238481350E1,4.188290405E-1,-4.032165070E0,8.206833801E0,9.153463495E0
1.239475250E1,7.306306458E-1,-4.012555847E0,7.871082001E0,8.865007469E0
1.240469150E1,8.921447754E-1,-4.393962708E0,7.101083221E0,8.398107733E0
1.241463050E1,1.028660889E0,-4.961282959E0,6.510112152E0,8.249486775E0
1.242456950E1,9.352551270E-1,-5.406906281E0,6.902146912E0,8.817537619E0
1.243450950E1,5.539979553E-1,-5.742209015E0,7.530839539E0,9.486486297E0
1.244444850E1,1.374142456E-1,-5.963748322E0,7.707921295E0,9.746652113E0
1.245438750E1,3.787124634E-2,-6.049519958E0,7.777975616E0,9.853681071E0
1.246432650E1,2.974314880E-1,-6.219266968E0,7.521858215E0,9.764532663E0
1.247426550E1,6.779402161E-1,-6.435866547E0,7.150330811E0,9.644024670E0
1.248420450E1,1.099763031E0,-6.758595428E0,7.339986420E0,1.003810199E1
1.249414450E1,1.370100861E0,-7.131170654E0,7.580087128E0,1.049707065E1
1.250408350E1,1.702409821E0,-7.657775574E0,8.360264740E0,1.146445605E1
1.251402250E1,1.893562317E0,-7.973768463E0,9.548044739E0,1.258299329E1
1.252396150E1,1.722318420E0,-7.880362701E0,9.279952240E0,1.229569073E1
1.253390050E1,1.327289886E0,-7.662715302E0,8.558452606E0,1.156399651E1
1.254384050E1,1.311722260E0,-7.360942841E0,8.016729126E0,1.096230088E1
1.255377950E1,1.030008087E0,-7.288643188E0,7.598349152E0,1.057923183E1
1.256371850E1,7.107220459E-1,-7.292834473E0,7.294630737E0,1.033935192E1
1.257365750E1,3.802093506E-1,-7.374714203E0,6.970255280E0,1.015457667E1
1.258359650E1,1.866618347E-1,-7.483837280E0,6.689139862E0,1.003928559E1
1.259353550E1,2.398013306E-1,-7.291487274E0,6.587052155E0,9.829168196E0
1.260347550E1,1.531315613E-1,-7.023095398E0,6.316564636E0,9.447026360E0
1.261341450E1,-5.822891235E-2,-7.145391083E0,5.676645355E0,9.126023604E0
1.262335350E1,-6.586303711E-2,-7.285350037E0,5.820346527E0,9.325078916E0
1.263329250E1,-9.291178894E-1,-7.517966309E0,5.930816803E0,9.620689446E0
1.264323150E1,-4.328997803E-1,-7.683222656E0,5.562432861E0,9.495260499E0
1.265317050E1,-1.496887207E-2,-7.688012695E0,5.408702545E0,9.399990771E0
1.266311050E1,5.451663208E-1,-7.620503082E0,5.633834381E0,9.492595187E0
1.267304950E1,5.216651917E-1,-7.779921570E0,5.650150452E0,9.629304977E0
1.268298850E1,2.797682190E-1,-8.111781464E0,5.352868652E0,9.722781062E0
1.269292750E1,3.121009827E-1,-8.446784821E0,5.374124451E0,1.001632639E1
1.270286650E1,4.828958130E-1,-8.403824158E0,5.248236237E0,9.919749616E0
1.271280550E1,9.654922485E-1,-8.359216919E0,4.844974823E0,9.709915747E0
1.272274550E1,1.648821259E0,-8.494385834E0,4.616849213E0,9.807573547E0
1.273268450E1,2.058369598E0,-8.481213226E0,4.561464386E0,9.847579425E0
1.274262350E1,2.396516418E0,-8.329279175E0,4.659510498E0,9.840285595E0
1.275256250E1,2.285148010E0,-8.355175323E0,4.621788940E0,9.817932019E0
1.276250150E1,1.912273407E0,-8.459059296E0,4.618346100E0,9.825558226E0
1.277244150E1,1.606010284E0,-8.392447815E0,4.637655945E0,9.722155215E0
1.278238050E1,1.562450867E0,-8.104746094E0,5.096002808E0,9.700381774E0
1.279231950E1,1.490300903E0,-7.934999084E0,5.685476990E0,9.874707887E0
1.280225850E1,1.431173859E0,-7.808961182E0,6.242019653E0,1.009905653E1
1.281219750E1,1.448238373E0,-7.720195770E0,6.504573669E0,1.019844575E1
