"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.001030083E0,-3.291654968E-1,-2.665956116E-1,-9.990374908E0
4.010969083E0,-3.400927734E-1,-9.340576172E-2,-9.958191833E0
4.020907083E0,-2.915936279E-1,-9.101074219E-2,-9.792187042E0
4.030846083E0,-4.058061218E-1,-8.801696777E-2,-9.799671478E0
4.040785083E0,-5.257067871E-1,-2.011816406E-1,-1.007479935E1
4.050724083E0,-6.465055847E-1,-4.837939453E-1,-1.049722092E1
4.060663083E0,-7.786807251E-1,-6.843768311E-1,-1.049497559E1
4.070602083E0,-7.496411133E-1,-5.779481506E-1,-1.018811371E1
4.080541083E0,-7.731422424E-1,-1.196012878E-1,-1.004516098E1
4.090480083E0,-7.045848083E-1,3.453318787E-1,-9.995464325E0
4.100419083E0,-6.165678406E-1,8.596623230E-1,-9.261241150E0
4.110358083E0,-4.713697815E-1,1.489851837E0,-8.945847015E0
4.120297083E0,-8.119116211E-1,1.553469543E0,-9.297615509E0
4.130236083E0,-8.783734131E-1,1.175655212E0,-9.397906952E0
4.140175083E0,-8.655001831E-1,9.732760620E-1,-9.642797699E0
4.150114083E0,-9.473799133E-1,1.134640503E0,-9.771829376E0
4.160053083E0,-9.340576172E-1,1.255139923E0,-1.006701553E1
4.169992083E0,-8.663983154E-1,1.219364319E0,-1.023915756E1
4.179931083E0,-7.322772217E-1,1.567989349E0,-1.034528687E1
4.189870083E0,-6.207591248E-1,2.083517303E0,-1.028032196E1
4.199808083E0,-4.346960449E-1,2.697989502E0,-9.479786682E0
4.209747083E0,1.347198486E-1,3.537743225E0,-8.845405884E0
4.219686083E0,4.354444885E-1,4.271966400E0,-8.153993683E0
4.229625083E0,5.933660889E-1,4.797224121E0,-7.492219849E0
4.239564083E0,4.099974060E-1,5.203179932E0,-7.003785553E0
4.249503083E0,3.089575195E-1,5.509742432E0,-6.777156830E0
4.259442083E0,1.206491089E-1,5.571114807E0,-7.222480774E0
4.269381083E0,4.361929321E-1,5.644013214E0,-8.034242706E0
4.279320083E0,5.947132874E-1,5.639971619E0,-7.903115387E0
4.289259083E0,-7.185058594E-3,5.578000488E0,-7.846982117E0
4.299198083E0,-1.697470093E-1,5.690716095E0,-7.869435425E0
4.309137083E0,1.384620667E-1,6.079757080E0,-7.198680267E0
4.319076083E0,4.760101318E-1,6.562503204E0,-6.667434998E0
4.329015083E0,8.327183533E-1,7.065606995E0,-6.126609650E0
4.338954083E0,1.121318207E0,7.466772766E0,-5.601950684E0
4.348893083E0,1.125210114E0,7.589218140E0,-5.261857910E0
4.358832083E0,9.035211182E-1,7.449857941E0,-5.168302460E0
4.368771083E0,6.219566345E-1,7.341632996E0,-5.117857361E0
4.378710083E0,4.421804810E-1,7.476951599E0,-5.141358490E0
4.388648083E0,3.450325012E-1,7.714357910E0,-4.932692413E0
4.398587083E0,5.242098999E-1,8.056995392E0,-4.586013336E0
4.408526083E0,7.003935242E-1,8.517437897E0,-3.920796661E0
4.418465083E0,9.256750488E-1,8.818761292E0,-3.094664612E0
4.428404083E0,1.004261627E0,8.958869934E0,-2.329605560E0
4.438343083E0,9.192384338E-1,9.188193054E0,-1.570534058E0
4.448282083E0,7.566764832E-1,9.386979675E0,-1.002016296E0
4.458221083E0,5.469625854E-1,9.401050415E0,-9.648934937E-1
4.468160083E0,4.752616882E-1,9.501491547E0,-1.169667664E0
4.478099083E0,6.005511475E-1,9.621242523E0,-1.304387512E0
4.488038083E0,6.264472961E-1,9.524992676E0,-1.087937622E0
4.497977083E0,8.170010376E-1,9.762548676E0,-9.273216248E-1
4.507916083E0,7.348219299E-1,9.813143463E0,-9.087602234E-1
4.517855083E0,7.204518127E-1,9.590107269E0,-8.958869934E-1
4.527794083E0,6.867718506E-1,9.436376953E0,-8.222401428E-1
4.537733083E0,7.357200623E-1,9.490863647E0,-4.761598206E-1
4.547672083E0,6.044430542E-1,9.654323730E0,1.320254517E-1
4.557611083E0,4.522096252E-1,9.738598480E0,6.815327454E-1
4.567550083E0,4.418811035E-1,9.757459259E0,8.660989380E-1
4.577489083E0,5.936654663E-1,9.810149689E0,1.080453186E0
4.587427083E0,6.837780762E-1,9.877210236E0,1.278790741E0
4.597366083E0,6.252497864E-1,9.776769104E0,1.325044556E0
4.607305083E0,5.742059326E-1,9.608069916E0,1.292262726E0
4.617244083E0,5.993536377E-1,9.497899017E0,1.390159149E0
4.627183083E0,7.348219299E-1,9.475445709E0,1.531315613E0
4.637122083E0,7.053332520E-1,9.369466095E0,1.734592896E0
4.647061083E0,6.198609924E-1,9.241931305E0,2.016606445E0
4.657000083E0,6.026467896E-1,9.240284729E0,2.567161560E0
4.666939083E0,6.574328613E-1,9.415719910E0,3.132984924E0
4.676878083E0,6.806346130E-1,9.614506531E0,3.561693420E0
4.686817000E0,7.114704895E-1,9.677824860E0,4.083208923E0
4.696756000E0,7.402107239E-1,9.765243073E0,4.365821228E0
4.706695000E0,7.390132141E-1,9.799222412E0,4.374203796E0
4.716634000E0,6.755451965E-1,9.722132721E0,4.362228699E0
4.726573000E0,5.191204834E-1,9.675280151E0,4.187242584E0
4.736512000E0,4.577481079E-1,9.488618317E0,3.961362305E0
4.746451000E0,3.444337463E-1,9.337582397E0,3.830833740E0
4.756390000E0,2.956352234E-1,9.317823486E0,3.698209534E0
4.766329000E0,3.071612549E-1,9.324858856E0,3.679049377E0
4.776268000E0,3.183879089E-1,9.432934113E0,3.633544006E0
4.786207000E0,2.790197754E-1,9.509574738E0,3.583098907E0
4.796145000E0,2.450404358E-1,9.569599915E0,3.564088440E0
4.806084000E0,3.309617615E-1,9.677375793E0,3.551963654E0
4.816023000E0,3.797602844E-1,9.608968048E0,3.423830109E0
4.825962000E0,3.781137085E-1,9.520502014E0,3.283272400E0
4.835901000E0,3.829037476E-1,9.442813568E0,3.207080841E0
4.845840000E0,3.465293884E-1,9.423653412E0,3.080444183E0
4.855779000E0,4.183799744E-1,9.412127380E0,3.119063873E0
4.865718000E0,4.757107544E-1,9.386829987E0,3.080893250E0
4.875657000E0,5.993536377E-1,9.468110962E0,3.068169708E0
4.885596000E0,6.370751953E-1,9.515711975E0,3.019371185E0
4.895535000E0,7.381150818E-1,9.572294312E0,2.967878265E0
4.905474000E0,6.429130554E-1,9.668843536E0,2.889890442E0
4.915413000E0,5.712121582E-1,9.665700073E0,2.719844055E0
4.925352000E0,5.876779175E-1,9.529483337E0,2.479144592E0
4.935291000E0,5.532495117E-1,9.405690765E0,2.301314392E0
4.945230000E0,4.912783813E-1,9.324110413E0,2.234253845E0
4.955169000E0,4.893324280E-1,9.358538818E0,2.300565948E0
4.965108000E0,5.498066711E-1,9.409283295E0,2.403102722E0
4.975047000E0,5.520520020E-1,9.445807343E0,2.665057983E0
4.984986000E0,5.963598633E-1,9.523495789E0,2.875670013E0
4.994925000E0,6.956034851E-1,9.644144897E0,3.003803558E0
5.004864000E0,8.146060181E-1,9.459279327E0,2.952011261E0
5.014803000E0,9.717791748E-1,9.417665863E0,2.746937714E0
5.024741000E0,9.279203796E-1,9.455387421E0,2.417921906E0
5.034680000E0,8.211923218E-1,9.496851196E0,2.210004272E0
5.044619000E0,7.547305298E-1,9.470505981E0,1.979483643E0
5.054558000E0,6.640191650E-1,9.467961273E0,1.917662201E0
5.064497000E0,6.834786987E-1,9.535770264E0,1.998194733E0
5.074436000E0,7.104226685E-1,9.582024078E0,2.325713654E0
5.084375000E0,7.869136047E-1,9.710307312E0,2.754272461E0
5.094314000E0,8.075706482E-1,9.727970581E0,3.041674805E0
5.104253000E0,1.022972717E0,9.824220428E0,3.355871429E0
5.114192000E0,9.764195251E-1,9.825867004E0,3.489842834E0
5.124131000E0,1.133892059E0,9.873767395E0,3.587290192E0
5.134070000E0,1.317560120E0,9.850116577E0,3.643124084E0
5.144009000E0,1.474882965E0,9.756710815E0,3.423979797E0
5.153948000E0,1.442400513E0,9.441017303E0,3.149600372E0
5.163887000E0,1.638792114E0,8.912017365E0,2.876418457E0
5.173826000E0,1.583407288E0,9.188043365E0,2.934497681E0
5.183765000E0,1.149160309E0,9.174721069E0,3.417692871E0
5.193704000E0,8.135581970E-1,9.311835938E0,3.555406494E0
5.203643000E0,7.662565613E-1,9.688452759E0,3.451073456E0
5.213582000E0,5.770500183E-1,9.281598816E0,3.271746368E0
5.223521000E0,-4.071533203E-2,8.606951752E0,3.202889557E0
5.233460000E0,-2.712359619E-1,9.614955597E0,3.630699921E0
5.243399000E0,-6.459068298E-1,1.051323761E1,3.500321045E0
5.253337000E0,-8.071215820E-1,1.025367737E1,3.184328156E0
5.263276000E0,-7.548802185E-1,9.427096252E0,2.538870392E0
5.273215000E0,-7.966433716E-1,8.915310516E0,2.249073029E0
5.283154000E0,-9.126521301E-1,8.527017975E0,2.069596252E0
5.293093000E0,-5.379812622E-1,8.282127228E0,1.518891449E0
5.303032000E0,-5.164260864E-2,8.695268097E0,5.604345703E-1
5.312971000E0,9.924362183E-2,9.286688232E0,1.432521057E-1
5.322910000E0,2.799179077E-1,1.000818787E1,8.607101440E-2
5.332849000E0,1.380130005E-1,1.013751892E1,1.309776306E-1
5.342788000E0,-6.426136780E-1,9.863289185E0,4.439767456E-1
5.352727000E0,-1.596130829E0,1.016176849E1,8.125103760E-1
5.362666000E0,-1.789977722E0,1.013647110E1,6.882687378E-1
5.372605000E0,-1.668430481E0,1.029903305E1,2.776725769E-1
5.382544000E0,-1.766476593E0,1.082563797E1,8.158035278E-2
5.392483000E0,-1.789828033E0,1.085737198E1,-2.562670898E-1
5.402422000E0,-1.930984497E0,1.049587372E1,-4.793032837E-1
5.412361000E0,-2.205513611E0,1.030082932E1,-7.828720093E-2
5.422300000E0,-3.082839203E0,9.733509064E0,6.439608765E-1
5.432239000E0,-3.532653809E0,9.280700684E0,1.452729034E0
5.442178000E0,-3.559747467E0,8.829688568E0,1.988315277E0
5.452117000E0,-3.574716339E0,8.344697113E0,2.261048126E0
5.462056000E0,-3.051853638E0,8.195906525E0,2.123334503E0
5.471995000E0,-2.484383698E0,8.635093231E0,1.471739502E0
5.481934000E0,-2.260748749E0,8.794811096E0,7.455995178E-1
5.491873000E0,-2.027533722E0,8.652756500E0,5.559439087E-1
5.501812000E0,-2.166594543E0,8.606951752E0,7.839198303E-1
5.511751000E0,-2.459235992E0,8.778944092E0,1.158740387E0
5.521690000E0,-2.541265411E0,9.092991028E0,1.406325531E0
5.531628000E0,-2.444865875E0,9.310039673E0,1.269809418E0
5.541567000E0,-2.309098206E0,9.383836212E0,9.150471497E-1
5.551506000E0,-2.307002563E0,9.330097961E0,7.318281555E-1
5.561445000E0,-2.272574158E0,9.387428741E0,7.954458618E-1
5.571384000E0,-2.520308990E0,9.455387421E0,9.804611206E-1
5.581323000E0,-2.564167786E0,9.586963806E0,1.206191711E0
5.591262000E0,-2.231260071E0,9.658065948E0,1.150507507E0
5.601201000E0,-1.997745667E0,9.579030304E0,9.303153992E-1
5.611140000E0,-2.070195007E0,9.392368469E0,9.397457886E-1
5.621079000E0,-2.223925323E0,9.194779358E0,9.695338440E-1
5.631018000E0,-2.347268829E0,9.011859741E0,1.161584473E0
5.640957000E0,-2.350711670E0,8.923244019E0,1.416204987E0
5.650896000E0,-2.253713379E0,8.846304016E0,1.504521332E0
5.660835000E0,-2.359243927E0,8.888067169E0,1.483864288E0
5.670774000E0,-2.575244751E0,9.050479431E0,1.493893433E0
5.680713000E0,-2.553090820E0,9.223519592E0,1.362167358E0
5.690652208E0,-2.367776184E0,9.456734619E0,1.107247467E0
5.700591208E0,-2.240241394E0,9.660610657E0,1.002016296E0
5.710530208E0,-2.157912598E0,9.689799957E0,7.857160950E-1
5.720469208E0,-2.037712555E0,9.724078674E0,5.698649597E-1
5.730408208E0,-2.046394501E0,9.762698364E0,4.728666687E-1
5.740347208E0,-1.867815857E0,9.698481903E0,3.180885315E-1
5.750286208E0,-2.012864227E0,9.530231781E0,2.923420715E-1
5.760225208E0,-2.182611237E0,9.444011078E0,4.968168640E-1
5.770164208E0,-2.242187347E0,9.480535126E0,6.125262451E-1
5.780103208E0,-2.127525787E0,9.824669495E0,5.840853882E-1
5.790042208E0,-2.109862518E0,9.866282959E0,5.806425476E-1
5.799981208E0,-2.236349487E0,9.608069916E0,7.373666382E-1
5.809920208E0,-2.342778168E0,9.571845245E0,6.053411865E-1
5.819859208E0,-2.486479340E0,9.637558594E0,6.581813049E-1
5.829797208E0,-2.692451019E0,9.569150848E0,1.198258209E0
5.839736208E0,-2.794389038E0,9.638157349E0,1.497935028E0
5.849675208E0,-2.653681641E0,9.736053772E0,1.209185486E0
5.859614208E0,-2.406695251E0,9.642947388E0,5.340893555E-1
5.869553208E0,-2.243684235E0,9.342821503E0,2.932402039E-1
5.879492208E0,-2.287992096E0,8.806786194E0,9.979747009E-1
5.889431208E0,-2.293680267E0,8.352031860E0,1.792672119E0
5.899370208E0,-2.219434662E0,8.074059906E0,2.854114838E0
5.909309208E0,-2.469265137E0,7.957602081E0,4.179608459E0
5.919248208E0,-2.546803894E0,8.440497894E0,4.731660461E0
5.929187208E0,-1.790576477E0,8.857081604E0,4.452640686E0
5.939126208E0,-1.420096893E0,9.104966125E0,3.308569794E0
5.949065208E0,-1.490001526E0,9.380543060E0,2.400707703E0
5.959004208E0,-1.490450592E0,9.344917145E0,1.862427063E0
5.968943208E0,-1.224453735E0,9.205407257E0,2.019600220E0
5.978882208E0,-1.025816803E0,9.099727020E0,2.608924713E0
5.988821208E0,-8.861572266E-1,9.210496674E0,3.093467102E0
5.998760208E0,-3.692820740E-1,9.332193604E0,3.402873688E0
6.008699208E0,-2.630030823E-1,9.460327148E0,3.992796936E0
6.018638208E0,-4.498146057E-1,9.727521515E0,3.988156586E0
6.028577208E0,-5.519023132E-1,9.917476501E0,3.546275482E0
6.038516208E0,-7.952961731E-1,1.006941055E1,3.082839203E0
6.048455208E0,-6.514453125E-1,9.768386536E0,2.949616241E0
6.058394208E0,-4.671784973E-1,9.423054657E0,3.090173950E0
6.068333208E0,-3.905378723E-1,9.417216797E0,2.755919037E0
6.078272208E0,-2.219883728E-1,9.642947388E0,2.373614044E0
6.088211208E0,-2.713856506E-1,9.771080933E0,2.016606445E0
6.098150208E0,-3.378474426E-1,9.721983032E0,1.972448273E0
6.108089208E0,-2.877017212E-1,9.690548401E0,2.366578674E0
6.118028208E0,-3.438349915E-1,9.691446533E0,2.708467712E0
6.127967208E0,-3.046165466E-1,9.533225555E0,2.788700867E0
6.137906208E0,-1.848655701E-1,9.409432983E0,2.479743347E0
6.147845208E0,-7.379653931E-2,9.486672363E0,1.617386627E0
6.157784208E0,-9.430389404E-3,9.715396729E0,1.139280853E0
6.167723208E0,-1.341210938E-1,9.774972839E0,1.099164276E0
6.177662208E0,-2.978805542E-1,9.643845520E0,1.169068909E0
6.187601208E0,-2.562670898E-1,9.485624542E0,1.372495880E0
6.197539208E0,-2.513273621E-1,9.464817810E0,1.625469818E0
6.207478208E0,-2.586621094E-1,9.500144348E0,1.522633667E0
6.217417208E0,-1.585203552E-1,9.545350342E0,1.551224213E0
6.227356208E0,-1.712438965E-1,9.542655945E0,1.872905273E0
6.237295208E0,-1.013392639E-1,9.622739410E0,1.972747650E0
6.247234208E0,-5.164260864E-2,9.649683380E0,1.918710022E0
6.257173208E0,-1.507365417E-1,9.578581238E0,1.602118378E0
6.267112208E0,-1.248403931E-1,9.511071625E0,1.340013428E0
6.277051208E0,-2.549198914E-1,9.502090302E0,1.068927155E0
6.286990208E0,-3.881428528E-1,9.494007111E0,1.110989685E0
6.296929208E0,6.271957397E-2,9.576784973E0,9.979747009E-1
6.306868208E0,-3.486250305E-1,9.447753296E0,1.736089783E0
6.316807208E0,-2.956352234E-1,9.257049866E0,2.171234894E0
6.326746208E0,-9.774673462E-2,9.329948273E0,1.814975739E0
6.336685208E0,-4.137396240E-1,9.461225281E0,2.187101898E0
6.346624208E0,-3.106040955E-1,9.539213104E0,2.554138641E0
6.356563208E0,-2.064207458E-1,9.445807343E0,3.068169708E0
6.366502208E0,-3.427871704E-2,9.426647186E0,3.150797882E0
6.376441208E0,-8.607101440E-2,9.387279053E0,2.835104370E0
6.386380208E0,-2.297721863E-1,9.270222473E0,2.708617401E0
6.396319208E0,3.742218018E-3,9.314380646E0,3.212170258E0
6.406258208E0,8.038284302E-2,9.516161041E0,3.357218628E0
6.416197208E0,-6.286926270E-3,9.454788666E0,2.929108887E0
6.426136208E0,1.683998108E-1,9.177116089E0,2.565215607E0
6.436075208E0,2.627037048E-1,9.075327759E0,2.520159302E0
6.446014208E0,6.183641052E-1,9.220675507E0,2.922821960E0
6.455953208E0,7.457492065E-1,9.467961273E0,2.887196045E0
6.465892208E0,5.917195129E-1,9.455836487E0,2.086810455E0
6.475831208E0,3.911366272E-1,9.311386871E0,9.876461792E-1
6.485770208E0,6.388714600E-1,9.353449402E0,4.137396240E-1
6.495709208E0,1.501677246E0,9.445657654E0,2.541714478E-1
6.505648208E0,1.843566284E0,9.513017578E0,5.186714172E-1
6.515587208E0,2.102976837E0,9.593849487E0,1.168470154E0
6.525526208E0,2.104623413E0,9.779912567E0,1.350192261E0
6.535465208E0,1.777403870E0,9.617500305E0,1.415007477E0
6.545404208E0,1.638343048E0,9.617799683E0,1.520538025E0
6.555343208E0,1.663490753E0,9.817933502E0,1.495540009E0
6.565282208E0,1.647324371E0,9.400900726E0,1.172511749E0
6.575221208E0,1.530267792E0,9.498647461E0,4.608915710E-1
6.585160208E0,9.762698364E-1,9.808054047E0,-4.513114929E-1
6.595099208E0,1.091679840E0,9.673483887E0,-1.128802643E0
6.605038208E0,1.787433014E0,9.503587189E0,-1.210532684E0
6.614977208E0,2.253114624E0,9.726473694E0,-5.224136353E-1
6.624916208E0,2.565514984E0,9.886341248E0,1.597178650E-1
6.634855208E0,2.553390198E0,9.615853729E0,3.616479492E-1
6.644794208E0,2.157613220E0,9.884544983E0,3.052153015E-1
6.654732208E0,1.516197052E0,1.026819717E1,-2.633024597E-1
6.664671208E0,1.349294128E0,1.020188507E1,-8.611592102E-1
6.674610208E0,1.303938446E0,9.888586578E0,-8.192463684E-1
6.684549708E0,1.531914368E0,9.879904633E0,-1.176703033E0
6.694488708E0,1.595532074E0,1.010324020E1,-1.514101410E0
6.704427708E0,1.055754547E0,9.884694672E0,-1.328936462E0
6.714366708E0,9.451345825E-1,9.660011902E0,-1.378184052E0
6.724305708E0,1.082548828E0,9.660161591E0,-1.156794434E0
6.734244708E0,1.002615051E0,9.898466034E0,-5.978567505E-1
6.744183708E0,8.765771484E-1,1.003827530E1,-5.647755432E-1
6.754122708E0,1.163081360E0,1.005279510E1,-7.631130981E-1
6.764061708E0,1.427281952E0,1.003138962E1,-9.675878906E-1
6.774000708E0,1.597328339E0,1.003363495E1,-9.355545044E-1
6.783939708E0,1.667831726E0,9.977950745E0,-8.749305725E-1
6.793878708E0,1.521735535E0,9.873168640E0,-1.021625519E0
6.803817708E0,1.201251984E0,9.818681946E0,-1.306782532E0
6.813756708E0,6.333329773E-1,9.730066223E0,-1.632205811E0
6.823695708E0,9.819580078E-2,9.584269409E0,-2.184706879E0
6.833634708E0,-2.389031982E-1,9.442963257E0,-2.548300781E0
6.843573708E0,-2.454895020E-1,9.356143799E0,-2.635718994E0
6.853512708E0,2.453398132E-1,9.443861389E0,-2.506387939E0
6.863451708E0,8.605604553E-1,9.591753845E0,-1.976489868E0
6.873390708E0,1.003662872E0,9.681866455E0,-1.195863190E0
6.883329708E0,5.105882263E-1,9.734856262E0,-7.616162109E-1
6.893268708E0,5.373825073E-2,9.634115753E0,-9.211843872E-1
6.903207708E0,-2.239343262E-1,9.640702057E0,-1.090482330E0
6.913146708E0,-2.534230042E-1,9.752369843E0,-9.470805359E-1
6.923085708E0,7.783813477E-3,9.738598480E0,-8.967851257E-1
6.933024708E0,2.442919922E-1,9.532177734E0,-1.019080811E0
6.942963708E0,3.547622681E-1,9.376501465E0,-1.228195953E0
6.952902708E0,3.275189209E-1,9.330846405E0,-1.482068024E0
6.962841708E0,3.333567810E-1,9.373208313E0,-1.738335114E0
6.972780708E0,1.143621826E-1,9.461973724E0,-1.926643524E0
6.982719708E0,-2.139051819E-1,9.620943146E0,-1.813778229E0
6.992658708E0,-3.315605164E-1,9.739197235E0,-1.793719940E0
7.002597708E0,-3.152444458E-1,9.759554901E0,-1.936522980E0
7.012536708E0,-2.314187622E-1,9.827962646E0,-1.863624573E0
7.022475708E0,-8.741821289E-2,9.894574127E0,-1.622625732E0
7.032414708E0,3.832031250E-2,9.952803040E0,-1.449435883E0
7.042353708E0,1.137634277E-1,9.836345215E0,-1.219064941E0
7.052292708E0,6.376739502E-2,9.767937469E0,-1.105151825E0
7.062231708E0,-1.330732727E-1,9.797426147E0,-1.221609650E0
7.072170708E0,-2.739303589E-1,9.797725525E0,-1.284927979E0
7.082109708E0,-4.225712585E-1,9.830956421E0,-1.362616425E0
7.092048708E0,-5.484594727E-1,9.890682220E0,-1.389859772E0
7.101987708E0,-6.929090881E-1,1.002315674E1,-1.259480896E0
7.111926708E0,-8.448431396E-1,1.015458344E1,-1.182840271E0
7.121865708E0,-9.818083191E-1,1.001746857E1,-1.146016846E0
7.131804708E0,-6.292913818E-1,1.009695328E1,-8.601113892E-1
7.141743708E0,-1.691482544E-1,1.019245468E1,-3.852987671E-1
7.151682708E0,2.504292297E-1,1.022269180E1,1.278341675E-1
7.161621708E0,3.882925415E-1,1.031684601E1,5.010081482E-1
7.171560708E0,4.171824646E-1,1.042147842E1,4.676275635E-1
7.181499708E0,7.098239136E-1,1.058898010E1,1.826202393E-1
7.191438708E0,1.155746613E0,1.070813232E1,-9.595046997E-2
7.201377708E0,1.452878723E0,1.042357407E1,2.844085693E-3
7.211316708E0,2.123933258E0,1.015667908E1,8.861572266E-2
7.221255708E0,2.947071533E0,9.982591095E0,2.448907471E-1
7.231194708E0,3.532055054E0,9.676627350E0,5.647755432E-1
7.241133708E0,4.049978027E0,9.424850922E0,8.496331787E-1
7.251072708E0,4.541406097E0,9.292975159E0,1.191821594E0
7.261011708E0,4.940176849E0,9.074729004E0,1.268911285E0
7.270950708E0,4.963378601E0,8.803792419E0,1.191971283E0
7.280889708E0,4.735851746E0,8.292605438E0,2.428100739E0
7.290828708E0,4.704267426E0,8.421786804E0,2.049837341E0
7.300767708E0,4.186344452E0,8.745713196E0,1.117725677E0
7.310706708E0,3.567830658E0,8.596473541E0,1.261127472E0
7.320645708E0,3.299289093E0,8.458610229E0,1.129850464E0
7.330584708E0,3.275488586E0,8.372090149E0,1.066083069E0
7.340523708E0,3.212918701E0,8.129444733E0,9.434880066E-1
7.350462708E0,3.057392120E0,7.936945038E0,4.195774841E-1
7.360401708E0,2.809507599E0,7.853718109E0,-6.137237549E-3
7.370340708E0,2.525847473E0,7.805069275E0,3.156935120E-1
7.380279708E0,2.513572998E0,8.083340607E0,1.362915802E0
7.390218708E0,2.519710236E0,8.263565826E0,2.356998596E0
7.400157708E0,2.203567657E0,8.691974945E0,2.840044098E0
7.410096708E0,1.968556366E0,9.025930481E0,2.669548645E0
7.420035708E0,2.074386292E0,9.040599976E0,2.449506226E0
7.429974708E0,2.052681427E0,8.958869934E0,2.427202606E0
7.439913708E0,1.894310760E0,8.917406158E0,2.622995453E0
7.449852708E0,1.867965546E0,8.883127441E0,2.818638611E0
7.459791708E0,1.894909515E0,8.929081879E0,2.838547211E0
7.469730708E0,1.952240295E0,8.982820129E0,2.761756897E0
7.479669708E0,2.118694153E0,9.228459320E0,2.769989777E0
7.489608708E0,2.244133301E0,9.351054382E0,2.868335266E0
7.499547708E0,2.393971710E0,9.240284729E0,2.864293671E0
7.509486708E0,2.564467163E0,9.072333984E0,2.786455536E0
7.519425708E0,2.656525726E0,8.915460205E0,2.901566162E0
7.529363708E0,2.577789459E0,8.793463898E0,3.116668854E0
7.539303708E0,2.280657349E0,8.820856934E0,3.242706757E0
7.549242708E0,1.964365082E0,9.145531769E0,3.220702515E0
7.559181708E0,1.723216553E0,9.372310181E0,3.238665161E0
7.569120708E0,1.572929077E0,9.466614075E0,3.272494812E0
7.579058708E0,1.603465576E0,9.520951080E0,3.185825043E0
7.588997708E0,1.707948303E0,9.391919403E0,3.109334106E0
7.598936708E0,1.960922241E0,9.247769165E0,3.005450134E0
7.608875708E0,2.021246796E0,9.134454803E0,3.020419006E0
7.618814708E0,1.966909790E0,9.147328033E0,3.163820801E0
7.628753708E0,1.939666443E0,9.237440643E0,3.302432556E0
7.638692708E0,1.906585236E0,9.288334808E0,3.423081665E0
7.648631708E0,1.927691345E0,9.341474304E0,3.564387817E0
7.658570708E0,1.831591187E0,9.417067108E0,3.662733307E0
7.668509708E0,2.365381165E0,9.589358826E0,3.409609680E0
7.678448708E0,2.063159637E0,9.342821503E0,3.507506104E0
7.688386708E0,1.765129395E0,9.519454193E0,3.539988556E0
7.698325708E0,1.469494171E0,9.721833344E0,3.270698547E0
7.708264708E0,1.157991943E0,9.731563110E0,2.997067566E0
7.718203708E0,1.126856689E0,9.639055481E0,2.812201996E0
7.728142708E0,1.097368011E0,9.435628510E0,2.659519501E0
7.738081708E0,1.022673340E0,9.483977966E0,2.682421875E0
7.748020708E0,8.652008057E-1,9.610315247E0,2.672991486E0
7.757959708E0,7.680528259E-1,9.500144348E0,2.369871826E0
7.767898708E0,9.500743103E-1,9.464967499E0,2.162103882E0
7.777837708E0,1.184037781E0,9.307644653E0,2.242786102E0
7.787776708E0,1.300046539E0,9.079219666E0,2.559527435E0
7.797715708E0,1.383423157E0,8.941655731E0,2.849175110E0
7.807654708E0,1.453926544E0,8.794511719E0,2.900069275E0
7.817593708E0,1.834135895E0,8.562793579E0,2.811902618E0
7.827532708E0,2.147584076E0,8.253536682E0,2.699935455E0
7.837471708E0,2.093247070E0,8.360863495E0,2.692900085E0
7.847410708E0,1.775457916E0,9.065298615E0,2.378254395E0
7.857349708E0,1.583257599E0,9.286837921E0,2.283501434E0
7.867288708E0,1.908082123E0,8.779393158E0,2.549198914E0
7.877227708E0,2.283052368E0,8.089777222E0,2.853366394E0
7.887166708E0,2.796035614E0,7.356003113E0,2.760260010E0
7.897105708E0,3.384911041E0,6.914122009E0,2.695444794E0
7.907044708E0,3.805087280E0,6.620133362E0,2.969674530E0
7.916983708E0,4.170926514E0,6.493796082E0,3.377875671E0
7.926922708E0,4.497547302E0,6.558162231E0,3.423680420E0
7.936861708E0,4.940027161E0,6.497388611E0,3.300785980E0
7.946800708E0,5.702990570E0,6.346801758E0,3.127895508E0
7.956739708E0,6.586004333E0,6.233637085E0,3.304528198E0
7.966678708E0,6.808741150E0,5.038821716E0,3.292702789E0
7.976617708E0,6.915918274E0,4.386777649E0,3.963158569E0
7.986556708E0,7.790998535E0,4.640949097E0,4.626578979E0
7.996495708E0,8.558901672E0,5.079537048E0,4.182602234E0
8.006434708E0,8.561446381E0,5.361400909E0,4.389621735E0
8.016373708E0,8.013585663E0,5.366939392E0,4.304748230E0
8.026312708E0,8.629255371E0,5.497617645E0,4.176315308E0
8.036251708E0,9.044342194E0,4.920567627E0,3.586541748E0
8.046190708E0,8.790919189E0,4.014950867E0,3.350183258E0
8.056129708E0,8.658444672E0,3.408561859E0,3.098257141E0
8.066068708E0,8.763526154E0,3.101250916E0,2.698139191E0
8.076007708E0,8.817713470E0,2.764451294E0,2.409689026E0
8.085946708E0,8.879085846E0,2.503394165E0,2.338586884E0
8.095885708E0,9.292226715E0,2.372566223E0,2.823877716E0
8.105824708E0,9.906100159E0,2.333946533E0,2.800376587E0
8.115763708E0,9.954150238E0,2.137405243E0,2.931354218E0
8.125702708E0,9.579778748E0,1.808090057E0,3.093766479E0
8.135641708E0,9.410480804E0,1.477727051E0,3.192261658E0
