"Time (s)","X (µT)","Y (µT)","Z (µT)"
4.147628083E0,1.681153297E1,2.542896271E0,1.816267586E1
4.157567083E0,1.676531792E1,2.136131287E0,1.810514641E1
4.167506083E0,1.679150581E1,1.807991028E0,1.844006157E1
4.177445083E0,1.685601616E1,1.049770355E0,1.850667191E1
4.187384083E0,1.678785706E1,2.720832825E-1,1.872175789E1
4.197323083E0,1.669422913E1,-5.404281616E-1,1.891348457E1
4.207262083E0,1.690682793E1,-1.321636200E0,1.907856560E1
4.217201083E0,1.686175537E1,-2.110908508E0,1.901905251E1
4.227140083E0,1.682127762E1,-2.993450165E0,1.913811684E1
4.237079083E0,1.693383980E1,-3.805089951E0,1.929200363E1
4.247018083E0,1.684266663E1,-4.529842377E0,1.909595490E1
4.256957083E0,1.703770065E1,-5.129373550E0,1.907354927E1
4.266896083E0,1.680331421E1,-5.914575577E0,1.919802284E1
4.276835083E0,1.668896866E1,-6.614328384E0,1.921516418E1
4.286773083E0,1.652516937E1,-7.211502075E0,1.939132690E1
4.296712083E0,1.642931938E1,-7.974256516E0,1.942948914E1
4.306651083E0,1.633091164E1,-8.582464218E0,1.935499763E1
4.316590083E0,1.638140106E1,-9.257003784E0,1.945065308E1
4.326529083E0,1.643110657E1,-1.007640266E1,1.920753288E1
4.336468083E0,1.642104149E1,-1.071669006E1,1.917209053E1
4.346407083E0,1.621084785E1,-1.137865829E1,1.922846985E1
4.356346083E0,1.613310051E1,-1.207749176E1,1.898373413E1
4.366285083E0,1.604222488E1,-1.266977692E1,1.893606377E1
4.376224083E0,1.601557541E1,-1.339914513E1,1.885397720E1
4.386163083E0,1.600970459E1,-1.411956406E1,1.857956886E1
4.396102083E0,1.600970459E1,-1.411956406E1,1.857956886E1
4.406041083E0,1.591407871E1,-1.469962120E1,1.812056541E1
4.415980083E0,1.611744118E1,-1.558699989E1,1.774153709E1
4.425919083E0,1.594283009E1,-1.630981827E1,1.751605225E1
4.435858083E0,1.576134586E1,-1.700617981E1,1.746727943E1
4.445797083E0,1.565372753E1,-1.772359085E1,1.703555679E1
4.455736083E0,1.560251141E1,-1.820521164E1,1.667043686E1
4.465675083E0,1.551629353E1,-1.874326324E1,1.622432518E1
4.475614083E0,1.555848408E1,-1.913900757E1,1.610181046E1
4.485552083E0,1.543781948E1,-1.954285431E1,1.598808479E1
4.495491083E0,1.527833462E1,-1.992879486E1,1.559228039E1
4.505430083E0,1.546249676E1,-2.040087318E1,1.528609085E1
4.515369083E0,1.537846088E1,-2.075477409E1,1.490558910E1
4.525308083E0,1.545286465E1,-2.124231720E1,1.477562714E1
4.535247083E0,1.539010715E1,-2.165203094E1,1.442490196E1
4.545186083E0,1.541231823E1,-2.190814781E1,1.415814400E1
4.555125083E0,1.546664906E1,-2.231380463E1,1.351221085E1
4.565064083E0,1.544549847E1,-2.279907990E1,1.304659748E1
4.575003083E0,1.546920300E1,-2.325112724E1,1.250814629E1
4.584942083E0,1.543495083E1,-2.350718498E1,1.239938068E1
4.594881083E0,1.542653370E1,-2.377064514E1,1.203352261E1
4.604820083E0,1.547391415E1,-2.401881027E1,1.155849171E1
4.614759083E0,1.545098400E1,-2.427713013E1,1.107869816E1
4.624698083E0,1.546510029E1,-2.473254395E1,1.078984356E1
4.634637083E0,1.551691914E1,-2.504526520E1,1.053044510E1
4.644576083E0,1.544457912E1,-2.512392044E1,1.010849571E1
4.654515083E0,1.534525394E1,-2.536517143E1,9.643186569E0
4.664454083E0,1.545701504E1,-2.555453300E1,9.041083336E0
4.674393083E0,1.545701504E1,-2.555453300E1,9.041083336E0
4.684331000E0,1.552596951E1,-2.581622314E1,8.834253311E0
4.694270000E0,1.548971653E1,-2.609983063E1,8.609889984E0
4.704209000E0,1.532238293E1,-2.631336403E1,8.113804817E0
4.714148000E0,1.538094807E1,-2.634807014E1,7.835170746E0
4.724087000E0,1.558161640E1,-2.640589142E1,7.803539276E0
4.734026000E0,1.561244297E1,-2.646163368E1,7.603124619E0
4.743965000E0,1.570753002E1,-2.641474152E1,7.440581322E0
4.753904000E0,1.581520748E1,-2.640950775E1,7.304579735E0
4.763843000E0,1.579902363E1,-2.652171898E1,7.285193443E0
4.773782000E0,1.578789997E1,-2.654717064E1,7.387351036E0
4.783721000E0,1.588422298E1,-2.663093567E1,7.370317459E0
4.793660000E0,1.579936695E1,-2.646598434E1,7.411698341E0
4.803599000E0,1.576551151E1,-2.642757416E1,7.407396317E0
4.813538000E0,1.578231335E1,-2.639411163E1,7.551518440E0
4.823477000E0,1.589879894E1,-2.640201950E1,7.739663124E0
4.833416000E0,1.583966923E1,-2.642102814E1,7.779478073E0
4.843355000E0,1.574708271E1,-2.632283401E1,7.704060555E0
4.853294000E0,1.575703716E1,-2.623336411E1,7.899212837E0
4.863233000E0,1.583104420E1,-2.615195465E1,8.161908150E0
4.873172000E0,1.587090397E1,-2.627596664E1,8.122721672E0
4.883111000E0,1.583903217E1,-2.629041100E1,8.223348618E0
4.893050000E0,1.583357334E1,-2.625583649E1,8.321817398E0
4.902989000E0,1.580928326E1,-2.619584656E1,8.531026840E0
4.912927000E0,1.574467754E1,-2.615644073E1,8.679578781E0
4.922866000E0,1.571636868E1,-2.613009453E1,8.617752075E0
4.932805000E0,1.580029964E1,-2.617470932E1,8.975796700E0
4.942744000E0,1.580029964E1,-2.617470932E1,8.975796700E0
4.952683000E0,1.570784473E1,-2.613558960E1,8.931872368E0
4.962622000E0,1.557996845E1,-2.621491623E1,9.212073326E0
4.972561000E0,1.567824459E1,-2.610984039E1,9.036561012E0
4.982500000E0,1.558430576E1,-2.619829941E1,9.229511261E0
4.992439000E0,1.573322964E1,-2.618291092E1,9.168564796E0
5.002378000E0,1.554349804E1,-2.609704208E1,9.330874443E0
5.012317000E0,1.549883175E1,-2.609029961E1,9.245858192E0
5.022256000E0,1.560079098E1,-2.601797104E1,9.256734848E0
5.032195000E0,1.552288723E1,-2.604182434E1,9.278660774E0
5.042134000E0,1.551627064E1,-2.605895233E1,9.451654434E0
5.052073000E0,1.544721127E1,-2.598240280E1,9.406171799E0
5.062012000E0,1.537217808E1,-2.608633804E1,9.519819260E0
5.071951000E0,1.544643688E1,-2.621588516E1,9.728545189E0
5.081890000E0,1.545905781E1,-2.612045479E1,9.542209625E0
5.091829000E0,1.533957195E1,-2.589025688E1,9.644489288E0
5.101768000E0,1.529901409E1,-2.599563026E1,9.768557549E0
5.111707000E0,1.501745319E1,-2.595865059E1,9.916903496E0
5.121646000E0,1.496096325E1,-2.601403809E1,1.020243073E1
5.131585000E0,1.453931332E1,-2.590696335E1,1.062122822E1
5.141523000E0,1.426710606E1,-2.587014580E1,1.099676228E1
5.151462000E0,1.399319935E1,-2.584938431E1,1.119526100E1
5.161401000E0,1.353297520E1,-2.586608315E1,1.154375839E1
5.171340000E0,1.307136822E1,-2.603323364E1,1.202553844E1
5.181279000E0,1.257269955E1,-2.602128029E1,1.204623890E1
5.191218000E0,1.180363941E1,-2.605310440E1,1.259575748E1
5.201157000E0,1.126304150E1,-2.611196136E1,1.337063408E1
5.211096000E0,1.043802357E1,-2.610917282E1,1.373244667E1
5.221035000E0,1.043802357E1,-2.610917282E1,1.373244667E1
5.230974000E0,9.613915443E0,-2.610557365E1,1.413948631E1
5.240913000E0,8.792413712E0,-2.611264801E1,1.441710854E1
5.250852000E0,7.913471222E0,-2.616906738E1,1.465526676E1
5.260791000E0,7.202573776E0,-2.621863747E1,1.530499077E1
5.270730000E0,6.435681343E0,-2.614920425E1,1.535398293E1
5.280669000E0,5.416400909E0,-2.615050125E1,1.575033569E1
5.290608000E0,4.649580956E0,-2.618675041E1,1.580871391E1
5.300547000E0,3.742275476E0,-2.599971771E1,1.586065388E1
5.310486000E0,2.866715193E0,-2.613689423E1,1.594453430E1
5.320425000E0,1.999131441E0,-2.612230492E1,1.602167702E1
5.330364000E0,1.179654360E0,-2.604334641E1,1.585189438E1
5.340303000E0,6.866443157E-1,-2.609041977E1,1.588075829E1
5.350242000E0,9.851694107E-3,-2.605128860E1,1.586034203E1
5.360181000E0,-4.248321056E-1,-2.606803131E1,1.567430687E1
5.370120000E0,-1.009343863E0,-2.617835426E1,1.590455437E1
5.380059000E0,-1.497144699E0,-2.621411896E1,1.563140488E1
5.389997000E0,-1.721045852E0,-2.607217216E1,1.554111099E1
5.399936000E0,-2.046262741E0,-2.610352325E1,1.521829987E1
5.409875000E0,-2.205202818E0,-2.623374557E1,1.506721687E1
5.419814000E0,-2.261496544E0,-2.635422897E1,1.493702126E1
5.429753000E0,-2.135097504E0,-2.659606361E1,1.482654381E1
5.439692000E0,-2.398319244E0,-2.645872307E1,1.470148659E1
5.449631000E0,-2.399049759E0,-2.650087166E1,1.469277954E1
5.459570000E0,-2.515905857E0,-2.650288963E1,1.455138493E1
5.469509000E0,-2.737978220E0,-2.649468803E1,1.436961651E1
5.479448000E0,-2.880355835E0,-2.666860199E1,1.432074356E1
5.489387000E0,-2.880355835E0,-2.666860199E1,1.432074356E1
5.499326000E0,-3.075328350E0,-2.657325745E1,1.398914528E1
5.509265000E0,-3.199087858E0,-2.663892746E1,1.385570145E1
5.519204000E0,-3.392156363E0,-2.677808762E1,1.357784271E1
5.529143000E0,-3.524270535E0,-2.686824608E1,1.339234161E1
5.539082000E0,-3.721703529E0,-2.670456696E1,1.348811340E1
5.549021000E0,-3.961774588E0,-2.665421677E1,1.330342579E1
5.558960000E0,-4.103052616E0,-2.657582092E1,1.332099724E1
5.568899000E0,-4.178389549E0,-2.648141861E1,1.346104050E1
5.578838000E0,-4.348910809E0,-2.656593895E1,1.348300552E1
5.588777000E0,-4.313498974E0,-2.637703323E1,1.338368988E1
5.598716000E0,-4.380792618E0,-2.653284454E1,1.320854759E1
5.608655000E0,-4.342461586E0,-2.636013794E1,1.340600300E1
5.618594000E0,-4.338549614E0,-2.647088051E1,1.348677254E1
5.628533000E0,-4.278107643E0,-2.646373367E1,1.360002518E1
5.638472000E0,-4.140348911E0,-2.649898911E1,1.396631908E1
5.648411000E0,-4.083708763E0,-2.664754868E1,1.380620670E1
5.658350000E0,-3.919305563E0,-2.666592216E1,1.373972225E1
5.668289000E0,-3.800916910E0,-2.657752609E1,1.351559067E1
5.678227000E0,-3.972028255E0,-2.659088898E1,1.360332489E1
5.688166208E0,-3.889310360E0,-2.656563568E1,1.361246681E1
5.698105208E0,-3.746871233E0,-2.653759766E1,1.391570663E1
5.708044208E0,-3.748674631E0,-2.665400696E1,1.389205360E1
5.717983208E0,-3.407659531E0,-2.676441193E1,1.406079674E1
5.727922208E0,-3.175201178E0,-2.662381935E1,1.419919682E1
5.737861208E0,-2.976870537E0,-2.663573265E1,1.448435974E1
5.747800208E0,-2.813632488E0,-2.667222023E1,1.456871796E1
5.757739208E0,-2.599569321E0,-2.663901901E1,1.455680275E1
5.767678208E0,-2.599569321E0,-2.663901901E1,1.455680275E1
5.777617208E0,-2.209222317E0,-2.665261078E1,1.485313225E1
5.787556208E0,-1.954416633E0,-2.648727226E1,1.492027855E1
5.797495208E0,-1.513929367E0,-2.654257393E1,1.520847893E1
5.807434208E0,-9.396204948E-1,-2.665572739E1,1.527922630E1
5.817373208E0,-2.711055279E-1,-2.658910942E1,1.535651779E1
5.827312208E0,2.870838642E-1,-2.648931694E1,1.536590862E1
5.837251208E0,9.534232616E-1,-2.651954460E1,1.546507835E1
5.847190208E0,1.602098227E0,-2.640611839E1,1.579467201E1
5.857129208E0,2.399049997E0,-2.627025414E1,1.577187252E1
5.867068208E0,3.143037081E0,-2.626783752E1,1.566268539E1
5.877007208E0,3.906357050E0,-2.622449112E1,1.568345070E1
5.886946208E0,4.861220360E0,-2.614486694E1,1.541402626E1
5.896885208E0,5.708201408E0,-2.611483765E1,1.551633453E1
5.906824208E0,6.601130486E0,-2.603035927E1,1.550358963E1
5.916763208E0,7.417277336E0,-2.593363571E1,1.527051926E1
5.926702208E0,8.086680412E0,-2.578050995E1,1.522790623E1
5.936641208E0,8.925215721E0,-2.559456062E1,1.540367508E1
5.946580208E0,9.620465279E0,-2.531135559E1,1.507637787E1
5.956519208E0,1.030593491E1,-2.515416527E1,1.476341057E1
5.966458208E0,1.103237343E1,-2.515470695E1,1.478011322E1
5.976397208E0,1.162333488E1,-2.521980095E1,1.442955208E1
5.986336208E0,1.218048668E1,-2.504861832E1,1.407401657E1
5.996274208E0,1.277842617E1,-2.485177803E1,1.373807907E1
6.006213208E0,1.327659702E1,-2.480109406E1,1.326176262E1
6.016152208E0,1.376011753E1,-2.470848846E1,1.318648720E1
6.026091208E0,1.420765972E1,-2.466617203E1,1.281657028E1
6.036030208E0,1.420765972E1,-2.466617203E1,1.281657028E1
6.045969208E0,1.455259037E1,-2.452513504E1,1.267517853E1
6.055908208E0,1.513419628E1,-2.447463608E1,1.203736305E1
6.065847208E0,1.542490101E1,-2.447949600E1,1.192333889E1
6.075786208E0,1.572251987E1,-2.436968994E1,1.172547626E1
6.085725208E0,1.584946918E1,-2.428118324E1,1.132446861E1
6.095664208E0,1.617018127E1,-2.428375244E1,1.095765400E1
6.105603208E0,1.646953964E1,-2.412262154E1,1.077197456E1
6.115542208E0,1.661546516E1,-2.406882477E1,1.056643581E1
6.125481208E0,1.687598419E1,-2.389710999E1,1.024141312E1
6.135420208E0,1.713058281E1,-2.387722015E1,1.040378571E1
6.145359208E0,1.735867310E1,-2.386240196E1,1.027202415E1
6.155298208E0,1.763784790E1,-2.379308128E1,1.013179302E1
6.165237208E0,1.780176163E1,-2.371478653E1,9.956752777E0
6.175176208E0,1.786669731E1,-2.361792755E1,9.979428291E0
6.185115208E0,1.801308060E1,-2.352165413E1,9.797089577E0
6.195054208E0,1.811076355E1,-2.334689903E1,9.707763672E0
6.204993208E0,1.820482445E1,-2.333152390E1,9.673640251E0
6.214932208E0,1.819302940E1,-2.333076286E1,9.547346115E0
6.224871208E0,1.830694389E1,-2.327714539E1,9.293408394E0
6.234810208E0,1.828100777E1,-2.341158676E1,9.136766434E0
6.244749208E0,1.825715446E1,-2.331374931E1,9.196803093E0
6.254688208E0,1.832893753E1,-2.327649307E1,9.150762558E0
6.264627208E0,1.835659409E1,-2.325143814E1,9.156653404E0
6.274566208E0,1.833225250E1,-2.314641190E1,9.251715660E0
6.284505208E0,1.857531166E1,-2.330368805E1,9.252442360E0
6.294444208E0,1.847581482E1,-2.316133881E1,8.997466087E0
6.304383208E0,1.849476433E1,-2.312587738E1,8.709033966E0
6.314322208E0,1.849476433E1,-2.312587738E1,8.709033966E0
6.324261208E0,1.853696632E1,-2.319675064E1,8.598354340E0
6.334200208E0,1.864951324E1,-2.320550156E1,8.476992607E0
6.344139208E0,1.865578270E1,-2.331523132E1,8.306341171E0
6.354078208E0,1.877575493E1,-2.331543922E1,8.038578987E0
6.364017208E0,1.884006119E1,-2.355120659E1,7.629225731E0
6.373956208E0,1.894324684E1,-2.365069580E1,7.304836273E0
6.383895208E0,1.895893669E1,-2.379058456E1,6.846508980E0
6.393834208E0,1.887366104E1,-2.391852188E1,6.398748398E0
6.403773208E0,1.893067169E1,-2.400180817E1,5.948219299E0
6.413711208E0,1.894587135E1,-2.394623947E1,5.819896698E0
6.423650208E0,1.906885338E1,-2.387811661E1,5.774019241E0
6.433589208E0,1.908120537E1,-2.389278412E1,5.199880600E0
6.443528208E0,1.908121681E1,-2.396061134E1,4.546009064E0
6.453467208E0,1.933119583E1,-2.405743027E1,4.217151642E0
6.463406208E0,1.930794144E1,-2.412610626E1,3.806161880E0
6.473345208E0,1.950167465E1,-2.414348984E1,3.103240967E0
6.483284208E0,1.945153809E1,-2.412831879E1,2.836431503E0
6.493223208E0,1.934835815E1,-2.418881989E1,2.333528519E0
6.503162208E0,1.935481834E1,-2.417130661E1,1.895980835E0
6.513101208E0,1.934867859E1,-2.430834961E1,1.288211823E0
6.523040208E0,1.924271584E1,-2.427687836E1,8.170528412E-1
6.532979208E0,1.915591431E1,-2.436614418E1,-5.947303772E-2
6.542918208E0,1.895059395E1,-2.448561287E1,-6.400012970E-1
6.552857208E0,1.886545753E1,-2.457446671E1,-1.303703308E0
6.562796208E0,1.874697876E1,-2.471000671E1,-1.641559601E0
6.572735208E0,1.833379555E1,-2.470759583E1,-2.386278152E0
6.582674208E0,1.833379555E1,-2.470759583E1,-2.386278152E0
6.592613208E0,1.831690025E1,-2.486699104E1,-2.742847443E0
6.602552208E0,1.814266396E1,-2.499879074E1,-3.145950317E0
6.612491208E0,1.801342201E1,-2.498530197E1,-3.585111618E0
6.622430208E0,1.772363853E1,-2.493111801E1,-3.971549988E0
6.632369208E0,1.758887482E1,-2.495516968E1,-4.709421158E0
6.642308208E0,1.750562286E1,-2.487299347E1,-5.030344009E0
6.652247208E0,1.734269524E1,-2.483538246E1,-5.755235672E0
6.662186208E0,1.707527542E1,-2.478710556E1,-6.099842072E0
6.672125208E0,1.700408745E1,-2.477755737E1,-6.600555420E0
6.682064208E0,1.670922470E1,-2.482069778E1,-6.843097687E0
6.692003708E0,1.642734337E1,-2.480605698E1,-7.223003387E0
6.701942708E0,1.606506920E1,-2.480800247E1,-7.868730545E0
6.711881708E0,1.580688953E1,-2.480674362E1,-8.454896927E0
6.721820708E0,1.571061611E1,-2.479341888E1,-8.824707031E0
6.731759708E0,1.533537769E1,-2.463943100E1,-9.250955582E0
6.741698708E0,1.486621380E1,-2.451005745E1,-9.362836838E0
6.751637708E0,1.481119251E1,-2.452886391E1,-9.689914703E0
6.761576708E0,1.465246868E1,-2.437513733E1,-1.005223465E1
6.771515708E0,1.449368000E1,-2.445259857E1,-1.037309647E1
6.781454708E0,1.406380749E1,-2.435597610E1,-1.054374313E1
6.791393708E0,1.380268764E1,-2.435745811E1,-1.080069733E1
6.801332708E0,1.373272610E1,-2.436855698E1,-1.098140717E1
6.811271708E0,1.348082638E1,-2.430963516E1,-1.109634781E1
6.821210708E0,1.325265408E1,-2.440949249E1,-1.128341293E1
6.831149708E0,1.321140194E1,-2.426575470E1,-1.116746521E1
6.841088708E0,1.323929691E1,-2.420622444E1,-1.141950607E1
6.851027708E0,1.311709499E1,-2.415888023E1,-1.163265610E1
6.860966708E0,1.311709499E1,-2.415888023E1,-1.163265610E1
6.870905708E0,1.291073704E1,-2.393329620E1,-1.194771576E1
6.880844708E0,1.281168270E1,-2.399614525E1,-1.214385986E1
6.890783708E0,1.260600758E1,-2.399181747E1,-1.243565369E1
6.900722708E0,1.236510754E1,-2.384895325E1,-1.242219543E1
6.910661708E0,1.213459587E1,-2.388293457E1,-1.257991028E1
6.920600708E0,1.191857815E1,-2.387089539E1,-1.285149002E1
6.930539708E0,1.175285053E1,-2.389467049E1,-1.277741241E1
6.940478708E0,1.175775146E1,-2.388374329E1,-1.286821747E1
6.950417708E0,1.148243713E1,-2.388659286E1,-1.292285919E1
6.960356708E0,1.138735676E1,-2.387799454E1,-1.280140305E1
6.970295708E0,1.123344135E1,-2.387516403E1,-1.289028549E1
6.980234708E0,1.119754982E1,-2.397178459E1,-1.294628906E1
6.990172708E0,1.129078579E1,-2.399232864E1,-1.310626221E1
7.000112708E0,1.115449810E1,-2.394442749E1,-1.351018524E1
7.010050708E0,1.105464554E1,-2.385757828E1,-1.374316025E1
7.019989708E0,1.109762764E1,-2.385568619E1,-1.365879440E1
7.029928708E0,1.105090332E1,-2.394829559E1,-1.360282135E1
7.039867708E0,1.106306171E1,-2.399866676E1,-1.355624771E1
7.049806708E0,1.113070774E1,-2.399311447E1,-1.328752518E1
7.059745708E0,1.118389893E1,-2.390469742E1,-1.323094559E1
7.069684708E0,1.133901310E1,-2.400366974E1,-1.317685318E1
7.079623708E0,1.129892159E1,-2.391990662E1,-1.322414017E1
7.089562708E0,1.143403625E1,-2.403473282E1,-1.298930359E1
7.099501708E0,1.142894745E1,-2.417433548E1,-1.294062805E1
7.109440708E0,1.155178833E1,-2.421499443E1,-1.287907410E1
7.119379708E0,1.170754623E1,-2.421127319E1,-1.281977844E1
7.129318708E0,1.170754623E1,-2.421127319E1,-1.281977844E1
7.139257708E0,1.185552406E1,-2.423823547E1,-1.273056030E1
7.149196708E0,1.191842365E1,-2.435173035E1,-1.253734589E1
7.159135708E0,1.235916805E1,-2.453962708E1,-1.215226746E1
7.169074708E0,1.261543560E1,-2.469179535E1,-1.167305374E1
7.179013708E0,1.288310337E1,-2.470973587E1,-1.117892838E1
7.188952708E0,1.326220226E1,-2.497623634E1,-1.063783073E1
7.198891708E0,1.331646633E1,-2.520772552E1,-9.895009995E0
7.208830708E0,1.381010723E1,-2.538181877E1,-9.054866791E0
7.218769708E0,1.407622433E1,-2.558254242E1,-8.738098145E0
7.228708708E0,1.424475956E1,-2.575371170E1,-7.857482910E0
7.238647708E0,1.438212872E1,-2.602354050E1,-6.578849792E0
7.248586708E0,1.476102924E1,-2.614468956E1,-5.599744797E0
7.258525708E0,1.491518497E1,-2.640228081E1,-4.623037338E0
7.268464708E0,1.509668827E1,-2.645835876E1,-3.384767532E0
7.278403708E0,1.518496799E1,-2.668488693E1,-2.046400070E0
7.288342708E0,1.530620861E1,-2.663189316E1,-8.205146790E-1
7.298281708E0,1.529022884E1,-2.687547493E1,2.565250397E-1
7.308220708E0,1.514986515E1,-2.686908722E1,1.396430969E0
7.318159708E0,1.511943340E1,-2.689480019E1,2.231880188E0
7.328098708E0,1.490532398E1,-2.681954956E1,3.303541183E0
7.338037708E0,1.470444202E1,-2.683500671E1,4.075990677E0
7.347976708E0,1.468473339E1,-2.684166527E1,4.789316177E0
7.357915708E0,1.452870083E1,-2.672977257E1,5.678122520E0
7.367854708E0,1.424819088E1,-2.671590424E1,6.148651123E0
7.377793708E0,1.428050709E1,-2.672018814E1,6.258160591E0
7.387732708E0,1.417325115E1,-2.672132111E1,6.588972092E0
7.397671708E0,1.407930470E1,-2.678790283E1,6.715511322E0
7.407610708E0,1.407930470E1,-2.678790283E1,6.715511322E0
7.417549708E0,1.398024845E1,-2.681694031E1,6.739038467E0
7.427488708E0,1.397560024E1,-2.697873688E1,7.100569725E0
7.437427708E0,1.375509548E1,-2.696884155E1,6.988998413E0
7.447366708E0,1.366282177E1,-2.689765930E1,7.049538612E0
7.457305708E0,1.353775883E1,-2.706194496E1,7.313982964E0
7.467244708E0,1.342184544E1,-2.703148270E1,7.307911873E0
7.477183708E0,1.347687054E1,-2.715376091E1,7.443419456E0
7.487122708E0,1.339361095E1,-2.721222878E1,7.325865746E0
7.497061708E0,1.338656139E1,-2.723109627E1,7.223212242E0
7.507000708E0,1.334371662E1,-2.727885246E1,7.395789146E0
7.516939708E0,1.317269611E1,-2.738029671E1,7.063479424E0
7.526878708E0,1.316673565E1,-2.754492950E1,7.173128128E0
7.536817708E0,1.331296253E1,-2.759672165E1,7.101866722E0
7.546756708E0,1.334723377E1,-2.745692253E1,6.812156677E0
7.556695708E0,1.362512684E1,-2.742426300E1,6.895156860E0
7.566634708E0,1.368293285E1,-2.748673058E1,6.493404388E0
7.576573708E0,1.363981533E1,-2.749599457E1,6.402793884E0
7.586512708E0,1.392442608E1,-2.752588844E1,6.315263748E0
7.596451708E0,1.396081638E1,-2.765845680E1,6.214158058E0
7.606390708E0,1.394864178E1,-2.771918678E1,6.043278694E0
7.616329708E0,1.413065052E1,-2.764643478E1,6.052488327E0
7.626268708E0,1.414117908E1,-2.763352394E1,5.886369705E0
7.636207708E0,1.408103657E1,-2.744427681E1,6.239162445E0
7.646146708E0,1.407442188E1,-2.761113739E1,6.510024071E0
7.656085708E0,1.426876545E1,-2.764937019E1,6.330773354E0
7.666024708E0,1.431643581E1,-2.743444443E1,6.470819473E0
7.675963708E0,1.431643581E1,-2.743444443E1,6.470819473E0
7.685901708E0,1.436433315E1,-2.747426796E1,6.519782066E0
7.695840708E0,1.436534786E1,-2.735901070E1,6.410606384E0
7.705779708E0,1.438521862E1,-2.735022163E1,6.442420959E0
7.715718708E0,1.437172794E1,-2.731492996E1,6.509210587E0
7.725657708E0,1.431635380E1,-2.737702751E1,6.715516090E0
7.735596708E0,1.416985226E1,-2.735063362E1,6.892234802E0
7.745535708E0,1.401047230E1,-2.741482925E1,7.199099541E0
7.755474708E0,1.386245632E1,-2.744334984E1,7.164843559E0
7.765413708E0,1.380472088E1,-2.742640305E1,7.261361122E0
7.775352708E0,1.361830425E1,-2.759700012E1,7.327920914E0
7.785291708E0,1.325455761E1,-2.762510872E1,7.223972321E0
7.795230708E0,1.283269978E1,-2.778354263E1,7.196286201E0
7.805169708E0,1.282714367E1,-2.803680229E1,7.082783699E0
7.815108708E0,1.244675541E1,-2.815470695E1,6.925743103E0
7.825047708E0,1.222969341E1,-2.841205215E1,6.959467888E0
7.834986708E0,1.172836113E1,-2.876109886E1,6.790338516E0
7.844925708E0,1.116310883E1,-2.889307022E1,6.601550102E0
7.854864708E0,1.068902016E1,-2.912700844E1,5.944885254E0
7.864803708E0,1.002676010E1,-2.958061600E1,5.694417953E0
7.874742708E0,9.227470398E0,-2.977871704E1,5.425771713E0
7.884681708E0,8.336619377E0,-3.020207214E1,5.242957115E0
7.894620708E0,7.329107285E0,-3.047786522E1,5.016653061E0
7.904559708E0,6.248177528E0,-3.084125519E1,4.664203644E0
7.914498708E0,5.184799194E0,-3.106072617E1,4.540336609E0
7.924437708E0,4.058376312E0,-3.118072891E1,4.156906128E0
7.934376708E0,2.913748026E0,-3.130872726E1,3.684036255E0
7.944315708E0,1.770957708E0,-3.130312920E1,3.386663437E0
7.954254708E0,1.770957708E0,-3.130312920E1,3.386663437E0
7.964193708E0,5.942394733E-1,-3.133429527E1,3.152740479E0
7.974132708E0,-5.424234867E-1,-3.138249588E1,3.024881363E0
7.984071708E0,-1.641859293E0,-3.143876457E1,2.822372437E0
7.994010708E0,-2.919655800E0,-3.127218819E1,2.877847672E0
8.003949708E0,-4.126163483E0,-3.116536331E1,2.715377808E0
8.013888708E0,-5.376884460E0,-3.089570236E1,2.715726852E0
8.023827708E0,-6.368162155E0,-3.050841713E1,2.833271027E0
8.033766708E0,-7.353442669E0,-3.016945839E1,2.968921661E0
8.043705708E0,-8.030561447E0,-2.985666466E1,3.129734039E0
8.053644708E0,-8.854176521E0,-2.963907242E1,3.367612839E0
8.063583708E0,-9.833765030E0,-2.913331032E1,3.643285751E0
8.073522708E0,-1.059438610E1,-2.902470016E1,3.943199158E0
8.083461708E0,-1.150045109E1,-2.868723488E1,4.108047485E0
8.093400708E0,-1.229919243E1,-2.819736099E1,4.077669144E0
8.103339708E0,-1.303884125E1,-2.788046646E1,4.322393417E0
8.113278708E0,-1.380868816E1,-2.736019707E1,4.172819138E0
8.123217708E0,-1.457556915E1,-2.694587135E1,3.788904190E0
8.133156708E0,-1.524159431E1,-2.664592552E1,3.718227386E0
8.143095708E0,-1.606439781E1,-2.617683983E1,3.413553238E0
8.153034708E0,-1.678391266E1,-2.562466049E1,3.063787460E0
8.162973708E0,-1.737523842E1,-2.521014023E1,2.766290665E0
8.172912708E0,-1.797458649E1,-2.471174049E1,2.761480331E0
8.182851708E0,-1.854183197E1,-2.416763687E1,2.691308975E0
8.192790708E0,-1.924348640E1,-2.362460709E1,2.726572037E0
8.202729708E0,-1.976118851E1,-2.307035446E1,2.751792908E0
8.212668708E0,-2.027193642E1,-2.256026459E1,2.677526474E0
8.222607708E0,-2.027193642E1,-2.256026459E1,2.677526474E0
8.232546708E0,-2.073710442E1,-2.224682808E1,2.721818924E0
8.242485708E0,-2.096256638E1,-2.176237488E1,2.782718658E0
8.252424708E0,-2.133586502E1,-2.147156143E1,2.728124619E0
8.262363708E0,-2.162534523E1,-2.106477356E1,2.871654510E0
8.272302708E0,-2.194960976E1,-2.081131554E1,2.699806213E0
8.282241708E0,-2.197854233E1,-2.073960495E1,2.761825562E0
8.292180708E0,-2.217964172E1,-2.041192055E1,2.617679596E0
