"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.344851958E0,2.327214432E1,-2.270344162E1,-2.081184006E1
1.354790958E0,2.354540062E1,-2.189978790E1,-2.196210480E1
1.364729958E0,2.368238068E1,-2.108480453E1,-2.302463913E1
1.374667958E0,2.403248215E1,-2.029174995E1,-2.388037872E1
1.384606958E0,2.446326065E1,-1.942639542E1,-2.483383179E1
1.394545958E0,2.446326065E1,-1.942639542E1,-2.483383179E1
1.404484958E0,2.471097374E1,-1.860413361E1,-2.545565033E1
1.414423958E0,2.513895226E1,-1.793484688E1,-2.605104828E1
1.424362958E0,2.553090668E1,-1.712347031E1,-2.649263763E1
1.434301958E0,2.589075661E1,-1.630680466E1,-2.703353119E1
1.444240958E0,2.637039757E1,-1.560375214E1,-2.731480789E1
1.454179958E0,2.689461136E1,-1.484833908E1,-2.763001633E1
1.464118958E0,2.713445282E1,-1.422534370E1,-2.773949432E1
1.474056958E0,2.743701553E1,-1.386543083E1,-2.787120056E1
1.483995958E0,2.771607780E1,-1.352326012E1,-2.804228592E1
1.493934958E0,2.806256294E1,-1.334415817E1,-2.826409531E1
1.503873958E0,2.807473183E1,-1.325645065E1,-2.834958267E1
1.513812958E0,2.797106552E1,-1.319820595E1,-2.853944016E1
1.523751958E0,2.809175491E1,-1.312202644E1,-2.870016861E1
1.533690958E0,2.789158440E1,-1.325076866E1,-2.855017853E1
1.543629958E0,2.796498299E1,-1.316495323E1,-2.873750305E1
1.553568958E0,2.817802811E1,-1.305954361E1,-2.884396744E1
1.563507958E0,2.823040962E1,-1.310746193E1,-2.894228363E1
1.573446958E0,2.822321320E1,-1.288773727E1,-2.903718185E1
1.583384958E0,2.817926979E1,-1.290593719E1,-2.919864273E1
1.593323958E0,2.807978439E1,-1.293824387E1,-2.925951767E1
1.603262958E0,2.809675980E1,-1.287091637E1,-2.930995178E1
1.613201958E0,2.792188072E1,-1.302165031E1,-2.955654526E1
1.623140958E0,2.783548546E1,-1.302877998E1,-2.938312531E1
1.633079958E0,2.781124687E1,-1.309623909E1,-2.919622803E1
1.643018958E0,2.760258675E1,-1.329694939E1,-2.904829407E1
1.652957958E0,2.754264450E1,-1.364039040E1,-2.908833313E1
1.662896958E0,2.754264450E1,-1.364039040E1,-2.908833313E1
1.672835958E0,2.755321312E1,-1.389135361E1,-2.906480789E1
1.682774083E0,2.731746674E1,-1.409342194E1,-2.891846466E1
1.692713083E0,2.700950813E1,-1.430005646E1,-2.875730515E1
1.702652083E0,2.706708717E1,-1.446740341E1,-2.882504272E1
1.712591083E0,2.695832253E1,-1.471256828E1,-2.884088135E1
1.722530083E0,2.702644157E1,-1.480806351E1,-2.861040115E1
1.732469083E0,2.685723305E1,-1.512518120E1,-2.849643707E1
1.742408083E0,2.684635162E1,-1.511357880E1,-2.857424164E1
1.752347083E0,2.659112930E1,-1.522351837E1,-2.886633682E1
1.762286083E0,2.647230530E1,-1.526010323E1,-2.855647278E1
1.772225083E0,2.643203545E1,-1.528365898E1,-2.857669067E1
1.782164083E0,2.629786682E1,-1.541079903E1,-2.858687592E1
1.792103083E0,2.657012177E1,-1.544225693E1,-2.874728012E1
1.802041083E0,2.645227623E1,-1.536994171E1,-2.888087463E1
1.811980083E0,2.645521736E1,-1.537661743E1,-2.868302155E1
1.821919083E0,2.649956703E1,-1.540326309E1,-2.865671921E1
1.831858083E0,2.636292267E1,-1.543725204E1,-2.867507172E1
1.841797083E0,2.632597542E1,-1.543819427E1,-2.832222748E1
1.851736083E0,2.648615456E1,-1.546522713E1,-2.844264603E1
1.861675083E0,2.637075424E1,-1.556687546E1,-2.850881577E1
1.871614083E0,2.645794106E1,-1.540700340E1,-2.838796616E1
1.881553083E0,2.638499260E1,-1.545712471E1,-2.817229080E1
1.891492083E0,2.654876518E1,-1.540577507E1,-2.856969452E1
1.901431083E0,2.646666527E1,-1.520170212E1,-2.842331696E1
1.911369083E0,2.636141968E1,-1.508185768E1,-2.864776611E1
1.921308083E0,2.641300774E1,-1.523864746E1,-2.855754471E1
1.931247083E0,2.641300774E1,-1.523864746E1,-2.855754471E1
1.941186083E0,2.634338570E1,-1.525627708E1,-2.852511978E1
1.951125083E0,2.645868874E1,-1.540433693E1,-2.852762604E1
1.961064083E0,2.643786430E1,-1.543050575E1,-2.847576904E1
1.971003083E0,2.633702278E1,-1.552307701E1,-2.842115784E1
1.980942083E0,2.624765015E1,-1.556204224E1,-2.845282364E1
1.990881083E0,2.611482239E1,-1.577562523E1,-2.847476196E1
2.000820083E0,2.609518242E1,-1.574393272E1,-2.853793335E1
2.010759083E0,2.590784264E1,-1.598533630E1,-2.851539230E1
2.020697083E0,2.598403168E1,-1.596136475E1,-2.839770889E1
2.030636083E0,2.577709007E1,-1.600868607E1,-2.814718246E1
2.040575083E0,2.595576859E1,-1.607221413E1,-2.811979675E1
2.050514083E0,2.586043549E1,-1.619482613E1,-2.820397186E1
2.060453083E0,2.573233032E1,-1.636689377E1,-2.815129852E1
2.070392083E0,2.576160622E1,-1.625287819E1,-2.819393158E1
2.080331083E0,2.576282120E1,-1.627124214E1,-2.810177231E1
2.090270083E0,2.584458923E1,-1.625718117E1,-2.823917389E1
2.100209083E0,2.599955177E1,-1.622618294E1,-2.827120590E1
2.110148083E0,2.590458488E1,-1.641702652E1,-2.830245972E1
2.120087083E0,2.579616737E1,-1.630817986E1,-2.837451553E1
2.130026083E0,2.573529243E1,-1.618326950E1,-2.860839844E1
2.139964083E0,2.581162453E1,-1.618048859E1,-2.830738831E1
2.149903083E0,2.580787277E1,-1.605554962E1,-2.839387512E1
2.159842083E0,2.572758675E1,-1.602309036E1,-2.846564865E1
2.169781083E0,2.583780289E1,-1.602578354E1,-2.864290619E1
2.179720083E0,2.580228996E1,-1.608954620E1,-2.825933456E1
2.189659083E0,2.581756210E1,-1.611625290E1,-2.844765854E1
2.199598083E0,2.563526726E1,-1.595737267E1,-2.853213882E1
2.209537083E0,2.563526726E1,-1.595737267E1,-2.853213882E1
2.219476083E0,2.551855278E1,-1.602032089E1,-2.853406906E1
2.229415083E0,2.552947998E1,-1.613824844E1,-2.846013641E1
2.239354083E0,2.549664307E1,-1.615929222E1,-2.850696182E1
2.249293083E0,2.543484688E1,-1.605255127E1,-2.851871490E1
2.259231083E0,2.527726173E1,-1.610781860E1,-2.826110458E1
2.269170083E0,2.524520493E1,-1.626166916E1,-2.854291534E1
2.279109083E0,2.526912308E1,-1.639482498E1,-2.835358429E1
2.289048083E0,2.531420135E1,-1.648917961E1,-2.836706161E1
2.298987083E0,2.512778282E1,-1.652358818E1,-2.799751282E1
2.308926083E0,2.510645866E1,-1.666270256E1,-2.819222260E1
2.318865083E0,2.496856880E1,-1.682388878E1,-2.809864426E1
2.328804083E0,2.502444458E1,-1.703089523E1,-2.797326660E1
2.338743083E0,2.495516014E1,-1.726369286E1,-2.786820984E1
2.348682083E0,2.493540764E1,-1.764468002E1,-2.743999863E1
2.358621083E0,2.487960434E1,-1.822436523E1,-2.693092346E1
2.368560083E0,2.483337593E1,-1.893395996E1,-2.625331497E1
2.378498083E0,2.477903366E1,-1.945886612E1,-2.571207428E1
2.388437083E0,2.471509933E1,-2.015856743E1,-2.500872803E1
2.398376083E0,2.456619644E1,-2.103133392E1,-2.396461487E1
2.408315083E0,2.434218597E1,-2.194390488E1,-2.297084427E1
2.418254083E0,2.412274551E1,-2.292290878E1,-2.162424469E1
2.428193083E0,2.401917076E1,-2.383959198E1,-2.061554718E1
2.438132083E0,2.385819817E1,-2.460179520E1,-1.908434296E1
2.448071083E0,2.350157356E1,-2.535754013E1,-1.765740967E1
2.458010083E0,2.326448631E1,-2.613369179E1,-1.618103409E1
2.467949083E0,2.298182297E1,-2.678591537E1,-1.484481430E1
2.477888083E0,2.278856850E1,-2.739078522E1,-1.327351379E1
2.487827083E0,2.278856850E1,-2.739078522E1,-1.327351379E1
2.497765083E0,2.256268692E1,-2.798871422E1,-1.205464554E1
2.507704083E0,2.243440819E1,-2.846076202E1,-1.045771027E1
2.517643083E0,2.202449608E1,-2.889163208E1,-9.335933685E0
2.527582083E0,2.178322601E1,-2.922986412E1,-8.444623947E0
2.537521083E0,2.143374443E1,-2.944742584E1,-7.392248154E0
2.547460083E0,2.117889977E1,-2.972512436E1,-6.427793503E0
2.557399083E0,2.103586197E1,-2.982043457E1,-5.554492950E0
2.567338083E0,2.068446159E1,-3.002441025E1,-4.758922577E0
2.577277083E0,2.067277145E1,-3.005647278E1,-4.253099442E0
2.587216083E0,2.057023811E1,-3.018820763E1,-3.596851349E0
2.597155083E0,2.046076965E1,-3.006944847E1,-2.905799866E0
2.607094083E0,2.023408699E1,-2.997142982E1,-2.097967148E0
2.617033083E0,2.018215752E1,-2.988031769E1,-1.132802963E0
2.626971083E0,2.011498070E1,-2.978821373E1,-5.818138123E-1
2.636910083E0,1.996426964E1,-2.954684639E1,2.016906738E-1
2.646849083E0,1.985742950E1,-2.946379662E1,1.086181641E0
2.656788083E0,1.979288673E1,-2.930365372E1,1.884403229E0
2.666727083E0,1.962226105E1,-2.914902687E1,2.672142029E0
2.676666083E0,1.958308792E1,-2.896802139E1,3.726795197E0
2.686604875E0,1.948565865E1,-2.890477180E1,4.474973679E0
2.696543875E0,1.924114799E1,-2.856779480E1,5.144725800E0
2.706482875E0,1.904362297E1,-2.825355530E1,5.856625557E0
2.716421875E0,1.888217545E1,-2.804685020E1,6.591033936E0
2.726360875E0,1.861737061E1,-2.797280312E1,7.075496674E0
2.736299875E0,1.846729660E1,-2.761290741E1,7.758436203E0
2.746238875E0,1.827839661E1,-2.745782852E1,8.404860497E0
2.756176875E0,1.827839661E1,-2.745782852E1,8.404860497E0
2.766115875E0,1.810831261E1,-2.709961700E1,8.860025406E0
2.776054875E0,1.804501534E1,-2.697089005E1,9.265438080E0
2.785993875E0,1.778969765E1,-2.673897743E1,9.845909119E0
2.795932875E0,1.778042221E1,-2.654574585E1,1.037272072E1
2.805871875E0,1.767643738E1,-2.628676414E1,1.055430126E1
2.815810875E0,1.745126152E1,-2.598367691E1,1.105007648E1
2.825749875E0,1.753520584E1,-2.584987640E1,1.098744297E1
2.835688875E0,1.741383743E1,-2.581333542E1,1.117459679E1
2.845627875E0,1.745113373E1,-2.573533249E1,1.107928562E1
2.855566875E0,1.736908150E1,-2.577443695E1,1.114785957E1
2.865505875E0,1.724822807E1,-2.559788704E1,1.126472473E1
2.875444875E0,1.721725845E1,-2.548273277E1,1.136973667E1
2.885382875E0,1.732704735E1,-2.530807304E1,1.132037354E1
2.895321875E0,1.732494545E1,-2.537857056E1,1.150074959E1
2.905260875E0,1.733126831E1,-2.525435638E1,1.147845745E1
2.915199875E0,1.720433617E1,-2.521970367E1,1.148826885E1
2.925138875E0,1.722316170E1,-2.536453247E1,1.156127262E1
2.935077875E0,1.732067108E1,-2.552242088E1,1.159282494E1
2.945016875E0,1.749438095E1,-2.570373154E1,1.139595127E1
2.954955875E0,1.759467888E1,-2.561561966E1,1.121610928E1
2.964894875E0,1.750980759E1,-2.562088966E1,1.120482254E1
2.974833875E0,1.750524521E1,-2.559529495E1,1.106785679E1
2.984772875E0,1.754689026E1,-2.559471512E1,1.103264141E1
2.994711875E0,1.752983856E1,-2.573202515E1,1.099203205E1
3.004650875E0,1.749211693E1,-2.573832321E1,1.077523136E1
3.014589875E0,1.762226295E1,-2.575754929E1,1.076059818E1
3.024527875E0,1.749982071E1,-2.579286575E1,1.070324993E1
3.034466875E0,1.749982071E1,-2.579286575E1,1.070324993E1
3.044405875E0,1.759265709E1,-2.579858398E1,1.113700581E1
3.054344875E0,1.743931389E1,-2.571744537E1,1.089005566E1
3.064283875E0,1.739079285E1,-2.568262863E1,1.109161186E1
3.074222875E0,1.745244408E1,-2.542585373E1,1.104753399E1
3.084161875E0,1.734767723E1,-2.535284996E1,1.139794636E1
3.094100875E0,1.748038864E1,-2.529160690E1,1.174306870E1
3.104039875E0,1.744532776E1,-2.499166107E1,1.179196453E1
3.113978875E0,1.740024376E1,-2.470158386E1,1.238845634E1
3.123917875E0,1.743480873E1,-2.454683876E1,1.289775467E1
3.133856875E0,1.742630768E1,-2.430579567E1,1.353686142E1
3.143795875E0,1.731877899E1,-2.376774979E1,1.405293941E1
3.153734875E0,1.707547569E1,-2.345888901E1,1.466035461E1
3.163672875E0,1.696228218E1,-2.310571671E1,1.516925812E1
3.173611875E0,1.700843239E1,-2.244780731E1,1.603664780E1
3.183550875E0,1.687316322E1,-2.207336044E1,1.638154221E1
3.193489875E0,1.685944366E1,-2.141938591E1,1.664704323E1
3.203428875E0,1.686873817E1,-2.076569366E1,1.695721436E1
3.213367875E0,1.683510780E1,-2.022620773E1,1.749643135E1
3.223306875E0,1.687349129E1,-1.948349762E1,1.780543900E1
3.233245875E0,1.708696175E1,-1.881484413E1,1.815304565E1
3.243184875E0,1.718211365E1,-1.818545532E1,1.851116562E1
3.253123875E0,1.745876694E1,-1.761999512E1,1.873867989E1
3.263062875E0,1.776170921E1,-1.692774773E1,1.879866219E1
3.273001875E0,1.785041809E1,-1.619869232E1,1.884204102E1
3.282940875E0,1.796789551E1,-1.548009872E1,1.902652168E1
3.292879875E0,1.814699364E1,-1.474829292E1,1.908553123E1
3.302818875E0,1.814699364E1,-1.474829292E1,1.908553123E1
3.312756875E0,1.838819885E1,-1.416393661E1,1.926977921E1
3.322695875E0,1.855205727E1,-1.350060654E1,1.916712189E1
3.332634875E0,1.847005844E1,-1.289122391E1,1.900885582E1
3.342573875E0,1.868924141E1,-1.235487556E1,1.922510910E1
3.352512875E0,1.869459915E1,-1.181547165E1,1.911830902E1
3.362451875E0,1.862294197E1,-1.123486328E1,1.910675430E1
3.372390875E0,1.852750015E1,-1.066788673E1,1.915744591E1
3.382329875E0,1.848067665E1,-1.012616348E1,1.915334892E1
3.392268875E0,1.857328033E1,-9.681529999E0,1.943120575E1
3.402207875E0,1.846406937E1,-9.164365768E0,1.939602852E1
3.412146875E0,1.830149269E1,-8.568157196E0,1.924314880E1
3.422085875E0,1.844749641E1,-8.183109283E0,1.938175964E1
3.432024875E0,1.839875412E1,-7.626337051E0,1.955218124E1
3.441963875E0,1.842237854E1,-7.340364456E0,1.968589401E1
3.451901875E0,1.856670761E1,-6.752885818E0,1.964194870E1
3.461840875E0,1.848268890E1,-6.429815292E0,1.951174545E1
3.471779875E0,1.854643059E1,-5.955730438E0,1.963097191E1
3.481718875E0,1.871738625E1,-5.411691666E0,1.922770882E1
3.491657875E0,1.863090134E1,-4.791318893E0,1.907132530E1
3.501596875E0,1.867884636E1,-4.191137314E0,1.897824097E1
3.511535875E0,1.869997978E1,-3.605741501E0,1.871545029E1
3.521474875E0,1.861778259E1,-3.203422546E0,1.874114990E1
3.531413875E0,1.859723663E1,-2.825723648E0,1.871638107E1
3.541352875E0,1.860860443E1,-2.340938568E0,1.886159897E1
3.551291875E0,1.845783615E1,-1.739700317E0,1.879549408E1
3.561230875E0,1.830904198E1,-1.338296890E0,1.880247498E1
3.571169875E0,1.830904198E1,-1.338296890E0,1.880247498E1
3.581108875E0,1.846819115E1,-8.973808289E-1,1.862386703E1
3.591047875E0,1.838651276E1,-3.994407654E-1,1.847584915E1
3.600986875E0,1.840384102E1,1.323699951E-2,1.836890221E1
3.610924875E0,1.836600304E1,3.441276550E-1,1.824601746E1
3.620863875E0,1.811255074E1,7.862167358E-1,1.806796646E1
3.630802875E0,1.820243073E1,1.182037354E0,1.805220032E1
3.640741875E0,1.815366173E1,1.472347260E0,1.788097191E1
3.650680875E0,1.807690620E1,1.726821899E0,1.785829544E1
3.660619875E0,1.805171013E1,1.969341278E0,1.754503632E1
3.670558875E0,1.799347305E1,2.403430939E0,1.746626091E1
3.680497875E0,1.781779861E1,2.751342773E0,1.748318291E1
3.690437083E0,1.790818977E1,3.031589508E0,1.755733681E1
3.700376083E0,1.785010338E1,3.295719147E0,1.744134712E1
3.710315083E0,1.779702377E1,3.587085724E0,1.713466072E1
3.720254083E0,1.784513283E1,3.845474243E0,1.696969604E1
3.730193083E0,1.768993187E1,4.298160553E0,1.655978966E1
3.740132083E0,1.768384552E1,4.588130951E0,1.647089767E1
3.750071083E0,1.761152077E1,4.898662567E0,1.625589943E1
3.760010083E0,1.738944817E1,5.141307831E0,1.607989502E1
3.769948083E0,1.747236633E1,5.559928894E0,1.632360458E1
3.779887083E0,1.744614410E1,5.943161011E0,1.579086304E1
3.789826083E0,1.737205124E1,6.064865112E0,1.576167393E1
3.799765083E0,1.731057358E1,6.531227112E0,1.549521446E1
3.809704083E0,1.724367142E1,6.748374939E0,1.532856655E1
3.819643083E0,1.741033363E1,6.866336823E0,1.554471493E1
3.829582083E0,1.731116486E1,6.895359039E0,1.527803230E1
3.839521083E0,1.733007622E1,7.033760071E0,1.541962242E1
3.849460083E0,1.733007622E1,7.033760071E0,1.541962242E1
3.859399083E0,1.728132629E1,7.035522461E0,1.540378952E1
3.869338083E0,1.725428581E1,6.902870178E0,1.545220470E1
3.879277083E0,1.724068451E1,6.910724640E0,1.556857300E1
3.889216083E0,1.721037483E1,6.827751160E0,1.558424759E1
3.899155083E0,1.716471100E1,6.858287811E0,1.557454109E1
3.909094083E0,1.717092705E1,6.984382629E0,1.543689919E1
3.919033083E0,1.711810493E1,6.970043182E0,1.550281429E1
3.928972083E0,1.715624237E1,6.951793671E0,1.561079025E1
3.938910083E0,1.713575745E1,6.973102570E0,1.585675240E1
3.948849083E0,1.701033211E1,6.883785248E0,1.572881508E1
3.958788083E0,1.703326416E1,6.895599365E0,1.578809357E1
3.968727083E0,1.699988174E1,6.671623230E0,1.603078270E1
3.978666083E0,1.698049164E1,6.517395020E0,1.597950649E1
3.988605083E0,1.702614594E1,6.469932556E0,1.621240044E1
3.998544083E0,1.711093521E1,6.369270325E0,1.604922867E1
4.008483083E0,1.711132431E1,6.233020782E0,1.622195053E1
4.018422083E0,1.705730247E1,6.079376221E0,1.658306503E1
4.028361083E0,1.698571014E1,6.064727783E0,1.655191422E1
4.038300083E0,1.699358559E1,5.752136230E0,1.659612083E1
4.048239083E0,1.684814453E1,5.510021210E0,1.665555382E1
4.058178083E0,1.701526642E1,5.332771301E0,1.690653038E1
4.068117083E0,1.699359131E1,5.053524017E0,1.714981079E1
4.078056083E0,1.697664833E1,4.817741394E0,1.738565063E1
4.087995083E0,1.691196251E1,4.427532196E0,1.749894714E1
4.097934083E0,1.692662811E1,4.211364746E0,1.735837173E1
4.107872083E0,1.677762985E1,3.931205750E0,1.764957428E1
4.117811083E0,1.692947197E1,3.527809143E0,1.792688942E1
4.127750083E0,1.692947197E1,3.527809143E0,1.792688942E1
4.137689083E0,1.677006531E1,2.963043213E0,1.776977921E1
